series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	643	99.01404926	61.61899849	RUS	Russian Federation	2	MALE	NUMBER	Male	Number	64076	61808	47599	38617	37398	38007.5	2016	37398	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	643	99.01404926	61.61899849	RUS	Russian Federation	3	BOTHSEX	NUMBER	Both	Number	76937	74071	57227	46239	44673	45456	2016	44673	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	646	29.92310194	-1.999842114	RWA	Rwanda	1	FEMALE	NUMBER	Female	Number	511	363	236	231	230	230.5	2016	230	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	646	29.92310194	-1.999842114	RWA	Rwanda	2	MALE	NUMBER	Male	Number	742	613	538	555	564	559.5	2016	564	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	646	29.92310194	-1.999842114	RWA	Rwanda	3	BOTHSEX	NUMBER	Both	Number	1253	976	773	786	794	790	2016	794	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	654	-5.705752501	-15.96503946	SHN	Saint Helena	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	654	-5.705752501	-15.96503946	SHN	Saint Helena	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	660	-63.05651612	18.21525315	AIA	Anguilla	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	660	-63.05651612	18.21525315	AIA	Anguilla	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	660	-63.05651612	18.21525315	AIA	Anguilla	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	FEMALE	NUMBER	Female	Number	2	0	1	2	2	2	2016	2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	662	-60.96529553	13.89405601	LCA	Saint Lucia	2	MALE	NUMBER	Male	Number	8	5	9	12	12	12	2016	12	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	662	-60.96529553	13.89405601	LCA	Saint Lucia	3	BOTHSEX	NUMBER	Both	Number	10	5	11	14	14	14	2016	14	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	FEMALE	NUMBER	Female	Number	0	2	0	1	0	0.5	2016	0	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	2	MALE	NUMBER	Male	Number	6	9	3	2	2	2	2016	2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	3	BOTHSEX	NUMBER	Both	Number	7	11	4	3	3	3	2016	3	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	674	12.46329038	43.93841766	SMR	San Marino	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	674	12.46329038	43.93841766	SMR	San Marino	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	674	12.46329038	43.93841766	SMR	San Marino	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	FEMALE	NUMBER	Female	Number	1	1	1	2	2	2	2016	2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	2	MALE	NUMBER	Male	Number	2	2	2	3	3	3	2016	3	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	3	BOTHSEX	NUMBER	Both	Number	3	3	4	4	5	4.5	2016	5	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	FEMALE	NUMBER	Female	Number	101	130	173	207	213	210	2016	213	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	682	44.54763347	24.12594211	SAU	Saudi Arabia	2	MALE	NUMBER	Male	Number	471	584	773	792	822	807	2016	822	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	682	44.54763347	24.12594211	SAU	Saudi Arabia	3	BOTHSEX	NUMBER	Both	Number	572	715	946	999	1035	1017	2016	1035	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	686	-14.46636926	14.35920905	SEN	Senegal	1	FEMALE	NUMBER	Female	Number	204	244	238	232	230	231	2016	230	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	686	-14.46636926	14.35920905	SEN	Senegal	2	MALE	NUMBER	Male	Number	554	662	658	703	702	702.5	2016	702	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	686	-14.46636926	14.35920905	SEN	Senegal	3	BOTHSEX	NUMBER	Both	Number	758	906	896	934	932	933	2016	932	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	688	20.805876	44.03145697	SRB	Serbia	1	FEMALE	NUMBER	Female	Number	604	528	379	365	368	366.5	2016	368	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	688	20.805876	44.03145697	SRB	Serbia	2	MALE	NUMBER	Male	Number	1387	1208	1057	965	1012	988.5	2016	1012	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	688	20.805876	44.03145697	SRB	Serbia	3	BOTHSEX	NUMBER	Both	Number	1991	1736	1436	1329	1380	1354.5	2016	1380	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	690	55.46561591	-4.678053059	SYC	Seychelles	1	FEMALE	NUMBER	Female	Number	1	1	1	1	1	1	2016	1	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	690	55.46561591	-4.678053059	SYC	Seychelles	2	MALE	NUMBER	Male	Number	6	7	7	8	8	8	2016	8	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	690	55.46561591	-4.678053059	SYC	Seychelles	3	BOTHSEX	NUMBER	Both	Number	7	8	9	9	9	9	2016	9	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	FEMALE	NUMBER	Female	Number	211	235	253	287	302	294.5	2016	302	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	694	-11.78306584	8.568604164	SLE	Sierra Leone	2	MALE	NUMBER	Male	Number	298	354	345	386	414	400	2016	414	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	694	-11.78306584	8.568604164	SLE	Sierra Leone	3	BOTHSEX	NUMBER	Both	Number	508	590	597	673	715	694	2016	715	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	702	103.8107883	1.361009155	SGP	Singapore	1	FEMALE	NUMBER	Female	Number	170	172	180	170	173	171.5	2016	173	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	702	103.8107883	1.361009155	SGP	Singapore	2	MALE	NUMBER	Male	Number	317	350	326	330	383	356.5	2016	383	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	702	103.8107883	1.361009155	SGP	Singapore	3	BOTHSEX	NUMBER	Both	Number	487	522	506	500	556	528	2016	556	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	1	FEMALE	NUMBER	Female	Number	143	107	110	97	98	97.5	2016	98	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	2	MALE	NUMBER	Male	Number	634	637	640	597	600	598.5	2016	600	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	3	BOTHSEX	NUMBER	Both	Number	777	744	750	694	698	696	2016	698	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	1	FEMALE	NUMBER	Female	Number	1465	1490	1608	1768	1787	1777.5	2016	1787	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	2	MALE	NUMBER	Male	Number	3937	4194	4581	5009	5081	5045	2016	5081	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	3	BOTHSEX	NUMBER	Both	Number	5403	5684	6189	6777	6868	6822.5	2016	6868	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	1	FEMALE	NUMBER	Female	Number	179	123	79	93	73	83	2016	73	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	2	MALE	NUMBER	Male	Number	466	418	344	342	314	328	2016	314	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	3	BOTHSEX	NUMBER	Both	Number	645	541	423	435	386	410.5	2016	386	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	706	46.20367477	4.406485729	SOM	Somalia	1	FEMALE	NUMBER	Female	Number	143	165	176	217	223	220	2016	223	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	706	46.20367477	4.406485729	SOM	Somalia	2	MALE	NUMBER	Male	Number	280	339	340	435	452	443.5	2016	452	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	706	46.20367477	4.406485729	SOM	Somalia	3	BOTHSEX	NUMBER	Both	Number	423	503	516	652	675	663.5	2016	675	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	1	FEMALE	NUMBER	Female	Number	1338	1404	1407	1350	1338	1344	2016	1338	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	2	MALE	NUMBER	Male	Number	3962	4354	4870	5155	5138	5146.5	2016	5138	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	3	BOTHSEX	NUMBER	Both	Number	5300	5759	6278	6505	6476	6490.5	2016	6476	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	FEMALE	NUMBER	Female	Number	341	427	439	483	498	490.5	2016	498	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	2	MALE	NUMBER	Male	Number	1237	1370	1239	1189	1231	1210	2016	1231	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	3	BOTHSEX	NUMBER	Both	Number	1578	1797	1678	1672	1728	1700	2016	1728	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	724	-3.554078296	40.39211472	ESP	Spain	1	FEMALE	NUMBER	Female	Number	889	934	759	1023	1057	1040	2016	1057	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	724	-3.554078296	40.39211472	ESP	Spain	2	MALE	NUMBER	Male	Number	2627	2647	2528	2738	2971	2854.5	2016	2971	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	724	-3.554078296	40.39211472	ESP	Spain	3	BOTHSEX	NUMBER	Both	Number	3515	3582	3287	3761	4028	3894.5	2016	4028	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	728	30.32618773	7.290839152	SSD	South Sudan	1	FEMALE	NUMBER	Female	Number	107	127	142	153	160	156.5	2016	160	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	728	30.32618773	7.290839152	SSD	South Sudan	2	MALE	NUMBER	Male	Number	212	245	269	282	298	290	2016	298	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	728	30.32618773	7.290839152	SSD	South Sudan	3	BOTHSEX	NUMBER	Both	Number	319	372	411	435	458	446.5	2016	458	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	732	-13.13515523	24.66265342	ESH	Western Sahara	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	732	-13.13515523	24.66265342	ESH	Western Sahara	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	736	29.95650159	16.02643066	SDN	Sudan	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	736	29.95650159	16.02643066	SDN	Sudan	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	736	29.95650159	16.02643066	SDN	Sudan	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	740	-55.90626394	4.132603197	SUR	Suriname	1	FEMALE	NUMBER	Female	Number	24	27	34	31	30	30.5	2016	30	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	740	-55.90626394	4.132603197	SUR	Suriname	2	MALE	NUMBER	Male	Number	87	106	108	101	97	99	2016	97	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	740	-55.90626394	4.132603197	SUR	Suriname	3	BOTHSEX	NUMBER	Both	Number	111	132	142	132	128	130	2016	128	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	FEMALE	NUMBER	Female	Number	33	32	37	49	52	50.5	2016	52	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	748	31.50149288	-26.56471011	SWZ	Swaziland	2	MALE	NUMBER	Male	Number	89	101	106	123	127	125	2016	127	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	748	31.50149288	-26.56471011	SWZ	Swaziland	3	BOTHSEX	NUMBER	Both	Number	123	133	143	172	179	175.5	2016	179	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	752	14.3775338	60.60103109	SWE	Sweden	1	FEMALE	NUMBER	Female	Number	486	512	450	515	517	516	2016	517	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	752	14.3775338	60.60103109	SWE	Sweden	2	MALE	NUMBER	Male	Number	902	970	984	1019	938	978.5	2016	938	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
