series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	762	69.294998	38.43069666	TJK	Tajikistan	2	INDEX	MP	Index	P	0.98584	0.98572	0.98565	0.98557	0.98543	0.9854	0.98527	0.98505	0.98483	0.98479	0.98439	0.98437	0.98436	0.98435	0.98433	0.98433	0.98433	0.98433	0.98433	0.98433	0.98433	0.98433	0.98433	0.98434	0.98434	0.98434	0.984336	2018	0.98434	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	762	69.294998	38.43069666	TJK	Tajikistan	3	INDEX	UB	Index	Upper bound	0.98839	0.98728	0.98595	0.98573	0.98565	0.98558	0.9855	0.98542	0.98535	0.98528	0.98505	0.98483	0.98461	0.98439	0.98438	0.98437	0.98438	0.98519	0.98628	0.98658	0.98761	0.98883	0.98936	0.98962	0.99023	0.9913	0.989868	2018	0.9913	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	764	101.0202951	15.13089239	THA	Thailand	1	INDEX	LB	Index	Lower bound	0.86441	0.86376	0.86264	0.85916	0.8555	0.85194	0.84827	0.84455	0.84168	0.83835	0.83526	0.83155	0.82808	0.82432	0.8211	0.81703	0.81054	0.80805	0.80129	0.79721	0.79166	0.78572	0.77972	0.77366	0.7695	0.76349	0.774418	2018	0.76349	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	764	101.0202951	15.13089239	THA	Thailand	2	INDEX	MP	Index	P	0.86922	0.86844	0.86712	0.86517	0.86241	0.85927	0.85506	0.85193	0.84892	0.84552	0.84199	0.83953	0.83562	0.83236	0.82928	0.82617	0.82318	0.82071	0.81756	0.8139	0.81095	0.80785	0.80434	0.80144	0.79827	0.79544	0.801468	2018	0.79544	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	764	101.0202951	15.13089239	THA	Thailand	3	INDEX	UB	Index	Upper bound	0.87375	0.87208	0.87104	0.86966	0.86827	0.86615	0.86223	0.85882	0.85561	0.85257	0.84898	0.84598	0.8425	0.83945	0.83633	0.83307	0.8304	0.82802	0.8262	0.82542	0.82557	0.82393	0.82311	0.82329	0.82315	0.82248	0.823192	2018	0.82248	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	768	0.97835765	8.532096072	TGO	Togo	1	INDEX	LB	Index	Lower bound	0.83427	0.83263	0.83336	0.82955	0.8292	0.82932	0.82659	0.82513	0.82478	0.82169	0.82174	0.81887	0.81836	0.817	0.81583	0.81472	0.81402	0.813	0.81214	0.80978	0.80915	0.80853	0.80661	0.80548	0.80497	0.80402	0.805922	2018	0.80402	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	768	0.97835765	8.532096072	TGO	Togo	2	INDEX	MP	Index	P	0.85551	0.85523	0.85514	0.85495	0.85485	0.85464	0.85455	0.8545	0.85445	0.85443	0.85449	0.85448	0.8545	0.85449	0.85446	0.85451	0.85452	0.85457	0.85455	0.85452	0.8545	0.85448	0.85447	0.85444	0.85442	0.85441	0.854444	2018	0.85441	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	768	0.97835765	8.532096072	TGO	Togo	3	INDEX	UB	Index	Upper bound	0.85821	0.85708	0.85647	0.85559	0.8553	0.8551	0.85505	0.85503	0.85499	0.85496	0.85494	0.85491	0.85489	0.85487	0.85556	0.85598	0.85786	0.85876	0.86004	0.86102	0.86377	0.86423	0.86526	0.866	0.86704	0.8683	0.866166	2018	0.8683	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	772	-171.8154473	-9.214545558	TKL	Tokelau	1	INDEX	LB	Index	Lower bound	0.85093	0.85271	0.85927	0.85806	0.85938	0.86078	0.85965	0.86029	0.85889	0.85523	0.85348	0.85027	0.84892	0.84566	0.8422	0.83897	0.83503	0.83117	0.8238	0.81931	0.81811	0.81292	0.80572	0.80129	0.79665	0.78968	0.801252	2018	0.78968	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	772	-171.8154473	-9.214545558	TKL	Tokelau	2	INDEX	MP	Index	P	0.88826	0.88854	0.88814	0.88814	0.88708	0.88621	0.88324	0.88083	0.87854	0.87517	0.87335	0.87067	0.86794	0.86602	0.8648	0.8632	0.86277	0.86157	0.85819	0.85549	0.85311	0.85137	0.85061	0.84674	0.84515	0.8426	0.847294	2018	0.8426	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	772	-171.8154473	-9.214545558	TKL	Tokelau	3	INDEX	UB	Index	Upper bound	0.91657	0.91544	0.91304	0.91095	0.9089	0.90639	0.9025	0.90008	0.89602	0.89273	0.88931	0.88682	0.88575	0.88476	0.88394	0.88194	0.88451	0.88557	0.88721	0.88894	0.89289	0.89617	0.89648	0.89724	0.90399	0.90475	0.899726	2018	0.90475	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	776	-175.1959991	-21.19511329	TON	Tonga	1	INDEX	LB	Index	Lower bound	0.7074	0.71004	0.71078	0.71094	0.71312	0.71251	0.71246	0.71334	0.71177	0.71474	0.71456	0.71465	0.71455	0.71247	0.71064	0.7072	0.70415	0.70144	0.69589	0.6923	0.68774	0.68532	0.68159	0.6766	0.67081	0.66674	0.676212	2018	0.66674	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	776	-175.1959991	-21.19511329	TON	Tonga	2	INDEX	MP	Index	P	0.73336	0.73346	0.73314	0.7332	0.73203	0.73062	0.72965	0.72899	0.72819	0.72841	0.7291	0.72963	0.72921	0.72841	0.72656	0.72528	0.72361	0.72141	0.72021	0.71822	0.7175	0.71574	0.7143	0.71338	0.71075	0.70939	0.712712	2018	0.70939	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	776	-175.1959991	-21.19511329	TON	Tonga	3	INDEX	UB	Index	Upper bound	0.75094	0.75049	0.74891	0.74819	0.74647	0.74467	0.74376	0.74274	0.74321	0.74354	0.74353	0.74387	0.74286	0.74309	0.74155	0.74045	0.74123	0.74077	0.74093	0.74181	0.74192	0.7439	0.74437	0.74679	0.74838	0.75094	0.746876	2018	0.75094	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	INDEX	LB	Index	Lower bound	0.78177	0.78251	0.78704	0.7891	0.79157	0.79785	0.79798	0.79738	0.79829	0.79811	0.7967	0.7939	0.79204	0.7834	0.77446	0.77911	0.77046	0.76507	0.75935	0.75448	0.75377	0.74987	0.74934	0.74541	0.73951	0.73331	0.743488	2018	0.73331	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	2	INDEX	MP	Index	P	0.83921	0.83868	0.83788	0.83705	0.836	0.83499	0.83368	0.83294	0.8317	0.83053	0.8296	0.82848	0.8277	0.82666	0.82558	0.82487	0.82371	0.82286	0.82191	0.8208	0.81988	0.8187	0.81772	0.81658	0.81564	0.81455	0.816638	2018	0.81455	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	3	INDEX	UB	Index	Upper bound	0.84789	0.84144	0.83982	0.83908	0.83839	0.83763	0.83652	0.83578	0.83461	0.83356	0.83246	0.83167	0.83054	0.82976	0.82876	0.82829	0.82792	0.82916	0.83051	0.8298	0.83324	0.83901	0.83862	0.83951	0.84503	0.84522	0.841478	2018	0.84522	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	INDEX	LB	Index	Lower bound	0.91875	0.91872	0.9172	0.91457	0.91266	0.9098	0.90661	0.90314	0.89909	0.89543	0.89157	0.888	0.88499	0.87997	0.87668	0.87439	0.8685	0.86487	0.86039	0.855	0.85066	0.84953	0.84142	0.83527	0.82911	0.82316	0.835698	2018	0.82316	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	784	53.98279159	23.43322219	ARE	United Arab Emirates	2	INDEX	MP	Index	P	0.92784	0.92732	0.92669	0.92529	0.92261	0.91968	0.91687	0.91409	0.91116	0.9085	0.9056	0.90229	0.89929	0.89603	0.8936	0.89025	0.88772	0.8855	0.88201	0.87894	0.8762	0.87411	0.87025	0.8671	0.86572	0.86304	0.868044	2018	0.86304	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	784	53.98279159	23.43322219	ARE	United Arab Emirates	3	INDEX	UB	Index	Upper bound	0.92911	0.9286	0.92799	0.92751	0.92709	0.92651	0.92347	0.9207	0.91784	0.91495	0.91302	0.91006	0.90743	0.90454	0.90196	0.89945	0.8975	0.89537	0.89354	0.89311	0.8919	0.89237	0.89211	0.89187	0.89168	0.89348	0.892302	2018	0.89348	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	788	9.572737411	34.11439971	TUN	Tunisia	1	INDEX	LB	Index	Lower bound	0.93992	0.94233	0.9434	0.94404	0.94834	0.94867	0.95046	0.95286	0.95322	0.95487	0.95098	0.9496	0.94873	0.9452	0.94326	0.93859	0.93681	0.93476	0.9314	0.92827	0.92489	0.92282	0.92129	0.91964	0.91556	0.91055	0.917972	2018	0.91055	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	788	9.572737411	34.11439971	TUN	Tunisia	2	INDEX	MP	Index	P	0.97862	0.97805	0.97766	0.97721	0.97637	0.97581	0.97455	0.97406	0.97354	0.97312	0.97321	0.97315	0.97353	0.97418	0.97467	0.97474	0.97474	0.97471	0.97462	0.97456	0.97448	0.9744	0.97434	0.97419	0.97417	0.97403	0.974226	2018	0.97403	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	788	9.572737411	34.11439971	TUN	Tunisia	3	INDEX	UB	Index	Upper bound	0.98607	0.98337	0.98026	0.97888	0.97775	0.97741	0.97713	0.97694	0.97671	0.97636	0.97605	0.9757	0.97541	0.97521	0.97514	0.97579	0.9773	0.97939	0.98324	0.98432	0.98643	0.99115	0.99359	0.99448	0.99814	1	0.995472	2018	1	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	792	35.42890329	38.9899684	TUR	Turkey	1	INDEX	LB	Index	Lower bound	0.87539	0.87527	0.8751	0.87579	0.87572	0.87581	0.87607	0.87596	0.87571	0.87542	0.8744	0.8744	0.87371	0.87315	0.87249	0.87202	0.87062	0.87036	0.86937	0.86899	0.86762	0.86687	0.86578	0.86509	0.8637	0.86279	0.864846	2018	0.86279	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	792	35.42890329	38.9899684	TUR	Turkey	2	INDEX	MP	Index	P	0.88492	0.88452	0.88371	0.88339	0.88271	0.8822	0.88178	0.88123	0.88079	0.88039	0.88	0.87967	0.87945	0.87898	0.87878	0.87844	0.87821	0.87798	0.87772	0.8774	0.87708	0.87685	0.87636	0.87628	0.87594	0.87576	0.876238	2018	0.87576	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	792	35.42890329	38.9899684	TUR	Turkey	3	INDEX	UB	Index	Upper bound	0.88887	0.88803	0.88697	0.88629	0.88553	0.88496	0.8845	0.88395	0.88347	0.88306	0.88287	0.88232	0.88199	0.88175	0.88155	0.88148	0.88152	0.88173	0.88169	0.88202	0.8823	0.88262	0.88335	0.88393	0.88433	0.88449	0.883744	2018	0.88449	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	795	58.9787665	40.0912346	TKM	Turkmenistan	1	INDEX	LB	Index	Lower bound	0.97933	0.97914	0.97897	0.9788	0.9787	0.97842	0.97807	0.97779	0.97696	0.97632	0.97543	0.97489	0.97445	0.9735	0.97285	0.97245	0.97211	0.97153	0.97087	0.97015	0.96984	0.96945	0.96873	0.96796	0.96763	0.9667	0.968094	2018	0.9667	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	795	58.9787665	40.0912346	TKM	Turkmenistan	2	INDEX	MP	Index	P	0.98271	0.98236	0.98197	0.98163	0.98118	0.98081	0.98024	0.97978	0.97913	0.97846	0.97784	0.97735	0.97704	0.97665	0.97642	0.9762	0.97602	0.97575	0.97559	0.97526	0.97502	0.97482	0.97455	0.97429	0.97395	0.97391	0.974304	2018	0.97391	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	795	58.9787665	40.0912346	TKM	Turkmenistan	3	INDEX	UB	Index	Upper bound	0.98448	0.98383	0.98306	0.98262	0.98204	0.98163	0.98124	0.98068	0.98045	0.97979	0.97912	0.97846	0.97801	0.9774	0.97718	0.97679	0.97654	0.97634	0.97632	0.97626	0.97626	0.97636	0.97631	0.97633	0.9764	0.97639	0.976358	2018	0.97639	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	INDEX	LB	Index	Lower bound	0.81559	0.81862	0.8196	0.82413	0.82538	0.8252	0.82774	0.82848	0.82768	0.82822	0.82619	0.8268	0.82436	0.82365	0.81983	0.81757	0.81533	0.8108	0.80974	0.80515	0.80021	0.79799	0.79513	0.78953	0.78851	0.7854	0.791312	2018	0.7854	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	2	INDEX	MP	Index	P	0.85067	0.85098	0.85127	0.85083	0.85092	0.84968	0.84938	0.84793	0.84742	0.84628	0.84602	0.84439	0.84404	0.84339	0.84316	0.84232	0.84187	0.842	0.84136	0.83992	0.83959	0.83848	0.83729	0.83593	0.8358	0.83493	0.836486	2018	0.83493	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	3	INDEX	UB	Index	Upper bound	0.87268	0.86999	0.86858	0.86755	0.86632	0.86423	0.86304	0.86209	0.85982	0.85889	0.85805	0.85731	0.85651	0.8561	0.85588	0.85591	0.85597	0.85718	0.8576	0.86164	0.8643	0.86523	0.86817	0.86974	0.8712	0.87426	0.86972	2018	0.87426	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	798	178.6679611	-7.460048071	TUV	Tuvalu	1	INDEX	LB	Index	Lower bound	0.85698	0.86058	0.86439	0.8642	0.86631	0.86385	0.86459	0.86206	0.85886	0.85716	0.85381	0.84919	0.84628	0.84195	0.83712	0.83473	0.8286	0.82305	0.81478	0.81006	0.8009	0.79503	0.7868	0.77734	0.7707	0.76267	0.778508	2018	0.76267	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	798	178.6679611	-7.460048071	TUV	Tuvalu	2	INDEX	MP	Index	P	0.89612	0.89729	0.89658	0.89552	0.89273	0.89044	0.88799	0.885	0.88055	0.87767	0.8732	0.87155	0.86773	0.86575	0.86239	0.86052	0.85798	0.85494	0.85141	0.84645	0.84376	0.84186	0.83662	0.8333	0.83187	0.82834	0.834398	2018	0.82834	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	798	178.6679611	-7.460048071	TUV	Tuvalu	3	INDEX	UB	Index	Upper bound	0.9222	0.92085	0.91991	0.91747	0.91644	0.91151	0.90957	0.90351	0.90042	0.89654	0.89358	0.88883	0.88618	0.88538	0.88413	0.883	0.87951	0.88183	0.87885	0.88097	0.88314	0.88452	0.88508	0.88706	0.89074	0.8906	0.8876	2018	0.8906	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	800	32.39100438	1.279557331	UGA	Uganda	1	INDEX	LB	Index	Lower bound	0.79178	0.79243	0.79186	0.7915	0.79245	0.7923	0.79152	0.78902	0.78855	0.78495	0.78184	0.7802	0.77455	0.77377	0.76919	0.76396	0.76278	0.75984	0.75408	0.75112	0.74918	0.74495	0.74094	0.73559	0.73108	0.72641	0.735794	2018	0.72641	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	800	32.39100438	1.279557331	UGA	Uganda	2	INDEX	MP	Index	P	0.82404	0.82118	0.81884	0.81499	0.81111	0.80841	0.80489	0.80204	0.79878	0.79608	0.79366	0.79079	0.78783	0.78488	0.78208	0.77861	0.77603	0.77307	0.77007	0.76746	0.76389	0.76127	0.75816	0.75519	0.75249	0.74934	0.75529	2018	0.74934	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	800	32.39100438	1.279557331	UGA	Uganda	3	INDEX	UB	Index	Upper bound	0.85774	0.84866	0.84473	0.83833	0.83342	0.82994	0.8207	0.81779	0.81313	0.80861	0.8037	0.80002	0.79619	0.79407	0.79082	0.78784	0.7851	0.78202	0.77935	0.77658	0.77354	0.77077	0.76896	0.76619	0.76536	0.76608	0.767472	2018	0.76608	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	804	31.40270802	49.00735945	UKR	Ukraine	1	INDEX	LB	Index	Lower bound	0.93853	0.93897	0.93933	0.93955	0.93968	0.93968	0.93991	0.93992	0.94001	0.9401	0.94003	0.9403	0.94051	0.94042	0.94063	0.94088	0.94095	0.94109	0.94131	0.94145	0.94153	0.94162	0.94163	0.94176	0.94178	0.94183	0.941724	2018	0.94183	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	804	31.40270802	49.00735945	UKR	Ukraine	2	INDEX	MP	Index	P	0.94083	0.94091	0.94107	0.941	0.94098	0.9411	0.94098	0.94107	0.94114	0.94115	0.94121	0.9414	0.94141	0.94168	0.94196	0.94224	0.94255	0.94279	0.94313	0.94343	0.94367	0.94391	0.94419	0.94447	0.94468	0.94497	0.944444	2018	0.94497	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	804	31.40270802	49.00735945	UKR	Ukraine	3	INDEX	UB	Index	Upper bound	0.94152	0.94162	0.94189	0.94189	0.94191	0.94193	0.94194	0.94195	0.94196	0.94197	0.94209	0.94216	0.94222	0.94249	0.94287	0.94323	0.94371	0.94407	0.94466	0.94509	0.9458	0.94632	0.94668	0.94708	0.9478	0.94826	0.947228	2018	0.94826	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	INDEX	LB	Index	Lower bound	0.93903	0.94312	0.94075	0.9496	0.94935	0.95026	0.95105	0.95293	0.95383	0.9527	0.95277	0.95333	0.95251	0.95222	0.95095	0.94866	0.94876	0.94844	0.9428	0.94041	0.93859	0.93632	0.93444	0.93369	0.93012	0.93011	0.932936	2018	0.93011	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	2	INDEX	MP	Index	P	0.97252	0.97249	0.97216	0.97194	0.97173	0.97152	0.97118	0.971	0.97082	0.97063	0.97063	0.97064	0.97065	0.97065	0.97067	0.97069	0.97071	0.97075	0.97077	0.97079	0.97081	0.97083	0.97084	0.97085	0.97086	0.97088	0.970852	2018	0.97088	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
