series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Location	Units	Location description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ALLAREA	PERCENT	All areas	Percentage					100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	682	44.54763347	24.12594211	SAU	Saudi Arabia	2	URBAN	PERCENT	Urban	Percentage					100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	682	44.54763347	24.12594211	SAU	Saudi Arabia	3	RURAL	PERCENT	Rural	Percentage					100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	686	-14.46636926	14.35920905	SEN	Senegal	1	ALLAREA	PERCENT	All areas	Percentage	62.26	41.43	36.8	44.2	36.8	47.1	49.9	49.78	51.22	53.5	54.16	56.5	57.16	57	61	60.5	64.5	60.032	2016	64.5	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	686	-14.46636926	14.35920905	SEN	Senegal	2	URBAN	PERCENT	Urban	Percentage	25.36	67.54	74.17	70.55	72.06	80.4	83.6	76.63	78.18	83.4	81.31	87.8	84.48	87.8	85	86.9	87.7	86.376	2016	87.7	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	686	-14.46636926	14.35920905	SEN	Senegal	3	RURAL	PERCENT	Rural	Percentage	89.86	23.67	9.59	26.05	8	15.8	20.7	30.72	31.91	26.4	34.31	26.6	36.73	27.5	32.7	31.8	38.3	33.406	2016	38.3	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	688	20.805876	44.03145697	SRB	Serbia	1	ALLAREA	PERCENT	All areas	Percentage	99.84	99.82	100	99.73	99.69	99.69	99.62	99.62	99.62	99.64	99.72	99.74	99.81	99.89	99.66	99.98	100	99.868	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	688	20.805876	44.03145697	SRB	Serbia	2	URBAN	PERCENT	Urban	Percentage	99.35	99.37	99.39	99.42	99.44	99.76	99.52	99.57	99.63	99.7	99.87	99.87	99.94	99.98	99.82	100	100	99.948	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	688	20.805876	44.03145697	SRB	Serbia	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	99.98	99.59	99.75	99.69	99.61	99.57	99.51	99.59	99.66	99.77	99.41	99.96	100	99.76	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	690	55.46561591	-4.678053059	SYC	Seychelles	1	ALLAREA	PERCENT	All areas	Percentage	93.92	94.26	96.1	94.92	95.25	95.58	99	96.29	96.68	97.09	97	97.95	98.41	98	99.3	99.68	100	99.078	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	690	55.46561591	-4.678053059	SYC	Seychelles	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	99.99	99.95	99.86	99.72	99.54	99.35	99.684	2016	99.35	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	690	55.46561591	-4.678053059	SYC	Seychelles	3	RURAL	PERCENT	Rural	Percentage	87.8	88.46	92.13	89.72	90.34	90.98	97.95	92.35	93.11	93.92	93.71	95.69	96.68	95.88	98.82	99.84	100	98.244	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ALLAREA	PERCENT	All areas	Percentage	11.1	11.42	11.72	12.01	16.8	11.33	12.91	13.24	12.1	13.96	11.46	14.2	15.17	13.5	16.03	16.47	20.3	16.294	2016	20.3	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	694	-11.78306584	8.568604164	SLE	Sierra Leone	2	URBAN	PERCENT	Urban	Percentage	26.14	27.25	28.36	29.47	30.58	35.85	32.83	33.97	33.1	36.28	34.34	35.75	39.83	41.4	42.23	43.43	46.9	42.758	2016	46.9	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	694	-11.78306584	8.568604164	SLE	Sierra Leone	3	RURAL	PERCENT	Rural	Percentage	2.78	2.56	2.31	2.03	8.84	1.5	1.16	0.87	1.4	0.32	0.86	0.29		0.7			2.5	1.6	2016	2.5	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	702	103.8107883	1.361009155	SGP	Singapore	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	702	103.8107883	1.361009155	SGP	Singapore	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	702	103.8107883	1.361009155	SGP	Singapore	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	703	19.48495604	48.70741446	SVK	Slovakia	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	703	19.48495604	48.70741446	SVK	Slovakia	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	703	19.48495604	48.70741446	SVK	Slovakia	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	704	105.802499	10.09643079	VNM	Viet Nam	1	ALLAREA	PERCENT	All areas	Percentage	86.24	87.36	89.1	89.57	90.68	96.1	96	94.05	95.21	96.1	97.59	99	100	100	99.2	100	100	99.84	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	704	105.802499	10.09643079	VNM	Viet Nam	2	URBAN	PERCENT	Urban	Percentage	98.98	99.03	99.4	99.14	99.19	99.6	99.1	99.4	99.5	99.6	99.72	100	99.98	100	99.9	100	100	99.976	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	704	105.802499	10.09643079	VNM	Viet Nam	3	RURAL	PERCENT	Rural	Percentage	82.13	83.48	86.6	86.2	87.58	95.2	94.9	91.91	93.44	94.6	96.66	97.75	100	100	98.9	100	100	99.78	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	705	14.82209486	46.11958061	SVN	Slovenia	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	705	14.82209486	46.11958061	SVN	Slovenia	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	705	14.82209486	46.11958061	SVN	Slovenia	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	706	46.20367477	4.406485729	SOM	Somalia	1	ALLAREA	PERCENT	All areas	Percentage	5.5	6.97	7.4	9.89	11.34	12.8	15.23	15.77	17.28	18.81	20.37	21.93	23.51	25.1	26.69	28.29	29.89	26.696	2016	29.89	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	706	46.20367477	4.406485729	SOM	Somalia	2	URBAN	PERCENT	Urban	Percentage	21.45	23.65	22.2	28.03	30.22	32.42	38.12	36.85	39.08	41.33	43.58	45.85	48.12	50.4	52.68	54.96	57.24	52.68	2016	57.24	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	706	46.20367477	4.406485729	SOM	Somalia	3	RURAL	PERCENT	Rural	Percentage			0.5	0.39	1.28	2.17	2.7	3.92	4.8	5.69	6.58	7.46	8.33	9.19	10.03	10.84	11.63	10.004	2016	11.63	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	710	24.67184355	-29.99957544	ZAF	South Africa	1	ALLAREA	PERCENT	All areas	Percentage	71.34	70.2	77.1	78.8	80.9	80.9	80.7	82	81.9	82.7	82.9	84.7	85.3	85.4	86	85.5	84.2	85.28	2016	84.2	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	710	24.67184355	-29.99957544	ZAF	South Africa	2	URBAN	PERCENT	Urban	Percentage	85.88	86.27	86.66	87.7	87.44	87.84	88.25	88.67	89.1	89.54	90	91.4	90.93	91.41	91.89	92.37	92.85	91.89	2016	92.85	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	710	24.67184355	-29.99957544	ZAF	South Africa	3	RURAL	PERCENT	Rural	Percentage	52.15	48.57	63.95	57.4	71.48	70.69	69.34	71.74	70.57	71.68	71.21	64.1	75.6	74.82	75.39	72.85	67.92	73.316	2016	67.92	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ALLAREA	PERCENT	All areas	Percentage	33.6	33.83	34.2	34.27	34.48	34.7	37.2	35.18	35.46	43.37	36.06	36.9	36.73	37.08	32.3	33.7	38.15	35.592	2016	38.15	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	2	URBAN	PERCENT	Urban	Percentage	85.44	85.4	85.35	85.31	85.27	85.24	91.4	85.2	85.2	90.86	85.24	83.2	85.31	85.35	83.4	81.2	85.5	84.152	2016	85.5	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	3	RURAL	PERCENT	Rural	Percentage	7.18	7.07	7.16	7.41	7.97	8.54	8.7	9.71	10.33	17.45	11.63	13.3	12.98	13.67	9.8	9.7	15.58	12.346	2016	15.58	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	724	-3.554078296	40.39211472	ESP	Spain	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	724	-3.554078296	40.39211472	ESP	Spain	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	724	-3.554078296	40.39211472	ESP	Spain	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	728	30.32618773	7.290839152	SSD	South Sudan	1	ALLAREA	PERCENT	All areas	Percentage	0.01	0.01	0.01	0.01	0.01	0.03	0.16	0.5	1.02	3	1.5	3.92	4.91	5.92	6.92	7.94	8.95	6.928	2016	8.95	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	728	30.32618773	7.290839152	SSD	South Sudan	2	URBAN	PERCENT	Urban	Percentage					2.35	3.94	5.53	7.14	8.76	16.6	4	13.69	15.35	17.02	18.69	20.36	22.03	18.69	2016	22.03	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	728	30.32618773	7.290839152	SSD	South Sudan	3	RURAL	PERCENT	Rural	Percentage	0.01									0.6	0.7	1.77	2.59	3.41	4.24	5.06	5.87	4.234	2016	5.87	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	732	-13.13515523	24.66265342	ESH	Western Sahara	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	732	-13.13515523	24.66265342	ESH	Western Sahara	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	736	29.95650159	16.02643066	SDN	Sudan	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	736	29.95650159	16.02643066	SDN	Sudan	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	736	29.95650159	16.02643066	SDN	Sudan	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	740	-55.90626394	4.132603197	SUR	Suriname	1	ALLAREA	PERCENT	All areas	Percentage	97.44	96.75	96.04	95.33	94.62	93.92	91.02	92.55	91.89	91.26	91.2	90.05	89.46	88.89	88.31	87.74	87.18	88.316	2016	87.18	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	740	-55.90626394	4.132603197	SUR	Suriname	2	URBAN	PERCENT	Urban	Percentage	98.29	98.13	97.96	97.79	97.63	97.47	95.63	97.18	97.06	96.94	97.2	96.75	96.67	96.59	96.51	96.43	96.36	96.512	2016	96.36	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	740	-55.90626394	4.132603197	SUR	Suriname	3	RURAL	PERCENT	Rural	Percentage	95.76	94.01	92.23	90.42	88.59	86.81	80.39	83.33	81.66	80.03	86.69	76.88	75.35	73.85	72.34	70.84	69.34	72.344	2016	69.34	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ALLAREA	PERCENT	All areas	Percentage	22.23	26.9	27.56	30.21	32.87	35.53	35.2	40.89	43.6	46.33	45.55	51.84	54.62	57.41	65	62.99	65.79	61.162	2016	65.79	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	748	31.50149288	-26.56471011	SWZ	Swaziland	2	URBAN	PERCENT	Urban	Percentage	51.26	53.19	55.11	57.04	58.97	60.9	63.4	64.79	66.76	68.74	65.42	72.73	74.73	76.75	84	80.78	82.79	79.81	2016	82.79	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	748	31.50149288	-26.56471011	SWZ	Swaziland	3	RURAL	PERCENT	Rural	Percentage	13.71	19.24	19.6	22.52	25.44	28.35	21.7	34.23	37.19	40.16	34.97	46.15	49.15	52.16	54	58.18	61.18	54.934	2016	61.18	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	752	14.3775338	60.60103109	SWE	Sweden	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	752	14.3775338	60.60103109	SWE	Sweden	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	752	14.3775338	60.60103109	SWE	Sweden	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	756	8.223158	46.96617097	CHE	Switzerland	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	756	8.223158	46.96617097	CHE	Switzerland	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	756	8.223158	46.96617097	CHE	Switzerland	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ALLAREA	PERCENT	All areas	Percentage	88.62	89.33	86.6	90.73	91.43	92.13	99.51	93.58	94.34	95.12	92.7	96.72	97.54	98.36	99.09	99.64	100	98.926	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	2	URBAN	PERCENT	Urban	Percentage	98.98	99.13	99.5	99.43	99.59	99.73	99.76	99.95	99.99	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	3	RURAL	PERCENT	Rural	Percentage	77.42	78.58	73.6	80.91	82.08	83.29	99.18	85.95	87.46	89.08	83.53	92.54	94.36	96.2	97.87	99.14	100	97.514	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	762	69.294998	38.43069666	TJK	Tajikistan	1	ALLAREA	PERCENT	All areas	Percentage	98.47	98.5	99	100	98.73	99.3	98.91	99.02	99.15	99	99.46	99.64	99.1	99.92	99.98	100	100	99.8	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	762	69.294998	38.43069666	TJK	Tajikistan	2	URBAN	PERCENT	Urban	Percentage	99.7	99.63	99.65	99.9	99.68	99.7	99.73	99.77	99.82	99.88	99.94	99.98	99.8	100	100	100	100	99.96	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	762	69.294998	38.43069666	TJK	Tajikistan	3	RURAL	PERCENT	Rural	Percentage	98.03	98.09	98.77	99	98.39	99.1	98.61	98.75	98.9	98.68	99.29	99.51	98.8	99.89	99.97	100	100	99.732	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	764	101.0202951	15.13089239	THA	Thailand	1	ALLAREA	PERCENT	All areas	Percentage	82.1	88.23	89.26	90.28	91.3	92.33	99.15	94.42	95.5	98.96	99.7	98.72	99.11	99.86	99.98	99.6	100	99.71	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	764	101.0202951	15.13089239	THA	Thailand	2	URBAN	PERCENT	Urban	Percentage	99.9	99.62	99.59	99.56	99.53	99.51	99.63	99.49	99.5	99.01	100	99.6	99.45	99.7	99.76	99.7	99.88	99.698	2016	99.88	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	764	101.0202951	15.13089239	THA	Thailand	3	RURAL	PERCENT	Rural	Percentage	87	82.73	83.99	85.29	86.62	88.02	98.93	91.03	92.67	98.92	97	97.98	98.84	100	100	99.5	100	99.668	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	768	0.97835765	8.532096072	TGO	Togo	1	ALLAREA	PERCENT	All areas	Percentage	16.96	19.48	21.24	23	24.76	26.52	27.9	30.09	31.9	33.74	30.79	39.7	39.34	41.23	45.7	45.03	46.93	43.646	2016	46.93	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	768	0.97835765	8.532096072	TGO	Togo	2	URBAN	PERCENT	Urban	Percentage	38.51	47.23	49.86	52.49	55.13	57.77	64.9	63.08	65.75	68.44	66.5	77.9	76.55	79.27	83.2	84.72	87.44	82.236	2016	87.44	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	768	0.97835765	8.532096072	TGO	Togo	3	RURAL	PERCENT	Rural	Percentage	3.04	5.59	6.62	7.63	8.6	9.56	6.1	11.44	12.37	13.31	5.95	10.2	16.05	16.93	16.3	18.61	19.39	17.456	2016	19.39	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	772	-171.8154473	-9.214545558	TKL	Tokelau	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	772	-171.8154473	-9.214545558	TKL	Tokelau	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	776	-175.1959991	-21.19511329	TON	Tonga	1	ALLAREA	PERCENT	All areas	Percentage	85.42	86.09	86.75	87.4	88.05	88.71	92.3	90.07	90.78	91.51	92.26	92.18	92.8	94.59	95.38	96.18	97.02	95.194	2016	97.02	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	776	-175.1959991	-21.19511329	TON	Tonga	2	URBAN	PERCENT	Urban	Percentage	96.87	96.92	96.98	97.03	97.08	97.14	97.71	97.29	97.38	97.49	97.61	97.32	97.7	98	98.15	98.29	98.63	98.154	2016	98.63	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	776	-175.1959991	-21.19511329	TON	Tonga	3	RURAL	PERCENT	Rural	Percentage	81.99	82.84	83.68	84.51	85.34	86.17	90.7	87.89	88.78	89.69	90.63	90.6	91.3	93.54	94.52	95.52	96.56	94.288	2016	96.56	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ALLAREA	PERCENT	All areas	Percentage	91.29	92.3	93.08	93.85	94.62	95.4	96.19	97	97.83	99	99.3	99.74	99.94	99.99	100	100	100	99.986	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	2	URBAN	PERCENT	Urban	Percentage	100	99.78	99.81	99.85	99.89	99.93	99.96	99.99	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	3	RURAL	PERCENT	Rural	Percentage	96.2	91.42	92.3	93.17	94.03	94.9	95.78	96.68	97.6	98	99.23	99.71	99.93	99.99	100	100	100	99.984	2016	100	Source: Global Tracking Framework 2018	E
