"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"585","Palau","PLW","134.5733878","7.502307591","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","58","79","90","84","92","91","91","91.48205",2017.0,"91.48205","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"586","Pakistan","PAK","68.80479684","29.36491634","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","24","","33","42","43","","53","51.04112",2017.0,"51.04112","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"591","Panama","PAN","-81.26616623","8.450965746","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","65","78","71","68","68","71","75.69974",2017.0,"75.69974","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"598","Papua New Guinea","PNG","145.8587761","-6.756057077","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","47","46","54","64","","","",2014.0,"64","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"600","Paraguay","PRY","-60.54854225","-21.70216237","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","83","60","75","","82","79","77.32249",2017.0,"77.32249","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"604","Peru","PER","-71.82093277","-13.58939705","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","62","75","85","89","70","65.84124",2017.0,"65.84124","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"608","Philippines","PHL","120.8601418","14.16591706","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","54","74","75","75","84","84","87","81.34406",2017.0,"81.34406","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"612","Pitcairn","PCN","-128.3225873","-24.37538456","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"616","Poland","POL","19.40660158","52.1226733","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","66","73","76","82","74","","74","73.75013",2017.0,"73.75013","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"620","Portugal","PRT","-7.961599811","39.68509315","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","93","","","93","94","93","90.82395",2017.0,"90.82395","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"624","Guinea-Bissau","GNB","-14.40182514","12.11760394","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","36","50","49","53.4374",2017.0,"53.4374","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"626","Timor-Leste","TLS","125.9451052","-8.797497247","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","37","35","44","51","63","66","66","72",2017.0,"72","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"630","Puerto Rico","PRI","-66.47591017","18.22753799","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"634","Qatar","QAT","51.19152467","25.28355379","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","69","84","83","91","97","","","75.5632",2017.0,"75.5632","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"638","Réunion","REU","55.53171398","-21.13183266","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"642","Romania","ROU","24.98481009","45.83893563","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","67","69","","68","76","78","77","76.1956",2017.0,"76.1956","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"643","Russian Federation","RUS","99.01404926","61.61899849","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","94","96","","","81","81","99","",2016.0,"99","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"646","Rwanda","RWA","29.92310194","-1.999842114","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","35","41","41","","66.05677",2017.0,"66.05677","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"652","Saint Barthélemy","BLM","-62.83173536","17.89513362","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"654","Saint Helena","SHN","-5.705752501","-15.96503946","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"659","Saint Kitts and Nevis","KNA","-62.76628613","17.33994219","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","57","58","","60","","51.62214",2017.0,"51.62214","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"660","Anguilla","AIA","-63.05651612","18.21525315","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"662","Saint Lucia","LCA","-60.96529553","13.89405601","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","29","38","38","","44","58","77","",2016.0,"77","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"663","Saint Martin (French Part)","MAF","-63.04505461","18.0882685","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"666","Saint Pierre and Miquelon","SPM","-56.33682442","46.85812735","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"670","Saint Vincent and the Grenadines","VCT","-61.19024321","13.24627968","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","35","58","49","35","65","",2016.0,"65","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"674","San Marino","SMR","12.46329038","43.93841766","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","40","","","","","","","61.05894",2017.0,"61.05894","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"678","Sao Tome and Principe","STP","6.609772265","0.241554875","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","24","22","20","16","16","16","16","15.91339",2017.0,"15.91339","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"682","Saudi Arabia","SAU","44.54763347","24.12594211","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","90","96","95","100","99","","97","98.79057",2017.0,"98.79057","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"686","Senegal","SEN","-14.46636926","14.35920905","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","30","30","","","","","44.36037",2017.0,"44.36037","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"688","Serbia","SRB","20.805876","44.03145697","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","11","","","47","","40","43.90568",2017.0,"43.90568","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"690","Seychelles","SYC","55.46561591","-4.678053059","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","18","39","42","54","76","82","88","86.89439",2017.0,"86.89439","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"694","Sierra Leone","SLE","-11.78306584","8.568604164","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","19","58","","59","64","","47","69.55711",2017.0,"69.55711","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"702","Singapore","SGP","103.8107883","1.361009155","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","97","99","99","99","99","99","99","99.40828",2017.0,"99.40828","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"703","Slovakia","SVK","19.48495604","48.70741446","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","64","73","79","96","95","96","95","94.85941",2017.0,"94.85941","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"704","Viet Nam","VNM","105.802499","10.09643079","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","73","69","65","77","96","99","99","95.21181",2017.0,"95.21181","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"705","Slovenia","SVN","14.82209486","46.11958061","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","70","66","58","61","68","75","74","77.30682",2017.0,"77.30682","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"706","Somalia","SOM","46.20367477","4.406485729","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","16","6","","","29.30403",2017.0,"29.30403","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"710","South Africa","ZAF","24.67184355","-29.99957544","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","66","80","75","76","100","100","","90.58858",2017.0,"90.58858","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"716","Zimbabwe","ZWE","29.86909584","-19.00075492","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","48","","","68","","73","72.26451",2017.0,"72.26451","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"724","Spain","ESP","-3.554078296","40.39211472","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","42","66","87","52","93","90","95","94.84784",2017.0,"94.84784","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"728","South Sudan","SSD","30.32618773","7.290839152","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","43","46","50","","34.39963",2017.0,"34.39963","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"732","Western Sahara","ESH","-13.13515523","24.66265342","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"736","Sudan","SDN","29.95650159","16.02643066","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"740","Suriname","SUR","-55.90626394","4.132603197","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","43","48","61","71","71","72","71.50659",2017.0,"71.50659","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"744","Svalbard and Jan Mayen Islands","SJM","13.38071013","78.82894131","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"748","Eswatini","SWZ","31.50149288","-26.56471011","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","46","53","40","40","61","50","","74.6404",2017.0,"74.6404","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"752","Sweden","SWE","14.3775338","60.60103109","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","83","88","97","92","92","92","93","92.71128",2017.0,"92.71128","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"756","Switzerland","CHE","8.223158","46.96617097","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","79","86","85","88","91","91","92","91.27872",2017.0,"91.27872","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"760","Syrian Arab Republic","SYR","38.50466565","35.01676176","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","45","48","58","54","63","","","64.04382",2017.0,"64.04382","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"762","Tajikistan","TJK","69.294998","38.43069666","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","80","73","","94","89","","",2015.0,"89","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"764","Thailand","THA","101.0202951","15.13089239","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","65","90","82","93","98","","98","97.07459",2017.0,"97.07459","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"768","Togo","TGO","0.97835765","8.532096072","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","11","27","","50","61","68","","64.3992",2017.0,"64.3992","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"772","Tokelau","TKL","-171.8154473","-9.214545558","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"776","Tonga","TON","-175.1959991","-21.19511329","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","59","48","53","74","","","","",2013.0,"74","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"780","Trinidad and Tobago","TTO","-61.29389504","10.41877263","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","55","","63","68","70","70","73","71.64085",2017.0,"71.64085","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
