"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Freq_Code","Freq_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Latest_Year","Latest_Value","Nature_Desc","Source"
"508","Mozambique","MOZ","38.18479941","-14.27963886","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","33.2","32.9","32.9","32.7","32.5","32.4","32.3","32.1","32.1","31.9","32","31.9","31.7","31.6",2013.0,"31.6","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"512","Oman","OMN","57.87743482","21.98805614","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","32.7","32.5","32.4","32.7","33.1","33.3","33.4","33.4","37.8","36.6","29.3","35.3","34.8","25.4",2013.0,"25.4","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"516","Namibia","NAM","17.21907885","-22.13817068","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","21.6","22","22.1","22.2","21.9","21.8","21.7","21.7","21.7","21.8","21.8","24.6","23.9","23.9",2013.0,"23.9","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"520","Nauru","NRU","166.92313","-0.528742623","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","19.9","19.9","19.9","19.8","19.8","19.8","19.8","19.8","19.9","19.9","20","20","19.9","19.9",2013.0,"19.9","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"524","Nepal","NPL","83.94678863","28.25866332","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","16.9","17","17.3","17.2","17.8","17.8","17.6","17.8","17.8","18","18","17.9","16.9","17",2013.0,"17","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"528","Netherlands","NLD","5.331480568","51.86728884","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","7.4","6.8","6.7","6.7","5.4","5","5","4.8","4.5","4.3","3.9","4","4","3.4",2013.0,"3.4","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"530","Netherlands Antilles","ANT","-68.30676179","12.22720635","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"531","Curaçao","CUW","-68.95033464","12.15058042","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"533","Aruba","ABW","-69.97050586","12.50878756","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"540","New Caledonia","NCL","165.5067368","-21.41742531","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"548","Vanuatu","VUT","167.0679779","-15.34445547","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","15.7","15.8","16","16.1","15.7","15.8","15.8","15.9","16","16","16.1","16.5","16.6","16.6",2013.0,"16.6","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"554","New Zealand","NZL","170.4755673","-43.98721568","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","12.1","11.9","11.3","12.2","11.2","10.3","10.1","10.5","9.2","9.6","9.3","6.9","7.4","6",2013.0,"6","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"558","Nicaragua","NIC","-85.03060315","12.84210839","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","17.4","17.6","17.5","17.5","17.5","17.6","17.6","16","16.1","16.2","16.3","16.4","15.3","15.3",2013.0,"15.3","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"562","Niger","NER","9.400167877","17.42143036","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","25.8","26","26.4","26.5","26.9","27.1","27","27.3","27.2","27.4","27.5","27.6","26.3","26.4",2013.0,"26.4","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"566","Nigeria","NGA","8.097363256","9.585789025","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","23.8","23.8","23.9","23.8","23.2","23.2","22.9","22.9","22.9","22.8","22.8","20.7","20.5","20.5",2013.0,"20.5","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"570","Niue","NIU","-169.8601693","-19.05000475","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013.0,"0","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"574","Norfolk Island","NFK","167.9515548","-29.03230018","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"578","Norway","NOR","11.47846389","61.34311134","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","8.1","6.6","7.4","6.7","6.3","5.3","5.2","4.9","5.5","4.6","4.3","3.5","3","3.8",2013.0,"3.8","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"580","Northern Mariana Islands","MNP","145.7582114","15.19099517","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"581","US Minor Outlying Islands","UMI","-162.4343752","5.874443968","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"583","Micronesia (Federated States of)","FSM","158.225216","6.880670092","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","16.8","16.8","16.8","16.9","4.7","0","1.9","2.9","1.9","3.8","2.9","17.4","17.4","1.9",2013.0,"1.9","Country data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"583","Micronesia, Federated States of","FSM","158.225216","6.880670092","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"584","Marshall Islands","MHL","171.0839119","7.110213497","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","17.3","17.2","17.3","17.3","5.8","3.8","3.8","5.8","9.6","1.9","1.9","3.8","5.7","5.7",2013.0,"5.7","Country data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"585","Palau","PLW","134.5733878","7.502307591","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","15.6","15.5","15.3","40.6","0","15.1","5","14.9","14.8","9.8","14.7","9.7","9.6","4.8",2013.0,"4.8","Country data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"586","Pakistan","PAK","68.80479684","29.36491634","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","14.8","14.5","14.7","14.7","15.1","15.1","15","15.1","15.3","15.6","15.7","15.7","14.2","14.2",2013.0,"14.2","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"591","Panama","PAN","-81.26616623","8.450965746","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","15.3","15.3","15.6","15.3","13.7","13.6","15.9","14.5","15.2","13.4","13.1","13.9","9.7","10",2013.0,"10","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"598","Papua New Guinea","PNG","145.8587761","-6.756057077","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","17.3","17.5","17.7","18.1","17.5","17.5","17.8","17.9","18","18","17.9","18","16.9","16.8",2013.0,"16.8","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"600","Paraguay","PRY","-60.54854225","-21.70216237","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","9.4","11.8","8.8","11.6","11.9","14.3","16.6","16.9","22","22.9","24.1","23.4","22","20.7",2013.0,"20.7","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"604","Peru","PER","-71.82093277","-13.58939705","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","16.1","16.3","15.4","15.2","15.5","16","16.6","16.6","16.3","15.2","14.9","15.8","14.3","13.9",2013.0,"13.9","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"608","Philippines","PHL","120.8601418","14.16591706","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","9.9","9.7","10.2","10.2","9.5","9.6","9.7","9.5","7.7","4.4","4.4","8.4","5.2","10.5",2013.0,"10.5","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"612","Pitcairn","PCN","-128.3225873","-24.37538456","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"616","Poland","POL","19.40660158","52.1226733","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","18.6","16.6","17.2","16.5","16.9","16","15","16.3","16.5","13.2","12","12.8","11","10.3",2013.0,"10.3","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"620","Portugal","PRT","-7.961599811","39.68509315","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","19.3","21.5","21.2","19.4","18.6","16.3","14.4","13.1","12.1","12","11.2","10.8","7.9","7.8",2013.0,"7.8","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"624","Guinea-Bissau","GNB","-14.40182514","12.11760394","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","26.4","26.3","26.7","27.2","27.5","27.6","27.8","28.1","27.9","28","28.2","28.2","27.3","27.5",2013.0,"27.5","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"626","Timor-Leste","TLS","125.9451052","-8.797497247","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","17.1","16.9","17.1","17.4","17.6","17.8","18.1","17.9","17.8","17.8","18","17.9","16.7","16.6",2013.0,"16.6","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"630","Puerto Rico","PRI","-66.47591017","18.22753799","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","15.2","13.8","14.5","13.4","13.5","12.2","13.6","12.3","11.5","11.2","9.8","10.6","10","8.9",2013.0,"8.9","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"634","Qatar","QAT","51.19152467","25.28355379","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","30","30.2","30.2","30.6","30.8","33.5","37.6","25.2","24.1","19.2","16.9","14.2","13.6","15.2",2013.0,"15.2","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"638","Réunion","REU","55.53171398","-21.13183266","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"642","Romania","ROU","24.98481009","45.83893563","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","12.3","12.8","11.4","11.5","12","12.9","12.7","13.7","14.7","13.1","10.9","9.7","9.4","8.7",2013.0,"8.7","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"643","Russian Federation","RUS","99.01404926","61.61899849","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","20.2","21.2","22.8","24.6","23.9","23.6","22.8","23.2","20.8","19.2","18.5","19.5","19.6","18.9",2013.0,"18.9","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"646","Rwanda","RWA","29.92310194","-1.999842114","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","31.2","31.1","30.9","30.8","30.6","30.7","30.5","30.5","30.3","30.4","30.7","31.2","32","32.1",2013.0,"32.1","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"652","Saint Barthélemy","BLM","-62.83173536","17.89513362","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"654","Saint Helena","SHN","-5.705752501","-15.96503946","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"659","Saint Kitts and Nevis","KNA","-62.76628613","17.33994219","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","13.2","13","12.8","12.6","12.4","12.2","12","11.9","11.7","11.6","11.5","17","16.8","16.6",2013.0,"16.6","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"660","Anguilla","AIA","-63.05651612","18.21525315","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"662","Saint Lucia","LCA","-60.96529553","13.89405601","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","19.8","15.8","23.7","17.3","20.2","16.3","13.1","17.6","12.2","16","9","24","8.8","18.1",2013.0,"18.1","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"663","Saint Martin (French Part)","MAF","-63.04505461","18.0882685","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"666","Saint Pierre and Miquelon","SPM","-56.33682442","46.85812735","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"670","Saint Vincent and the Grenadines","VCT","-61.19024321","13.24627968","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","4.6","5.6","4.6","10.2","7.4","8.3","12.9","8.3","5.5","8.2","3.7","3.7","5.5","8.2",2013.0,"8.2","Country data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
