series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of product	Units description	Type of product description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	740	-55.90626394	4.132603197	SUR	Suriname	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.18157	0.19203	0.18384	0.18763	0.18327	0.19593	0.17714	0.19093	0.20888	0.20747	0.19546	0.21079	0.2052	0.20235	0.20701	0.21611	0.23433	0.213	2016	0.23433	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	740	-55.90626394	4.132603197	SUR	Suriname	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1.39156	1.6274	1.50661	1.66548	1.63353	1.81964	1.63876	1.69194	1.76423	1.66916	1.58775	1.68294	1.55577	1.52747	1.55957	1.62219	1.72859	1.598718	2016	1.72859	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	740	-55.90626394	4.132603197	SUR	Suriname	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.13597	0.13709	0.12905	0.1391	0.14217	0.14854	0.14002	0.13803	0.15275	0.1589	0.164	0.19189	0.19022	0.19396	0.20398	0.22156	0.23963	0.20987	2016	0.23963	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.8304	1.0315	1.62302	1.03816	0.89025	0.94024	0.79702	0.80891	0.60541	0.54562	0.55423	0.53377	0.48147	0.42872	0.42224	0.41213	0.41906	0.432724	2016	0.41906	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	748	31.50149288	-26.56471011	SWZ	Swaziland	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.43609	0.42485	0.37673	0.41601	0.39061	0.39051	0.31654	0.27504	0.25299	0.28073	0.29014	0.28193	0.42644	0.43054	0.32214	0.31048	0.31195	0.36031	2016	0.31195	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	748	31.50149288	-26.56471011	SWZ	Swaziland	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.42624	0.4641	0.433	0.51588	0.55283	0.55578	0.50503	0.47352	0.44293	0.48061	0.46619	0.44217	0.42329	0.32894	0.32625	0.30422	0.30608	0.337756	2016	0.30608	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	748	31.50149288	-26.56471011	SWZ	Swaziland	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	3.41078	3.58432	4.14454	3.79417	3.64842	3.80553	3.41258	3.26339	2.93727	3.02185	2.96154	2.82164	2.87979	2.61405	2.43348	2.35249	2.38147	2.532256	2016	2.38147	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	748	31.50149288	-26.56471011	SWZ	Swaziland	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	1.71804	1.66387	1.71178	1.82411	1.81473	1.919	1.79399	1.70592	1.63593	1.71489	1.65096	1.56377	1.54859	1.42584	1.36285	1.32566	1.34439	1.401466	2016	1.34439	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	752	14.3775338	60.60103109	SWE	Sweden	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.14582	0.12911	0.13051	0.13862	0.14473	0.14998	0.15769	0.17404	0.1627	0.14418	0.16103	0.17055	0.16357	0.16183	0.16233	0.1594	0.15827	0.16108	2016	0.15827	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	752	14.3775338	60.60103109	SWE	Sweden	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.0937	0.0814	0.07998	0.08499	0.08318	0.08295	0.07813	0.07451	0.07275	0.06408	0.07296	0.075	0.0779	0.08113	0.07791	0.07608	0.07515	0.077634	2016	0.07515	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	752	14.3775338	60.60103109	SWE	Sweden	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.1098	0.10017	0.0982	0.10435	0.10387	0.1031	0.09987	0.0972	0.09871	0.08988	0.09284	0.09297	0.09407	0.09086	0.08738	0.08291	0.08052	0.087148	2016	0.08052	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	752	14.3775338	60.60103109	SWE	Sweden	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	0.49375	0.43979	0.43888	0.45923	0.45801	0.47616	0.44954	0.46424	0.44901	0.40887	0.43894	0.45211	0.44769	0.44564	0.4412	0.42806	0.42085	0.436688	2016	0.42085	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	752	14.3775338	60.60103109	SWE	Sweden	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.14444	0.12912	0.13019	0.13128	0.12624	0.14013	0.11384	0.11848	0.11486	0.11072	0.11212	0.11359	0.11215	0.11182	0.11358	0.10968	0.10691	0.110828	2016	0.10691	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	756	8.223158	46.96617097	CHE	Switzerland	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.17237	0.20375	0.21001	0.20827	0.21872	0.23221	0.24046	0.2443	0.22593	0.21058	0.21632	0.22711	0.2187	0.21721	0.21779	0.21869	0.21923	0.218324	2016	0.21923	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	756	8.223158	46.96617097	CHE	Switzerland	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.03059	0.03254	0.03379	0.03126	0.03218	0.03239	0.03234	0.0321	0.03204	0.03048	0.03002	0.03075	0.03249	0.03373	0.03243	0.0328	0.03313	0.032916	2016	0.03313	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	756	8.223158	46.96617097	CHE	Switzerland	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.05115	0.05377	0.05688	0.0561	0.05862	0.06146	0.06095	0.05934	0.06043	0.0569	0.05725	0.05767	0.05964	0.05981	0.05789	0.05735	0.05733	0.058404	2016	0.05733	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	756	8.223158	46.96617097	CHE	Switzerland	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	0.34757	0.38275	0.39691	0.39108	0.40774	0.42286	0.42796	0.42786	0.4106	0.38716	0.3915	0.40612	0.3999	0.40123	0.39992	0.40045	0.40113	0.400526	2016	0.40113	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	756	8.223158	46.96617097	CHE	Switzerland	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.09346	0.09269	0.09623	0.09544	0.09821	0.09679	0.09421	0.09212	0.0922	0.0892	0.08792	0.0906	0.08907	0.09048	0.09182	0.09161	0.09145	0.090886	2016	0.09145	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.34704	0.32239	0.31387	0.28739	0.32308	0.35266	0.36667	0.45075	0.47452	0.43325	0.53906	0.755	0.79547	0.95446	0.95845	1.04881	1.12387	0.976212	2016	1.12387	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.02656	0.02457	0.0242	0.02159	0.0249	0.02601	0.0256	0.02823	0.03047	0.02708	0.0324	0.05095	0.05861	0.07286	0.07209	0.07875	0.08429	0.07332	2016	0.08429	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.05818	0.05771	0.05689	0.04819	0.04669	0.05035	0.0442	0.04828	0.05525	0.05135	0.05995	0.08164	0.08534	0.09667	0.09483	0.0997	0.1044	0.096188	2016	0.1044	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1	1.02642	0.9743	0.90035	0.97994	1.00016	0.99669	1.05595	1.03741	0.98094	1.06022	1.38654	1.49287	1.73638	1.66706	1.79487	1.89602	1.71744	2016	1.89602	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.56823	0.62176	0.57934	0.54317	0.58527	0.57114	0.56021	0.52869	0.47717	0.46926	0.42881	0.49895	0.55344	0.61239	0.54169	0.56761	0.58345	0.571716	2016	0.58345	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	762	69.294998	38.43069666	TJK	Tajikistan	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.69191	0.74641	0.78339	0.99121	1.14974	1.2664	1.52193	2.06922	1.68492	1.4721	1.78615	2.55686	2.42514	2.41665	2.37475	2.35131	2.30294	2.374158	2016	2.30294	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	762	69.294998	38.43069666	TJK	Tajikistan	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.33692	0.31934	0.30333	0.27883	0.26545	0.2419	0.27444	0.29587	0.31715	0.31291	0.40658	0.56681	0.61873	0.61344	0.67333	0.68391	0.68624	0.65513	2016	0.68624	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	762	69.294998	38.43069666	TJK	Tajikistan	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.10732	0.08881	0.09284	0.08721	0.09502	0.0966	0.10505	0.12453	0.13578	0.12518	0.14377	0.20361	0.21373	0.22565	0.25434	0.25997	0.25058	0.240854	2016	0.25058	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	762	69.294998	38.43069666	TJK	Tajikistan	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1.748	1.77025	1.84348	2.0371	2.18253	2.22227	2.52965	3.13493	2.77678	2.59198	2.98957	4.06163	4.01403	4.05916	4.05405	4.0284	3.94811	4.02075	2016	3.94811	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	762	69.294998	38.43069666	TJK	Tajikistan	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.61186	0.61569	0.66392	0.67985	0.67232	0.61737	0.62823	0.64531	0.63893	0.68179	0.65307	0.73435	0.75643	0.80342	0.75162	0.7332	0.70835	0.750604	2016	0.70835	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	764	101.0202951	15.13089239	THA	Thailand	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.97341	0.96622	1.03738	1.1237	1.25012	1.28907	1.39564	1.24572	1.19815	1.12954	1.21707	1.31395	1.23361	1.22276	1.24551	1.24201	1.2216	1.233098	2016	1.2216	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	764	101.0202951	15.13089239	THA	Thailand	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.1253	0.11843	0.11382	0.11886	0.12861	0.14509	0.14549	0.14664	0.1565	0.12847	0.14767	0.16409	0.15911	0.16676	0.15639	0.15734	0.15607	0.159134	2016	0.15607	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	764	101.0202951	15.13089239	THA	Thailand	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.36322	0.35816	0.33532	0.34285	0.35285	0.39194	0.38735	0.36692	0.38847	0.34438	0.36563	0.3838	0.36708	0.36964	0.36999	0.35363	0.34743	0.361554	2016	0.34743	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	764	101.0202951	15.13089239	THA	Thailand	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	2.24412	2.1922	2.21329	2.38139	2.46431	2.46411	2.57503	2.44313	2.47557	2.29963	2.40032	2.62542	2.50762	2.49782	2.50123	2.48091	2.44201	2.485918	2016	2.44201	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	764	101.0202951	15.13089239	THA	Thailand	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.78219	0.74939	0.72678	0.79598	0.73274	0.63801	0.64656	0.68386	0.73245	0.69725	0.66996	0.76358	0.74781	0.73866	0.72934	0.72793	0.71691	0.73213	2016	0.71691	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	768	0.97835765	8.532096072	TGO	Togo	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	1.1155	1.09109	1.24143	0.88052	1.14192	1.07863	1.43509	1.15081	1.81608	1.33209	1.40996	1.79588	1.71362	1.70398	1.58649	1.50669	1.44104	1.590364	2016	1.44104	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	768	0.97835765	8.532096072	TGO	Togo	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.11006	0.08169	0.08092	0.07874	0.07084	0.27233	0.37024	0.4424	0.47303	0.56049	0.42647	0.5554	0.58742	0.64541	0.59747	0.60678	0.61814	0.611044	2016	0.61814	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	768	0.97835765	8.532096072	TGO	Togo	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.06609	0.06061	0.06735	0.06415	0.06822	0.09646	0.08818	0.07995	0.08481	0.07995	0.07849	0.08508	0.08122	0.08318	0.07885	0.07381	0.0716	0.077732	2016	0.0716	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	768	0.97835765	8.532096072	TGO	Togo	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	3.56645	3.69412	3.82799	3.47243	3.56258	3.91912	4.259	3.8509	4.52874	4.24945	4.00962	4.39503	4.43746	4.29791	4.2345	4.08264	3.95912	4.202326	2016	3.95912	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	768	0.97835765	8.532096072	TGO	Togo	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	2.2748	2.46072	2.43828	2.44902	2.2816	2.47169	2.36549	2.17773	2.15482	2.27692	2.09471	1.95867	2.0552	1.86534	1.97169	1.89536	1.82834	1.923186	2016	1.82834	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	772	-171.8154473	-9.214545558	TKL	Tokelau	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	772	-171.8154473	-9.214545558	TKL	Tokelau	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	772	-171.8154473	-9.214545558	TKL	Tokelau	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	772	-171.8154473	-9.214545558	TKL	Tokelau	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	776	-175.1959991	-21.19511329	TON	Tonga	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	776	-175.1959991	-21.19511329	TON	Tonga	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	776	-175.1959991	-21.19511329	TON	Tonga	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	776	-175.1959991	-21.19511329	TON	Tonga	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	776	-175.1959991	-21.19511329	TON	Tonga	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.21961	0.23621	0.24032	0.16952	0.1669	0.17792	0.1426	0.14897	0.14136	0.12948	0.11572	0.13227	0.13781	0.13625	0.14155	0.14473	0.15161	0.14239	2016	0.15161	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.06798	0.07086	0.06712	0.05164	0.04952	0.04938	0.04247	0.04199	0.04444	0.03857	0.03263	0.03764	0.04203	0.04282	0.04333	0.04422	0.04626	0.043732	2016	0.04626	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.05944	0.06642	0.07066	0.05398	0.05557	0.06135	0.04997	0.04926	0.05262	0.04835	0.0417	0.04762	0.05222	0.05163	0.053	0.05254	0.05485	0.052848	2016	0.05485	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	0.48512	0.51388	0.52675	0.3941	0.37285	0.38444	0.32791	0.33315	0.31279	0.28597	0.24958	0.28239	0.30338	0.30435	0.31281	0.31741	0.33157	0.313904	2016	0.33157	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.13809	0.14038	0.14865	0.11896	0.10086	0.09579	0.09288	0.09294	0.07436	0.06957	0.05953	0.06486	0.07132	0.07365	0.07493	0.07592	0.07884	0.074932	2016	0.07884	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.63413	0.53278	0.58922	0.5075	0.61237	0.65296	0.63749	0.75466	0.74473	0.71968	0.75237	0.82384	0.77613	0.80171	0.80243	0.79622	0.7955	0.794398	2016	0.7955	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	784	53.98279159	23.43322219	ARE	United Arab Emirates	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.06882	0.0589	0.06405	0.06616	0.07442	0.07632	0.07892	0.09512	0.08899	0.08534	0.09144	0.09345	0.0927	0.09924	0.09089	0.09039	0.09058	0.09276	2016	0.09058	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	784	53.98279159	23.43322219	ARE	United Arab Emirates	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.1363	0.10725	0.11054	0.10671	0.113	0.11753	0.11562	0.13364	0.1385	0.1349	0.13806	0.14302	0.13778	0.14294	0.14024	0.13769	0.13697	0.139124	2016	0.13697	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	784	53.98279159	23.43322219	ARE	United Arab Emirates	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	0.9681	0.80569	0.87599	0.79531	0.92903	0.97769	0.96643	1.13948	1.13896	1.093	1.14334	1.22282	1.15891	1.19885	1.18562	1.17329	1.17031	1.177396	2016	1.17031	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	784	53.98279159	23.43322219	ARE	United Arab Emirates	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.12885	0.10676	0.11219	0.11495	0.12925	0.13088	0.13439	0.15606	0.16674	0.15308	0.16148	0.16251	0.1523	0.15494	0.15206	0.14899	0.14725	0.151108	2016	0.14725	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	788	9.572737411	34.11439971	TUN	Tunisia	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	1.51152	1.48911	1.39739	1.21231	1.13408	1.08164	0.97849	0.95179	0.9376	0.85288	0.96342	0.92833	0.88123	0.86681	0.86816	0.87593	0.88456	0.875338	2016	0.88456	Environment Live Global Material Flows Database	E
