ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
COM,43.34234565,-11.66121732,174,Comoros,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - HS - Integrated Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.13,,,,,,,,,,,,,2004.0,26.13
CRI,-84.19712782,9.970998683,188,Costa Rica,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Data reference period: July | Age coverage - minimum age: 12 years old,Data reference period: July | Age coverage - minimum age: 12 years old,Data reference period: July | Age coverage - minimum age: 12 years old,Data reference period: July | Age coverage - minimum age: 12 years old,Data reference period: July | Age coverage - minimum age: 12 years old,Data reference period: July | Age coverage - minimum age: 12 years old,Data reference period: July | Age coverage - minimum age: 12 years old,Data reference period: July | Age coverage - minimum age: 12 years old,Data reference period: July | Age coverage - minimum age: 12 years old,,Data reference period: July,Data reference period: July | Age coverage - maximum age: 65 years old,Data reference period: July | Age coverage - maximum age: 65 years old,Data reference period: July,,,,C,C,C,C,C,C,C,C,C,,C,C,C,C,,,,ILOSTAT - LFS - National Household Survey,ILOSTAT - LFS - National Household Survey,ILOSTAT - LFS - National Household Survey,ILOSTAT - LFS - National Household Survey,ILOSTAT - LFS - National Household Survey,ILOSTAT - LFS - National Household Survey,ILOSTAT - LFS - National Household Survey,ILOSTAT - LFS - National Household Survey,ILOSTAT - LFS - National Household Survey,,ILOSTAT - LFS - National Household Survey,ILOSTAT - LFS - National Household Survey,ILOSTAT - LFS - National Household Survey,ILOSTAT - LFS - National Household Survey,,,,,,,,,,,,,,,,,,,,,32.94,25.36,26.14,29.08,26.18,24.88,29.92,26.99,30.42,,29.69,35.2,27.9,36.19,,,,2013.0,36.19
HRV,17.95874553,45.45172212,191,Croatia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Data reference period: Annual or annual average | Population coverage: Including armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Including armed forces and/or conscripts,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,24.66,24.67,27.1,24.59,22.61,24.03,25.64,20.7,25.44,25.15,25.78,23.95,26.05,24.38,23.18,26.67,29.93,2016.0,29.93
CUB,-79.54460144,22.10030366,192,Cuba,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,Data reference period: Annual or annual average | Geographical coverage: Nonstandard geographical coverage | Age coverage - minimum age: 17 years old,Data reference period: Annual or annual average | Geographical coverage: Nonstandard geographical coverage | Age coverage - minimum age: 17 years old,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,ILOSTAT - LFS - National Employment Survey,ILOSTAT - LFS - National Employment Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.51,38.12,,,,,,,2010.0,38.12
CYP,33.22285964,35.05659437,196,Cyprus,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,14.78,19.02,17.55,17.46,17.25,14.76,16.15,15.43,16.12,12.23,13.77,14.99,15.8,18.92,17.33,22.82,25.73,2016.0,25.73
CZE,15.33151382,49.73913871,203,Czechia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,24.07,26.77,26.07,27.68,28.1,29.62,28.86,28.62,28.06,28.99,27.71,25.75,26.2,27.18,27.85,29.48,25.39,2016.0,25.39
DNK,9.326571283,56.03829721,208,Denmark,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,24.19,20.97,21.37,25.77,23.76,24.19,24.5,28.3,23.92,24.85,22.69,27.83,28.45,27.17,26.3,26.87,27.95,2016.0,27.95
DMA,-61.3493756,15.43391378,212,Dominica,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,Data reference period: May,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - PC - Population Census,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.41,,,,,,,,,,,,,,,,2001.0,48.41
DOM,-70.49847576,18.89832088,214,Dominican Republic,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,ILOSTAT - LFS - National Labour Force Survey,,,,,,,,,,,,,,,,,,30.59,30.91,30.56,31.01,32.81,32.43,37.36,30.61,34.62,31.09,34.12,45.3,38.59,37.02,34.89,43.3,39.15,2016.0,39.15
ECU,-78.37005241,-1.447785891,218,Ecuador,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old,Data reference period: July | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old,Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old,,Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old,Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old,Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old,,,Data reference period: December | Age coverage - minimum age: 10 years old,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,C,C,C,,C,C,C,,,C,C,C,C,C,C,C,C,"ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment",,"ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment",,,"ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment",,,,,,,,,,,,,,,,,,29.3,25.28,25.02,,33.5,34.62,27.72,,,32.17,32.52,40.06,38.47,35.38,34.61,32.91,35.37,2016.0,35.37
SLV,-88.86862995,13.73603564,222,El Salvador,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Data reference period: December | Age coverage - minimum age: 10 years old,Data reference period: December | Age coverage - minimum age: 10 years old,Data reference period: December | Age coverage - minimum age: 10 years old,Data reference period: December | Age coverage - minimum age: 10 years old,Data reference period: December | Age coverage - minimum age: 10 years old,Data reference period: December | Age coverage - minimum age: 10 years old,Data reference period: December | Age coverage - minimum age: 10 years old,Data reference period: December | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - HS - Multi-purpose household survey,ILOSTAT - HS - Multi-purpose household survey,ILOSTAT - HS - Multi-purpose household survey,ILOSTAT - HS - Multi-purpose household survey,ILOSTAT - HS - Multi-purpose household survey,ILOSTAT - HS - Multi-purpose household survey,ILOSTAT - HS - Multi-purpose household survey,ILOSTAT - HS - Multi-purpose household survey,ILOSTAT - HS - Multi-purpose household survey,,,,,,,,,,,,,,,,,,26.09,25.35,25.72,32.1,32.99,27.35,28.83,24.66,38.07,37.88,28.95,35.8,37.11,43.54,38.19,40.91,35.26,2016.0,35.26
ETH,39.63505296,8.631223181,231,Ethiopia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,Data reference period: April | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Break in series: Methodology revised | Data reference period: March | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: April | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old,,,Data reference period: May | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: May | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: May | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: May | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old,"Data reference period: Second quarter | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old",,,,,,,,C,C,C,,,C,C,C,C,C,,,,,,,,ILOSTAT - LFS - Urban employment-unemployment survey,ILOSTAT - LFS - National Labor Force Survey,ILOSTAT - LFS - Urban employment-unemployment survey,,,ILOSTAT - LFS - Urban employment-unemployment survey,ILOSTAT - LFS - Urban employment-unemployment survey,ILOSTAT - LFS - Urban employment-unemployment survey,ILOSTAT - LFS - Urban employment-unemployment survey,ILOSTAT - LFS - National Labor Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,23.21,20.09,15.67,,,20.85,20.26,19.86,22.11,26.52,,,,2013.0,26.52
EST,25.84093481,58.68487172,233,Estonia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,40.38,36.9,37.93,31.23,35.18,37.22,33.01,33.52,35.94,35.32,36.08,35.36,31.79,33.39,32.6,30.72,36.24,2016.0,36.24
