"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"690","Seychelles","SYC","55.46561591","-4.678053059","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","24","23","34","11","20","16","20","19","6.5","16","18","23","21","25","14","8.4","13",2016.0,"13","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"690","Seychelles","SYC","55.46561591","-4.678053059","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","28","26","40","13","24","18","23","22","7.6","19","21","26","25","30","16","9.8","15",2016.0,"15","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"690","Seychelles","SYC","55.46561591","-4.678053059","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","33","31","46","15","27","21","26","26","8.8","22","25","30","29","34","19","11","17",2016.0,"17","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"694","Sierra Leone","SLE","-11.78306584","8.568604164","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","197","200","201","202","203","204","205","206","206","206","231","225","226","202","200","198","195",2016.0,"195","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"694","Sierra Leone","SLE","-11.78306584","8.568604164","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","305","309","311","313","314","316","317","318","318","318","317","316","314","313","310","307","304",2016.0,"304","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"694","Sierra Leone","SLE","-11.78306584","8.568604164","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","436","441","444","447","449","451","453","454","455","454","416","422","418","446","442","438","435",2016.0,"435","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"702","Singapore","SGP","103.8107883","1.361009155","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","43","38","36","37","32","30","28","28","32","30","30","31","43","40","39","39","43",2016.0,"43","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"702","Singapore","SGP","103.8107883","1.361009155","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","51","44","42","43","38","35","33","33","37","35","35","36","50","46","46","45","51",2016.0,"51","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"702","Singapore","SGP","103.8107883","1.361009155","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","59","51","49","49","43","41","38","38","43","41","41","42","58","54","53","52","58",2016.0,"58","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"703","Slovakia","SVK","19.48495604","48.70741446","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","18","18","18","18","12","13","12","11","11","8.3","7.4","6.9","5.8","7.2","5.8","5.6","5.1",2016.0,"5.1","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"703","Slovakia","SVK","19.48495604","48.70741446","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","22","21","21","21","14","15","14","13","12","9.6","8.7","8","6.8","8.4","6.8","6.5","5.9",2016.0,"5.9","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"703","Slovakia","SVK","19.48495604","48.70741446","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","25","24","24","24","16","17","17","15","14","11","10","9.3","7.9","9.7","7.8","7.5","6.9",2016.0,"6.9","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"704","Viet Nam","VNM","105.802499","10.09643079","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","281","275","269","264","258","252","246","225","217","210","202","193","183","179","173","166","159",2016.0,"159","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"704","Viet Nam","VNM","105.802499","10.09643079","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","127","125","122","119","117","114","111","119","118","115","114","114","116","113","111","110","109",2016.0,"109","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"704","Viet Nam","VNM","105.802499","10.09643079","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","197","192","189","185","181","176","172","168","164","159","155","151","147","144","140","137","133",2016.0,"133","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"705","Slovenia","SVN","14.82209486","46.11958061","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","25","24","23","19","17","18","14","14","14","12","11","12","8.6","8.9","9.1","8.3","7.5",2016.0,"7.5","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"705","Slovenia","SVN","14.82209486","46.11958061","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","21","21","20","16","14","15","12","12","12","11","9.5","10","7.5","7.7","7.9","7.2","6.5",2016.0,"6.5","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"705","Slovenia","SVN","14.82209486","46.11958061","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","18","18","17","14","12","13","10","10","10","9","8.1","8.7","6.4","6.6","6.7","6.1","5.6",2016.0,"5.6","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"706","Somalia","SOM","46.20367477","4.406485729","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","285","285","285","285","285","285","285","285","286","286","286","286","286","285","274","274","270",2016.0,"270","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"706","Somalia","SOM","46.20367477","4.406485729","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","407","407","408","408","408","407","407","407","408","408","408","409","408","407","391","391","385",2016.0,"385","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"706","Somalia","SOM","46.20367477","4.406485729","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","184","185","185","185","185","185","185","185","185","185","185","185","185","184","177","177","175",2016.0,"175","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"710","South Africa","ZAF","24.67184355","-29.99957544","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","379","431","482","530","571","603","623","632","717","728","710","712","639","612","593","568","543",2016.0,"543","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"710","South Africa","ZAF","24.67184355","-29.99957544","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","836","951","1060","1170","1260","1330","1370","1390","1280","1240","1220","1160","1190","1150","1110","1090","1060",2016.0,"1060","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"710","South Africa","ZAF","24.67184355","-29.99957544","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","585","666","746","820","883","932","963","977","977","967","948","922","892","860","834","807","781",2016.0,"781","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"716","Zimbabwe","ZWE","29.86909584","-19.00075492","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","426","461","478","462","451","381","363","341","315","326","324","280","256","228","202","179","152",2016.0,"152","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"716","Zimbabwe","ZWE","29.86909584","-19.00075492","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","605","617","617","617","607","588","561","527","487","450","416","384","355","304","278","242","208",2016.0,"208","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"716","Zimbabwe","ZWE","29.86909584","-19.00075492","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","813","795","773","794","786","840","801","752","695","593","518","504","470","391","366","314","273",2016.0,"273","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"724","Spain","ESP","-3.554078296","40.39211472","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","19","16","17","23","14","16","17","16","17","15","14","13","12","11","10","8.5","8.7",2016.0,"8.7","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"724","Spain","ESP","-3.554078296","40.39211472","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","22","19","20","27","16","19","20","19","19","18","17","16","14","13","12","10","10",2016.0,"10","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"724","Spain","ESP","-3.554078296","40.39211472","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","26","22","23","31","18","22","23","22","22","21","20","18","16","15","14","12","12",2016.0,"12","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"728","South Sudan","SSD","30.32618773","7.290839152","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","95","95","95","95","95","95",2016.0,"95","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"728","South Sudan","SSD","30.32618773","7.290839152","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","146","146","146","146","146","146",2016.0,"146","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"728","South Sudan","SSD","30.32618773","7.290839152","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","","209","209","209","209","209","209",2016.0,"209","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"732","Western Sahara","ESH","-13.13515523","24.66265342","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"732","Western Sahara","ESH","-13.13515523","24.66265342","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"732","Western Sahara","ESH","-13.13515523","24.66265342","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"736","Sudan","SDN","29.95650159","16.02643066","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"736","Sudan","SDN","29.95650159","16.02643066","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"736","Sudan","SDN","29.95650159","16.02643066","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"740","Suriname","SUR","-55.90626394","4.132603197","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","18","15","19","21","19","22","24","24","20","33","35","23","23","25","26","25","20",2016.0,"20","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"740","Suriname","SUR","-55.90626394","4.132603197","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","30","25","32","34","31","37","40","40","33","54","58","37","38","41","42","41","32",2016.0,"32","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"740","Suriname","SUR","-55.90626394","4.132603197","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","24","20","25","27","25","29","32","31","26","43","46","29","30","32","33","33","26",2016.0,"26","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
