ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Latest_Year,Latest_Value
ANT,-68.30676179,12.22720635,530,Netherlands Antilles,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUW,-68.95033464,12.15058042,531,Curaçao,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,-69.97050586,12.50878756,533,Aruba,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,-63.06198692,18.03926508,534,Sint Maarten (Dutch part),17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCL,165.5067368,-21.41742531,540,New Caledonia,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,170.4755673,-43.98721568,554,New Zealand,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFK,167.9515548,-29.03230018,574,Norfolk Island,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,11.47846389,61.34311134,578,Norway,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,145.7582114,15.19099517,580,Northern Mariana Islands,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMI,-162.4343752,5.874443968,581,US Minor Outlying Islands,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,158.225216,6.880670092,583,"Micronesia, Federated States of",17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCN,-128.3225873,-24.37538456,612,Pitcairn,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,19.40660158,52.1226733,616,Poland,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,-7.961599811,39.68509315,620,Portugal,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRI,-66.47591017,18.22753799,630,Puerto Rico,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
