series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Name of non-communicable disease	Sex description	Units description	Name of non-communicable disease description	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	4	FEMALE	NUMBER	CAN	Female	Number	cancer	4921	4934	5125	6115	6254	6184.5	2016	6254	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	5	MALE	NUMBER	CAN	Male	Number	cancer	7075	7022	7091	8149	8418	8283.5	2016	8418	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	11996	11956	12216	14264	14672	14468	2016	14672	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	13487	13386	12781	9966	9653	9809.5	2016	9653	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	28695	28893	28405	21539	20548	21043.5	2016	20548	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	15208	15508	15624	11572	10895	11233.5	2016	10895	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	765	731	657	931	944	937.5	2016	944	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	441	415	385	511	514	512.5	2016	514	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	703	19.48495604	48.70741446	SVK	Slovakia	12	MALE	NUMBER	DIA	Male	Number	diabetes	324	316	273	419	430	424.5	2016	430	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	9062	10029	10984	12257	12545	12401	2016	12545	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	23594	25839	27731	29951	30627	30289	2016	30627	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	14533	15810	16747	17694	18082	17888	2016	18082	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	4	FEMALE	NUMBER	CAN	Female	Number	cancer	32271	35811	39283	44063	45133	44598	2016	45133	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	5	MALE	NUMBER	CAN	Male	Number	cancer	36044	41499	47838	55525	57150	56337.5	2016	57150	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	68315	77311	87122	99589	102283	100936	2016	102283	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	70962	77426	85223	92876	95343	94109.5	2016	95343	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	127415	140888	155933	168709	172313	170511	2016	172313	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	56453	63462	70710	75833	76969	76401	2016	76969	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	12326	14248	16680	19960	20754	20357	2016	20754	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	7885	9125	10704	12934	13432	13183	2016	13432	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	704	105.802499	10.09643079	VNM	Viet Nam	12	MALE	NUMBER	DIA	Male	Number	diabetes	4440	5123	5976	7026	7322	7174	2016	7322	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	282	305	284	335	332	333.5	2016	332	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	800	774	679	729	742	735.5	2016	742	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	518	469	395	394	410	402	2016	410	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	4	FEMALE	NUMBER	CAN	Female	Number	cancer	2152	2365	2652	2772	2706	2739	2016	2706	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	5	MALE	NUMBER	CAN	Male	Number	cancer	2773	2895	3313	3607	3560	3583.5	2016	3560	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	4925	5260	5965	6380	6266	6323	2016	6266	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	3455	3311	3066	3211	3196	3203.5	2016	3196	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	7668	7682	7279	7936	7988	7962	2016	7988	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	4213	4372	4213	4726	4792	4759	2016	4792	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	507	532	259	337	340	338.5	2016	340	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	328	316	140	171	180	175.5	2016	180	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	705	14.82209486	46.11958061	SVN	Slovenia	12	MALE	NUMBER	DIA	Male	Number	diabetes	179	216	120	166	160	163	2016	160	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	703	785	841	958	980	969	2016	980	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	1708	1905	1929	2240	2296	2268	2016	2296	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	1004	1120	1087	1281	1316	1298.5	2016	1316	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	4	FEMALE	NUMBER	CAN	Female	Number	cancer	2601	2821	3122	3444	3526	3485	2016	3526	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	5	MALE	NUMBER	CAN	Male	Number	cancer	1704	1899	2147	2425	2502	2463.5	2016	2502	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	4306	4719	5269	5869	6028	5948.5	2016	6028	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	5628	6493	6283	7637	7868	7752.5	2016	7868	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	11304	12916	12916	15498	15981	15739.5	2016	15981	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	5676	6423	6633	7861	8114	7987.5	2016	8114	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	1062	1341	1431	1814	1887	1850.5	2016	1887	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	465	577	645	800	832	816	2016	832	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	706	46.20367477	4.406485729	SOM	Somalia	12	MALE	NUMBER	DIA	Male	Number	diabetes	598	764	786	1014	1055	1034.5	2016	1055	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	7532	8163	8413	8997	9271	9134	2016	9271	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	19066	20698	21561	22888	23526	23207	2016	23526	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	11534	12535	13149	13891	14255	14073	2016	14255	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	4	FEMALE	NUMBER	CAN	Female	Number	cancer	20498	22265	24189	25335	25548	25441.5	2016	25548	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	5	MALE	NUMBER	CAN	Male	Number	cancer	20688	21467	23783	25048	25257	25152.5	2016	25257	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	41186	43732	47972	50382	50805	50593.5	2016	50805	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	34217	37896	42520	47314	48431	47872.5	2016	48431	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	69881	78927	87398	95254	97559	96406.5	2016	97559	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	35663	41031	44877	47940	49127	48533.5	2016	49127	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	19693	25659	30793	36160	37228	36694	2016	37228	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	11167	14808	17519	19763	20247	20005	2016	20247	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	710	24.67184355	-29.99957544	ZAF	South Africa	12	MALE	NUMBER	DIA	Male	Number	diabetes	8526	10851	13273	16397	16981	16689	2016	16981	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	1325	1495	1556	1595	1625	1610	2016	1625	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	2911	3031	3008	2921	2970	2945.5	2016	2970	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	1586	1536	1452	1326	1345	1335.5	2016	1345	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	4	FEMALE	NUMBER	CAN	Female	Number	cancer	2989	4020	4130	4579	4736	4657.5	2016	4736	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	5	MALE	NUMBER	CAN	Male	Number	cancer	2883	3499	3663	3990	4136	4063	2016	4136	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	5872	7519	7793	8568	8872	8720	2016	8872	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	6106	5935	5601	5331	5480	5405.5	2016	5480	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	14238	14463	14289	13930	14184	14057	2016	14184	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	8132	8529	8688	8599	8704	8651.5	2016	8704	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	2295	2906	3071	3431	3590	3510.5	2016	3590	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	1413	1646	1757	2018	2100	2059	2016	2100	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	12	MALE	NUMBER	DIA	Male	Number	diabetes	882	1260	1314	1412	1490	1451	2016	1490	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	724	-3.554078296	40.39211472	ESP	Spain	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	15626	17515	14941	19347	18897	19122	2016	18897	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
