ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_1995,Footnotes_2000,Footnotes_2005,Footnotes_2010,Footnotes_2012,Footnotes_2014,Footnotes_2016,Footnotes_2017,Nature_Code_1995,Nature_Code_2000,Nature_Code_2005,Nature_Code_2010,Nature_Code_2012,Nature_Code_2014,Nature_Code_2016,Nature_Code_2017,Source_1995,Source_2000,Source_2005,Source_2010,Source_2012,Source_2014,Source_2016,Source_2017,TimeDetail_1995,TimeDetail_2000,TimeDetail_2005,TimeDetail_2010,TimeDetail_2012,TimeDetail_2014,TimeDetail_2016,TimeDetail_2017,Value_1995,Value_2000,Value_2005,Value_2010,Value_2012,Value_2014,Value_2016,Value_2017,Latest_Year,Latest_Value
CYP,33.22285964,35.05659437,196,Cyprus,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,Estimate based on 2016 report.,E,E,E,E,E,C,C,E,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,446,446,469,504,647,647,1004,1004,2017.0,1004
,,,202,Sub-Saharan Africa,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,"Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016 and 2017. Holdings of the regional centre are included.","Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016 and 2017. Holdings of the regional centre are included.","Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016 and 2017. Holdings of the regional centre are included.","Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016 and 2017. Holdings of the regional centre are included.","Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016 and 2017. Holdings of the regional centre are included.",Holdings of the regional centre are included.,Holdings of the regional centre are included.,Holdings of the regional centre are included.,E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,122645,133487,161619,174301,176944,180346,182645,182711,2017.0,182711
CZE,15.33151382,49.73913871,203,Czechia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,38820,44479,47781,51049,52195,52947,54985,55436,2017.0,55436
DNK,9.326571283,56.03829721,208,Denmark,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,"Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.","Estimate based on 2016 report. Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.",E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,1474,1474,1474,1474,1474,1474,1474,1474,2017.0,1474
ECU,-78.37005241,-1.447785891,218,Ecuador,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,20253,22248,23617,25613,27140,27771,27778,28086,2017.0,28086
ETH,39.63505296,8.631223181,231,Ethiopia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,52024,56078,67207,70695,70975,71553,72510,72510,2017.0,72510
EST,25.84093481,58.68487172,233,Estonia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,1909,1911,2323,2542,2737,2768,2948,3085,2017.0,3085
FIN,23.308447,61.91586738,246,Finland,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,"Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.",E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,933,940,991,1051,1077,1084,656,657,2017.0,657
FRA,2.457288129,46.62660861,250,France,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,3589,3589,3589,3589,3589,3589,5078,5950,2017.0,5950
GEO,43.3713615,42.04813028,268,Georgia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2008.,Estimate based on the acquisition date of each conserved accession as reported in 2008.,Estimate based on the acquisition date of each conserved accession as reported in 2008.,Estimate based on 2008 report.,Estimate based on 2008 report.,Estimate based on 2008 report.,Estimate based on 2008 report.,Estimate based on 2008 report.,E,E,E,E,E,E,E,E,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,311,398,440,440,440,440,440,440,2017.0,440
DEU,10.3806066,51.08862743,276,Germany,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,105073,114239,163268,168576,172678,174001,174140,177387,2017.0,177387
GRC,22.58307827,39.47301873,300,Greece,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,Estimate based on 2016 report.,E,E,E,E,E,C,C,E,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,6184,6272,6272,6272,6272,6272,6272,6272,2017.0,6272
AZE,50.01064725,40.39229544,31,Azerbaijan,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,6075,6649,9133,11392,11827,11839,12712,12712,2017.0,12712
GUY,-58.97322037,4.788012784,328,Guyana,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,Estimate based on 2016 report.,E,E,E,E,E,C,C,E,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,200,609,651,837,1023,1210,1210,1210,2017.0,1210
HUN,19.41221519,47.1651448,348,Hungary,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2009.,Estimate based on the acquisition date of each conserved accession as reported in 2009.,Estimate based on the acquisition date of each conserved accession as reported in 2009.,,Estimate based on 2009 report.,Estimate based on 2009 report.,Estimate based on 2009 report.,Estimate based on 2009 report.,E,E,E,C,E,E,E,E,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,37885,41435,46389,46750,46750,46750,46750,49367,2017.0,49367
IND,79.3608464,22.34642074,356,India,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,191449,241668,338637,369412,378841,382216,395003,396965,2017.0,396965
