series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Units	Age description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	704	105.802499	10.09643079	VNM	Viet Nam	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	2.98139	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	704	105.802499	10.09643079	VNM	Viet Nam	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	4.68033	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	704	105.802499	10.09643079	VNM	Viet Nam	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	7.91631	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	704	105.802499	10.09643079	VNM	Viet Nam	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	8.34825	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	705	14.82209486	46.11958061	SVN	Slovenia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	13.57862	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	705	14.82209486	46.11958061	SVN	Slovenia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	12.30532	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	705	14.82209486	46.11958061	SVN	Slovenia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	11.47365	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	705	14.82209486	46.11958061	SVN	Slovenia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	12.78943	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	705	14.82209486	46.11958061	SVN	Slovenia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	12.63015	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	706	46.20367477	4.406485729	SOM	Somalia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	0	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	706	46.20367477	4.406485729	SOM	Somalia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	0.04937	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	706	46.20367477	4.406485729	SOM	Somalia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	0.48738	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	706	46.20367477	4.406485729	SOM	Somalia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	0.01061	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	706	46.20367477	4.406485729	SOM	Somalia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	0.01061	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	710	24.67184355	-29.99957544	ZAF	South Africa	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	11.89497	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	710	24.67184355	-29.99957544	ZAF	South Africa	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	11.35651	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	710	24.67184355	-29.99957544	ZAF	South Africa	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	10.47423	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	710	24.67184355	-29.99957544	ZAF	South Africa	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	9.30658	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	710	24.67184355	-29.99957544	ZAF	South Africa	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	9.25975	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	3.19162	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	2.59344	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	3.4544	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	4.7959	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	4.79448	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	724	-3.554078296	40.39211472	ESP	Spain	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	12.96056	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	724	-3.554078296	40.39211472	ESP	Spain	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	12.96189	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	724	-3.554078296	40.39211472	ESP	Spain	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	10.52186	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	724	-3.554078296	40.39211472	ESP	Spain	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	10.04475	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	724	-3.554078296	40.39211472	ESP	Spain	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	9.99657	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	728	30.32618773	7.290839152	SSD	South Sudan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	728	30.32618773	7.290839152	SSD	South Sudan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	728	30.32618773	7.290839152	SSD	South Sudan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	728	30.32618773	7.290839152	SSD	South Sudan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	728	30.32618773	7.290839152	SSD	South Sudan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	736	29.95650159	16.02643066	SDN	Sudan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	736	29.95650159	16.02643066	SDN	Sudan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	736	29.95650159	16.02643066	SDN	Sudan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	736	29.95650159	16.02643066	SDN	Sudan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	736	29.95650159	16.02643066	SDN	Sudan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	740	-55.90626394	4.132603197	SUR	Suriname	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	5.80433	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	740	-55.90626394	4.132603197	SUR	Suriname	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	5.35909	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	740	-55.90626394	4.132603197	SUR	Suriname	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	6.32124	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	740	-55.90626394	4.132603197	SUR	Suriname	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	5.71592	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	740	-55.90626394	4.132603197	SUR	Suriname	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	5.11677	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	8.55875	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	6.75876	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	6.7568	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	9.94777	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	9.91312	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	752	14.3775338	60.60103109	SWE	Sweden	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	8.29997	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	752	14.3775338	60.60103109	SWE	Sweden	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	8.53431	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	752	14.3775338	60.60103109	SWE	Sweden	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	9.47712	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	752	14.3775338	60.60103109	SWE	Sweden	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	9.16655	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	752	14.3775338	60.60103109	SWE	Sweden	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	9.15822	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	756	8.223158	46.96617097	CHE	Switzerland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	12.54297	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	756	8.223158	46.96617097	CHE	Switzerland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	11.63343	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	756	8.223158	46.96617097	CHE	Switzerland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	11.36332	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	756	8.223158	46.96617097	CHE	Switzerland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	11.60591	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	756	8.223158	46.96617097	CHE	Switzerland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	11.49983	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	1.04351	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	0.90806	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	0.91687	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	0.29955	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	0.31535	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	762	69.294998	38.43069666	TJK	Tajikistan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	2.54787	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	762	69.294998	38.43069666	TJK	Tajikistan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	2.602	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	762	69.294998	38.43069666	TJK	Tajikistan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	2.41393	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	762	69.294998	38.43069666	TJK	Tajikistan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	3.16044	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	762	69.294998	38.43069666	TJK	Tajikistan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	3.28033	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	764	101.0202951	15.13089239	THA	Thailand	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	6.23184	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	764	101.0202951	15.13089239	THA	Thailand	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	6.71594	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	764	101.0202951	15.13089239	THA	Thailand	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	7.64727	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	764	101.0202951	15.13089239	THA	Thailand	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	8.4364	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	764	101.0202951	15.13089239	THA	Thailand	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	8.29748	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	768	0.97835765	8.532096072	TGO	Togo	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	1.89269	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	768	0.97835765	8.532096072	TGO	Togo	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	2.16036	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	768	0.97835765	8.532096072	TGO	Togo	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	2.44677	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	768	0.97835765	8.532096072	TGO	Togo	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	3.08483	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	768	0.97835765	8.532096072	TGO	Togo	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	3.0818	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
