"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2006","Value_2007","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"659","Saint Kitts and Nevis","KNA","-62.76628613","17.33994219","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","2.2","","","","","","","",2010.0,"2.2","Estimated data","World Development Indicators database, World Bank"
"660","Anguilla","AIA","-63.05651612","18.21525315","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"662","Saint Lucia","LCA","-60.96529553","13.89405601","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","11.6","","","","","","","",2010.0,"11.6","Estimated data","World Development Indicators database, World Bank"
"663","Saint Martin (French Part)","MAF","-63.04505461","18.0882685","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"666","Saint Pierre and Miquelon","SPM","-56.33682442","46.85812735","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"670","Saint Vincent and the Grenadines","VCT","-61.19024321","13.24627968","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","4.9","","","","","","","",2010.0,"4.9","Estimated data","World Development Indicators database, World Bank"
"674","San Marino","SMR","12.46329038","43.93841766","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"678","Sao Tome and Principe","STP","6.609772265","0.241554875","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"682","Saudi Arabia","SAU","44.54763347","24.12594211","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"686","Senegal","SEN","-14.46636926","14.35920905","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","11.1","","","",2014.0,"11.1","Estimated data","World Development Indicators database, World Bank"
"688","Serbia","SRB","20.805876","44.03145697","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","6.1","","","","",2013.0,"6.1","Estimated data","World Development Indicators database, World Bank"
"690","Seychelles","SYC","55.46561591","-4.678053059","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"694","Sierra Leone","SLE","-11.78306584","8.568604164","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","46.1",2017.0,"46.1","Estimated data","World Development Indicators database, World Bank"
"702","Singapore","SGP","103.8107883","1.361009155","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"703","Slovakia","SVK","19.48495604","48.70741446","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","4.4","","","","",2013.0,"4.4","Estimated data","World Development Indicators database, World Bank"
"704","Viet Nam","VNM","105.802499","10.09643079","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","26.1","","",2015.0,"26.1","Estimated data","World Development Indicators database, World Bank"
"705","Slovenia","SVN","14.82209486","46.11958061","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","0.2","","","","",2013.0,"0.2","Estimated data","World Development Indicators database, World Bank"
"706","Somalia","SOM","46.20367477","4.406485729","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"710","South Africa","ZAF","24.67184355","-29.99957544","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","4.2","","","","","","","","","",2007.0,"4.2","Estimated data","World Development Indicators database, World Bank"
"716","Zimbabwe","ZWE","29.86909584","-19.00075492","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","17.5","",2016.0,"17.5","Estimated data","World Development Indicators database, World Bank"
"724","Spain","ESP","-3.554078296","40.39211472","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"728","South Sudan","SSD","30.32618773","7.290839152","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","48.0","","","",2014.0,"48.0","Estimated data","World Development Indicators database, World Bank"
"732","Western Sahara","ESH","-13.13515523","24.66265342","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"736","Sudan","SDN","29.95650159","16.02643066","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"740","Suriname","SUR","-55.90626394","4.132603197","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","4.9","","","","","","","",2010.0,"4.9","Estimated data","World Development Indicators database, World Bank"
"744","Svalbard and Jan Mayen Islands","SJM","13.38071013","78.82894131","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"748","Eswatini","SWZ","31.50149288","-26.56471011","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","6.7","",2016.0,"6.7","Estimated data","World Development Indicators database, World Bank"
"752","Sweden","SWE","14.3775338","60.60103109","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","1.9","","","",2014.0,"1.9","Estimated data","World Development Indicators database, World Bank"
"756","Switzerland","CHE","8.223158","46.96617097","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"760","Syrian Arab Republic","SYR","38.50466565","35.01676176","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"762","Tajikistan","TJK","69.294998","38.43069666","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","36.3","","","","",2013.0,"36.3","Estimated data","World Development Indicators database, World Bank"
"764","Thailand","THA","101.0202951","15.13089239","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","9.9","",2016.0,"9.9","Estimated data","World Development Indicators database, World Bank"
"768","Togo","TGO","0.97835765","8.532096072","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","7.0","",2016.0,"7.0","Estimated data","World Development Indicators database, World Bank"
"772","Tokelau","TKL","-171.8154473","-9.214545558","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"776","Tonga","TON","-175.1959991","-21.19511329","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","24.9","","","","","","","","",2009.0,"24.9","Estimated data","World Development Indicators database, World Bank"
"780","Trinidad and Tobago","TTO","-61.29389504","10.41877263","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","10.5","","","","","","","",2010.0,"10.5","Estimated data","World Development Indicators database, World Bank"
"784","United Arab Emirates","ARE","53.98279159","23.43322219","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"788","Tunisia","TUN","9.572737411","34.11439971","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","10.3","","","","",2013.0,"10.3","Estimated data","World Development Indicators database, World Bank"
"792","Turkey","TUR","35.42890329","38.9899684","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","5.4","","","","",2013.0,"5.4","Estimated data","World Development Indicators database, World Bank"
"795","Turkmenistan","TKM","58.9787665","40.0912346","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"796","Turks and Caicos Islands","TCA","-71.745121","21.80780585","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"798","Tuvalu","TUV","178.6679611","-7.460048071","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"800","Uganda","UGA","32.39100438","1.279557331","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","22.0","","","","",2013.0,"22.0","Estimated data","World Development Indicators database, World Bank"
"804","Ukraine","UKR","31.40270802","49.00735945","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","50.4","","","","",2013.0,"50.4","Estimated data","World Development Indicators database, World Bank"
"807","Macedonia, Republic of","MKD","21.7007909","41.60048068","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"807","The former Yugoslav Republic of Macedonia","MKD","21.7007909","41.60048068","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","7.5","","","","",2013.0,"7.5","Estimated data","World Development Indicators database, World Bank"
"818","Egypt","EGY","29.77468534","26.57438204","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","15.2","",2016.0,"15.2","Estimated data","World Development Indicators database, World Bank"
"826","United Kingdom","GBR","-2.23830539","53.27691757","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"831","Guernsey","GGY","-2.200712402","49.71561166","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"832","Jersey","JEY","-2.136773508","49.22353354","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"833","Isle of Man","IMN","-4.538190305","54.22880901","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"834","United Republic of Tanzania","TZA","34.80521182","-6.265332606","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","20.8","","","","",2013.0,"20.8","Estimated data","World Development Indicators database, World Bank"
