GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,TypeOfSkill_Code,TypeOfSkill_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,616,Poland,2016.0,,4.2,Float,ITU World Telecommunication/ICT Indicators database.,,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,616,Poland,2016.0,,1.0,Float,ITU World Telecommunication/ICT Indicators database.,,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,616,Poland,2016.0,,2.6,Float,ITU World Telecommunication/ICT Indicators database.,,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,PERCENT,Percentage,616,Poland,2016.0,,39.4,Float,ITU World Telecommunication/ICT Indicators database.,,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,PERCENT,Percentage,616,Poland,2016.0,,26.0,Float,ITU World Telecommunication/ICT Indicators database.,,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,32.9,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,47.5,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,50.5,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,35.8,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,38.9,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,34.3,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,CMFL,Copying or moving a file or folder,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,48.7,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,34.4,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,CMFL,Copying or moving a file or folder,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,45.4,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,CMFL,Copying or moving a file or folder,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,52.3,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,44.7,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,34.3,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,27.1,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,8.2,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,31.9,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,41.4,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,6.5,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,37.1,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,47.8,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,4.9,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,PERCENT,Percentage,620,Portugal,2016.0,,44.4,Float,ITU World Telecommunication/ICT Indicators database.,,PRT,-7.961599811,39.68509315
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,36.6,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,CMFL,Copying or moving a file or folder,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,60.9,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,CMFL,Copying or moving a file or folder,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,56.1,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,CMFL,Copying or moving a file or folder,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,65.7,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,27.0,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,EMAIL,Sending e-mails with attached files,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,56.0,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,EMAIL,Sending e-mails with attached files,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,59.6,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,33.5,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,EMAIL,Sending e-mails with attached files,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,52.5,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,34.0,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,32.9,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,34.9,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,25.8,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,INST,Connecting and installing new devices,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,27.3,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,40.1,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,31.8,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,26.4,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,39.7,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,26.9,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
