"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","TypeOfSkill_Code","TypeOfSkill_Desc","Value_2012","Value_2013","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"792","Turkey","TUR","35.42890329","38.9899684","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"792","Turkey","TUR","35.42890329","38.9899684","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","79.3557",2015.0,"79.3557","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"792","Turkey","TUR","35.42890329","38.9899684","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","87.08275",2015.0,"87.08275","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"795","Turkmenistan","TKM","58.9787665","40.0912346","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"795","Turkmenistan","TKM","58.9787665","40.0912346","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"795","Turkmenistan","TKM","58.9787665","40.0912346","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"796","Turks and Caicos Islands","TCA","-71.745121","21.80780585","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"796","Turks and Caicos Islands","TCA","-71.745121","21.80780585","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"796","Turks and Caicos Islands","TCA","-71.745121","21.80780585","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"798","Tuvalu","TUV","178.6679611","-7.460048071","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"798","Tuvalu","TUV","178.6679611","-7.460048071","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"798","Tuvalu","TUV","178.6679611","-7.460048071","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"800","Uganda","UGA","32.39100438","1.279557331","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"800","Uganda","UGA","32.39100438","1.279557331","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"800","Uganda","UGA","32.39100438","1.279557331","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"804","Ukraine","UKR","31.40270802","49.00735945","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"804","Ukraine","UKR","31.40270802","49.00735945","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"804","Ukraine","UKR","31.40270802","49.00735945","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"807","Macedonia, Republic of","MKD","21.7007909","41.60048068","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"807","Macedonia, Republic of","MKD","21.7007909","41.60048068","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"807","Macedonia, Republic of","MKD","21.7007909","41.60048068","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"818","Egypt","EGY","29.77468534","26.57438204","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"818","Egypt","EGY","29.77468534","26.57438204","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"818","Egypt","EGY","29.77468534","26.57438204","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"826","United Kingdom","GBR","-2.23830539","53.27691757","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"826","United Kingdom","GBR","-2.23830539","53.27691757","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"826","United Kingdom","GBR","-2.23830539","53.27691757","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"831","Guernsey","GGY","-2.200712402","49.71561166","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"831","Guernsey","GGY","-2.200712402","49.71561166","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"831","Guernsey","GGY","-2.200712402","49.71561166","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"832","Jersey","JEY","-2.136773508","49.22353354","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"832","Jersey","JEY","-2.136773508","49.22353354","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"832","Jersey","JEY","-2.136773508","49.22353354","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"833","Isle of Man","IMN","-4.538190305","54.22880901","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"833","Isle of Man","IMN","-4.538190305","54.22880901","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"833","Isle of Man","IMN","-4.538190305","54.22880901","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"834","Tanzania, United Republic of","TZA","34.80521182","-6.265332606","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"834","Tanzania, United Republic of","TZA","34.80521182","-6.265332606","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"834","Tanzania, United Republic of","TZA","34.80521182","-6.265332606","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"840","United States of America","USA","-99.13830311","39.5277871","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","90.49399","","",2012.0,"90.49399","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"840","United States of America","USA","-99.13830311","39.5277871","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","95.90988","","",2012.0,"95.90988","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"840","United States of America","USA","-99.13830311","39.5277871","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"850","United States Virgin Islands","VIR","-64.76960113","17.73297693","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"850","United States Virgin Islands","VIR","-64.76960113","17.73297693","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"850","United States Virgin Islands","VIR","-64.76960113","17.73297693","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"854","Burkina Faso","BFA","-1.742843829","12.27491081","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"854","Burkina Faso","BFA","-1.742843829","12.27491081","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
