"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"604","Peru","PER","-71.82093277","-13.58939705","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","5.78","","",2014.0,"5.78","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"608","Philippines","PHL","120.8601418","14.16591706","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","2.44","",2015.0,"2.44","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2015."
"612","Pitcairn","PCN","-128.3225873","-24.37538456","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"616","Poland","POL","19.40660158","52.1226733","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","1.57","","",2014.0,"1.57","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"620","Portugal","PRT","-7.961599811","39.68509315","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-2.59","","",2014.0,"-2.59","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"624","Guinea-Bissau","GNB","-14.40182514","12.11760394","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"626","Timor-Leste","TLS","125.9451052","-8.797497247","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"630","Puerto Rico","PRI","-66.47591017","18.22753799","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"634","Qatar","QAT","51.19152467","25.28355379","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"638","Réunion","REU","55.53171398","-21.13183266","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"642","Romania","ROU","24.98481009","45.83893563","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-2.66","","",2014.0,"-2.66","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"643","Russian Federation","RUS","99.01404926","61.61899849","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","1.68","",2015.0,"1.68","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2015."
"646","Rwanda","RWA","29.92310194","-1.999842114","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","0.04","","","",2013.0,"0.04","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2013."
"652","Saint Barthélemy","BLM","-62.83173536","17.89513362","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"654","Saint Helena","SHN","-5.705752501","-15.96503946","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"659","Saint Kitts and Nevis","KNA","-62.76628613","17.33994219","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"660","Anguilla","AIA","-63.05651612","18.21525315","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"662","Saint Lucia","LCA","-60.96529553","13.89405601","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"663","Saint Martin (French Part)","MAF","-63.04505461","18.0882685","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"666","Saint Pierre and Miquelon","SPM","-56.33682442","46.85812735","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"670","Saint Vincent and the Grenadines","VCT","-61.19024321","13.24627968","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"674","San Marino","SMR","12.46329038","43.93841766","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"678","Sao Tome and Principe","STP","6.609772265","0.241554875","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"682","Saudi Arabia","SAU","44.54763347","24.12594211","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"686","Senegal","SEN","-14.46636926","14.35920905","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"688","Serbia","SRB","20.805876","44.03145697","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-1.74","","",2014.0,"-1.74","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2012-2014."
"690","Seychelles","SYC","55.46561591","-4.678053059","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"694","Sierra Leone","SLE","-11.78306584","8.568604164","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"702","Singapore","SGP","103.8107883","1.361009155","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"703","Slovakia","SVK","19.48495604","48.70741446","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-0.41","","",2014.0,"-0.41","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"704","Viet Nam","VNM","105.802499","10.09643079","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","4.51","","",2014.0,"4.51","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2014."
"705","Slovenia","SVN","14.82209486","46.11958061","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-0.96","","",2014.0,"-0.96","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"706","Somalia","SOM","46.20367477","4.406485729","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"710","South Africa","ZAF","24.67184355","-29.99957544","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-1.46","","",2014.0,"-1.46","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2014."
"716","Zimbabwe","ZWE","29.86909584","-19.00075492","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"724","Spain","ESP","-3.554078296","40.39211472","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-4.36","","",2014.0,"-4.36","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"728","South Sudan","SSD","30.32618773","7.290839152","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"732","Western Sahara","ESH","-13.13515523","24.66265342","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"736","Sudan","SDN","29.95650159","16.02643066","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"740","Suriname","SUR","-55.90626394","4.132603197","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"744","Svalbard and Jan Mayen Islands","SJM","13.38071013","78.82894131","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"748","Eswatini","SWZ","31.50149288","-26.56471011","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"752","Sweden","SWE","14.3775338","60.60103109","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","1.52","","",2014.0,"1.52","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"756","Switzerland","CHE","8.223158","46.96617097","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","1.53","","","",2013.0,"1.53","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2008-2013."
"760","Syrian Arab Republic","SYR","38.50466565","35.01676176","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"762","Tajikistan","TJK","69.294998","38.43069666","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","2.34","",2015.0,"2.34","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2009-2015."
"764","Thailand","THA","101.0202951","15.13089239","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","4.81","","","",2013.0,"4.81","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2009-2013."
"768","Togo","TGO","0.97835765","8.532096072","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","2.76","",2015.0,"2.76","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2011-2015."
"772","Tokelau","TKL","-171.8154473","-9.214545558","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"776","Tonga","TON","-175.1959991","-21.19511329","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"780","Trinidad and Tobago","TTO","-61.29389504","10.41877263","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"784","United Arab Emirates","ARE","53.98279159","23.43322219","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"788","Tunisia","TUN","9.572737411","34.11439971","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"792","Turkey","TUR","35.42890329","38.9899684","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","3.79","","",2014.0,"3.79","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2009-2014."
"795","Turkmenistan","TKM","58.9787665","40.0912346","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"796","Turks and Caicos Islands","TCA","-71.745121","21.80780585","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"798","Tuvalu","TUV","178.6679611","-7.460048071","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"800","Uganda","UGA","32.39100438","1.279557331","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","3.59","","","","",2012.0,"3.59","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2009-2012."
