series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	414	47.49305029	29.53949468	KWT	Kuwait	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	414	47.49305029	29.53949468	KWT	Kuwait	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	414	47.49305029	29.53949468	KWT	Kuwait	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	422	35.89391711	33.92152458	LBN	Lebanon	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	422	35.89391711	33.92152458	LBN	Lebanon	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	422	35.89391711	33.92152458	LBN	Lebanon	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	426	28.25362195	-29.58041814	LSO	Lesotho	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	426	28.25362195	-29.58041814	LSO	Lesotho	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	426	28.25362195	-29.58041814	LSO	Lesotho	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	428	26.42461876	56.64196636	LVA	Latvia	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	428	26.42461876	56.64196636	LVA	Latvia	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	428	26.42461876	56.64196636	LVA	Latvia	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	430	-9.311879038	6.448381009	LBR	Liberia	1	FEMALE	PERCENT	Female	Percentage								86.34									2010	86.34	LBR - LFS - Liberia Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	430	-9.311879038	6.448381009	LBR	Liberia	2	BOTHSEX	PERCENT	Both	Percentage								77.58									2010	77.58	LBR - LFS - Liberia Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	430	-9.311879038	6.448381009	LBR	Liberia	3	MALE	PERCENT	Male	Percentage								68.83									2010	68.83	LBR - LFS - Liberia Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	434	18.0295985	27.04042819	LBY	Libya	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	434	18.0295985	27.04042819	LBY	Libya	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	434	18.0295985	27.04042819	LBY	Libya	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	440	23.90517807	55.33680309	LTU	Lithuania	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	440	23.90517807	55.33680309	LTU	Lithuania	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	440	23.90517807	55.33680309	LTU	Lithuania	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	442	6.092656563	49.77679538	LUX	Luxembourg	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	442	6.092656563	49.77679538	LUX	Luxembourg	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	442	6.092656563	49.77679538	LUX	Luxembourg	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	450	46.6982339	-19.38514785	MDG	Madagascar	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	450	46.6982339	-19.38514785	MDG	Madagascar	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	450	46.6982339	-19.38514785	MDG	Madagascar	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	454	33.4884625	-13.40819859	MWI	Malawi	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	454	33.4884625	-13.40819859	MWI	Malawi	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	454	33.4884625	-13.40819859	MWI	Malawi	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	458	116.8346314	5.452415309	MYS	Malaysia	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	458	116.8346314	5.452415309	MYS	Malaysia	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	458	116.8346314	5.452415309	MYS	Malaysia	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	462	73.09672546	-0.614385021	MDV	Maldives	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	462	73.09672546	-0.614385021	MDV	Maldives	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	462	73.09672546	-0.614385021	MDV	Maldives	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	466	-3.522016039	17.35311254	MLI	Mali	1	FEMALE	PERCENT	Female	Percentage												95.75	96.93			96.34	2015	96.93	MLI - LFS - Continous Household Employment Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	466	-3.522016039	17.35311254	MLI	Mali	2	BOTHSEX	PERCENT	Both	Percentage												89.9	92.09			90.995	2015	92.09	MLI - LFS - Continous Household Employment Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	466	-3.522016039	17.35311254	MLI	Mali	3	MALE	PERCENT	Male	Percentage												84.89	87.95			86.42	2015	87.95	MLI - LFS - Continous Household Employment Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	470	14.44617519	35.89194275	MLT	Malta	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	470	14.44617519	35.89194275	MLT	Malta	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	470	14.44617519	35.89194275	MLT	Malta	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	474	-60.91544135	14.56086108	MTQ	Martinique	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	474	-60.91544135	14.56086108	MTQ	Martinique	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	474	-60.91544135	14.56086108	MTQ	Martinique	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	478	-10.33187259	20.26089546	MRT	Mauritania	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	478	-10.33187259	20.26089546	MRT	Mauritania	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	478	-10.33187259	20.26089546	MRT	Mauritania	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	480	57.568022	-20.28581998	MUS	Mauritius	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	480	57.568022	-20.28581998	MUS	Mauritius	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	480	57.568022	-20.28581998	MUS	Mauritius	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	484	-102.5148166	23.93378032	MEX	Mexico	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	484	-102.5148166	23.93378032	MEX	Mexico	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	484	-102.5148166	23.93378032	MEX	Mexico	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	492	7.424214814	43.73532918	MCO	Monaco	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	492	7.424214814	43.73532918	MCO	Monaco	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	492	7.424214814	43.73532918	MCO	Monaco	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	496	103.0728057	46.83892054	MNG	Mongolia	1	FEMALE	PERCENT	Female	Percentage						24.13	20.54	25.23	32.22	34.4	34.71	26.82	26.33	26.94		28.7	2016	26.94	MNG - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	496	103.0728057	46.83892054	MNG	Mongolia	2	BOTHSEX	PERCENT	Both	Percentage						27.23	25.28	29.38	35.69	36.96	38.29	31.22	30.95	30.08		32.635	2016	30.08	MNG - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	496	103.0728057	46.83892054	MNG	Mongolia	3	MALE	PERCENT	Male	Percentage						30.26	29.81	33.27	38.85	39.36	41.65	35.36	35.29	33.09		36.3475	2016	33.09	MNG - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	499	19.25214024	42.78717043	MNE	Montenegro	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	499	19.25214024	42.78717043	MNE	Montenegro	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	499	19.25214024	42.78717043	MNE	Montenegro	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	500	-62.19261223	16.73558313	MSR	Montserrat	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	500	-62.19261223	16.73558313	MSR	Montserrat	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	500	-62.19261223	16.73558313	MSR	Montserrat	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	504	-6.281942841	31.8440131	MAR	Morocco	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	504	-6.281942841	31.8440131	MAR	Morocco	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	504	-6.281942841	31.8440131	MAR	Morocco	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	FEMALE	PERCENT	Female	Percentage													92.25			92.25	2015	92.25	MOZ - HS - Household budget Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	2	BOTHSEX	PERCENT	Both	Percentage													86.71			86.71	2015	86.71	MOZ - HS - Household budget Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	3	MALE	PERCENT	Male	Percentage													83.86			83.86	2015	83.86	MOZ - HS - Household budget Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	512	57.87743482	21.98805614	OMN	Oman	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	512	57.87743482	21.98805614	OMN	Oman	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	512	57.87743482	21.98805614	OMN	Oman	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	516	17.21907885	-22.13817068	NAM	Namibia	1	FEMALE	PERCENT	Female	Percentage										44.8	49.28	47.49		61.86		52.8766666666667	2016	61.86	NAM - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	516	17.21907885	-22.13817068	NAM	Namibia	2	BOTHSEX	PERCENT	Both	Percentage										41.51	46.26	43.98		61.07		50.4366666666667	2016	61.07	NAM - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	516	17.21907885	-22.13817068	NAM	Namibia	3	MALE	PERCENT	Male	Percentage										38.46	43.2	40.79		60.29		48.0933333333333	2016	60.29	NAM - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	520	166.92313	-0.528742623	NRU	Nauru	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	520	166.92313	-0.528742623	NRU	Nauru	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	520	166.92313	-0.528742623	NRU	Nauru	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	524	83.94678863	28.25866332	NPL	Nepal	1	FEMALE	PERCENT	Female	Percentage						99.44											2008	99.44	NPL - LFS - Nepal Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	524	83.94678863	28.25866332	NPL	Nepal	2	BOTHSEX	PERCENT	Both	Percentage						99.01											2008	99.01	NPL - LFS - Nepal Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	524	83.94678863	28.25866332	NPL	Nepal	3	MALE	PERCENT	Male	Percentage						98.82											2008	98.82	NPL - LFS - Nepal Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	528	5.331480568	51.86728884	NLD	Netherlands	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	528	5.331480568	51.86728884	NLD	Netherlands	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	528	5.331480568	51.86728884	NLD	Netherlands	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	531	-68.95033464	12.15058042	CUW	Curaçao	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	531	-68.95033464	12.15058042	CUW	Curaçao	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	531	-68.95033464	12.15058042	CUW	Curaçao	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	533	-69.97050586	12.50878756	ABW	Aruba	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	533	-69.97050586	12.50878756	ABW	Aruba	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	533	-69.97050586	12.50878756	ABW	Aruba	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	FEMALE	PERCENT	Female	Percentage																				
