"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","TypeOfMobileTechnology_Code","TypeOfMobileTechnology_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"784","United Arab Emirates","ARE","53.98279159","23.43322219","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"788","Tunisia","TUN","9.572737411","34.11439971","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"788","Tunisia","TUN","9.572737411","34.11439971","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"788","Tunisia","TUN","9.572737411","34.11439971","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"792","Turkey","TUR","35.42890329","38.9899684","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"792","Turkey","TUR","35.42890329","38.9899684","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"792","Turkey","TUR","35.42890329","38.9899684","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"795","Turkmenistan","TKM","58.9787665","40.0912346","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"795","Turkmenistan","TKM","58.9787665","40.0912346","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"795","Turkmenistan","TKM","58.9787665","40.0912346","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"796","Turks and Caicos Islands","TCA","-71.745121","21.80780585","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"796","Turks and Caicos Islands","TCA","-71.745121","21.80780585","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"796","Turks and Caicos Islands","TCA","-71.745121","21.80780585","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"798","Tuvalu","TUV","178.6679611","-7.460048071","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"798","Tuvalu","TUV","178.6679611","-7.460048071","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"798","Tuvalu","TUV","178.6679611","-7.460048071","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"800","Uganda","UGA","32.39100438","1.279557331","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"800","Uganda","UGA","32.39100438","1.279557331","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"800","Uganda","UGA","32.39100438","1.279557331","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"804","Ukraine","UKR","31.40270802","49.00735945","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"804","Ukraine","UKR","31.40270802","49.00735945","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"804","Ukraine","UKR","31.40270802","49.00735945","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"807","Macedonia, Republic of","MKD","21.7007909","41.60048068","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"807","Macedonia, Republic of","MKD","21.7007909","41.60048068","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"807","Macedonia, Republic of","MKD","21.7007909","41.60048068","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"818","Egypt","EGY","29.77468534","26.57438204","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"818","Egypt","EGY","29.77468534","26.57438204","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"818","Egypt","EGY","29.77468534","26.57438204","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"826","United Kingdom","GBR","-2.23830539","53.27691757","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"826","United Kingdom","GBR","-2.23830539","53.27691757","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"826","United Kingdom","GBR","-2.23830539","53.27691757","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"831","Guernsey","GGY","-2.200712402","49.71561166","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"831","Guernsey","GGY","-2.200712402","49.71561166","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"831","Guernsey","GGY","-2.200712402","49.71561166","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"832","Jersey","JEY","-2.136773508","49.22353354","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"832","Jersey","JEY","-2.136773508","49.22353354","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"832","Jersey","JEY","-2.136773508","49.22353354","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"833","Isle of Man","IMN","-4.538190305","54.22880901","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"833","Isle of Man","IMN","-4.538190305","54.22880901","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"833","Isle of Man","IMN","-4.538190305","54.22880901","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"834","Tanzania, United Republic of","TZA","34.80521182","-6.265332606","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"834","Tanzania, United Republic of","TZA","34.80521182","-6.265332606","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"834","Tanzania, United Republic of","TZA","34.80521182","-6.265332606","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"840","United States of America","USA","-99.13830311","39.5277871","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"840","United States of America","USA","-99.13830311","39.5277871","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"840","United States of America","USA","-99.13830311","39.5277871","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"850","United States Virgin Islands","VIR","-64.76960113","17.73297693","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"850","United States Virgin Islands","VIR","-64.76960113","17.73297693","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"850","United States Virgin Islands","VIR","-64.76960113","17.73297693","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"854","Burkina Faso","BFA","-1.742843829","12.27491081","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"854","Burkina Faso","BFA","-1.742843829","12.27491081","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"854","Burkina Faso","BFA","-1.742843829","12.27491081","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"858","Uruguay","URY","-56.01387025","-32.8002838","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"858","Uruguay","URY","-56.01387025","-32.8002838","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"858","Uruguay","URY","-56.01387025","-32.8002838","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"860","Uzbekistan","UZB","63.11944558","41.77560518","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"860","Uzbekistan","UZB","63.11944558","41.77560518","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","","","",""
"860","Uzbekistan","UZB","63.11944558","41.77560518","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","","","",""
