series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of speed	Units description	Type of speed description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	74	3.410732868	-54.43295905	BVT	Bouvet Island	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	76	-53.08432878	-10.77668561	BRA	Brazil	1	NUMBER	ANYS	Number	any speed	1e+05	331000	731000	966252	3157466	3233800	4767007	7609452	10016914	11729995	14100890	17833051	19119646	21360635	23588919	24944252	26752564	23153203.2	2016	26752564	Agência Nacional de Telecomunicaçoes	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	76	-53.08432878	-10.77668561	BRA	Brazil	2	NUMBER	10MBPS	Number	10 mbps and over												3747369	4047377	4530212	11893977	13286229	9410293	8633617.6	2016	9410293	Agência Nacional de Telecomunicaçoes	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	76	-53.08432878	-10.77668561	BRA	Brazil	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps												8667035	9360903	10477621	4714787	5729736	7766831	7609975.6	2016	7766831	Agência Nacional de Telecomunicaçoes	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	76	-53.08432878	-10.77668561	BRA	Brazil	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps												4287383	4630624	5183038	6980155	5928286	9575440	6459508.6	2016	9575440	Agência Nacional de Telecomunicaçoes	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	84	-88.70199554	17.19965901	BLZ	Belize	1	NUMBER	ANYS	Number	any speed				940	2827	5022	7245	7480	8047	8340	8915	9698	9973	9900	9900	17379	22000	13830.4	2016	22000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	84	-88.70199554	17.19965901	BLZ	Belize	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	84	-88.70199554	17.19965901	BLZ	Belize	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps										815	3100	9101	8684	10171		12662		10505.6666666667	2015	12662	Belize Telemedia Limited	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	84	-88.70199554	17.19965901	BLZ	Belize	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											150	461	1289	2497		4014		2600	2015	4014	Belize Telemedia Limited	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	NUMBER	ANYS	Number	any speed					200	450	650	1000	1500	2000	2522	2430	2132	1884	1335	1420	1639	1682	2016	1639	Telecommunications Commission of the Solomon Islands	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	NUMBER	10MBPS	Number	10 mbps and over																	0	0	2016	0	Telecommunications Commission of the Solomon Islands	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																1420	1272	1346	2016	1272	Telecommunications Commission of the Solomon Islands	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	90	160.1584117	-9.622391719	SLB	Solomon Islands	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	NUMBER	ANYS	Number	any speed										7690	6879	7301	7435	6182	6393	7000		6752.5	2015	7000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	NUMBER	ANYS	Number	any speed		1896	2757	3838	6262	8126	8964	11617	16891	20029	21699	23185	19849	27557	30259	34425	36116	29641.2	2016	36116	Authority for Info-communications Technology Industry of Brunei Darussalam	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	NUMBER	10MBPS	Number	10 mbps and over																3919	6192	5055.5	2016	6192	Authority for Info-communications Technology Industry of Brunei Darussalam	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																8954	6939	7946.5	2016	6939	Authority for Info-communications Technology Industry of Brunei Darussalam	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																21552	22985	22268.5	2016	22985	Authority for Info-communications Technology Industry of Brunei Darussalam	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	100	25.23763153	42.75731323	BGR	Bulgaria	1	NUMBER	ANYS	Number	any speed					6651	165469	384672	629076	843552	998035	1124723	1256796	1331746	1421552	1480889	1614541	1697590	1509263.6	2016	1697590	Communications Regulation Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	100	25.23763153	42.75731323	BGR	Bulgaria	2	NUMBER	10MBPS	Number	10 mbps and over									385499	583224	816928	1077771	1219770	1322205	1417140	1554415	1634246	1429555.2	2016	1634246	Communications Regulation Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	100	25.23763153	42.75731323	BGR	Bulgaria	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps									115883	32666	20929	14968	4734	1459	2637	2320	738	2377.6	2016	738	Communications Regulation Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	100	25.23763153	42.75731323	BGR	Bulgaria	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps									317244	342315	250429	131930	81748	72915	61112	57806	62606	67237.4	2016	62606	Communications Regulation Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	104	96.51752295	21.19332882	MMR	Myanmar	1	NUMBER	ANYS	Number	any speed						243	3961	6466	9995	23240	22950	21898				32921	89686	61303.5	2016	89686	Posts and Telecommunications Department, Ministry of Transport and Communications 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	104	96.51752295	21.19332882	MMR	Myanmar	2	NUMBER	10MBPS	Number	10 mbps and over																933	28753	14843	2016	28753	Posts and Telecommunications Department, Ministry of Transport and Communications 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	104	96.51752295	21.19332882	MMR	Myanmar	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																147711	25304	86507.5	2016	25304	Posts and Telecommunications Department, Ministry of Transport and Communications 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	104	96.51752295	21.19332882	MMR	Myanmar	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																44035	9629	26832	2016	9629	Posts and Telecommunications Department, Ministry of Transport and Communications 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	108	29.89080992	-3.366387428	BDI	Burundi	1	NUMBER	ANYS	Number	any speed									160	160	352	497	702	1534	1700	3639	3945	2304	2016	3945	Agence de Régulation et de Contrôle des Télécommunications 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	108	29.89080992	-3.366387428	BDI	Burundi	2	NUMBER	10MBPS	Number	10 mbps and over													2					2	2012	2	Agence de Régulation et de Contrôle des Télécommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	108	29.89080992	-3.366387428	BDI	Burundi	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps											28	280	344			485	535	454.666666666667	2016	535	Agence de Régulation et de Contrôle des Télécommunications 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	108	29.89080992	-3.366387428	BDI	Burundi	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											2	3	8					8	2012	8	Agence de Régulation et de Contrôle des Télécommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	112	28.04940161	53.54193075	BLR	Belarus	1	NUMBER	ANYS	Number	any speed			20	123	750	1564	11419	169806	477980	1092290	1666631	2098068	2531842	2785842	2684347	2903497	3067529	2794611.4	2016	3067529	Ministry of Communications and Informatization	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	112	28.04940161	53.54193075	BLR	Belarus	2	NUMBER	10MBPS	Number	10 mbps and over												83215	121299	115524	243112	515002	953134	389614.2	2016	953134	Ministry of Communications and Informatization	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	112	28.04940161	53.54193075	BLR	Belarus	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps												1125883	1427277	1439003	684625	281219	184020	803228.8	2016	184020	Ministry of Communications and Informatization	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	112	28.04940161	53.54193075	BLR	Belarus	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps												794578	917355	1172162	1659756	2107276	1930375	1557384.8	2016	1930375	Ministry of Communications and Informatization	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	116	104.922836	12.71163737	KHM	Cambodia	1	NUMBER	ANYS	Number	any speed			50	419	780	1000	2900	8450	16594	30000	35666	22000	29734	32648	66111	83504	96706	61740.6	2016	96706	Telecommunication Regulator of Cambodia (TRC)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	116	104.922836	12.71163737	KHM	Cambodia	2	NUMBER	10MBPS	Number	10 mbps and over																30136	51023	40579.5	2016	51023	Telecommunication Regulator of Cambodia (TRC)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	116	104.922836	12.71163737	KHM	Cambodia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																1503	2030	1766.5	2016	2030	Telecommunication Regulator of Cambodia (TRC)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	116	104.922836	12.71163737	KHM	Cambodia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																51865	43653	47759	2016	43653	Telecommunication Regulator of Cambodia (TRC)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	120	12.7419827	5.692387031	CMR	Cameroon	1	NUMBER	ANYS	Number	any speed						202	421	640	860	900	5954	10713	13846	16900	16248	16000	45974	21793.6	2016	45974	Agence de Régulation des Télécommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	120	12.7419827	5.692387031	CMR	Cameroon	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	120	12.7419827	5.692387031	CMR	Cameroon	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	120	12.7419827	5.692387031	CMR	Cameroon	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	124	-101.6575058	57.72360191	CAN	Canada	1	NUMBER	ANYS	Number	any speed	1410932	2836000	3515000	4513000	5416000	7004000	8044000	9075322	9842303	10290000	10817103	11282579	11689914	12094461	12568000	13030000	13387425	12553960	2016	13387425	Canadian Radio-television and Telecommunications Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	124	-101.6575058	57.72360191	CAN	Canada	2	NUMBER	10MBPS	Number	10 mbps and over										1957164	2633351	3120667	4426357	6800018	8256000	9315000	10159542	7791383.4	2016	10159542	Canadian Radio-television and Telecommunications Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	124	-101.6575058	57.72360191	CAN	Canada	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps										1339147	696678	428870	373401	365450	307000	175000	135817	271333.6	2016	135817	Canadian Radio-television and Telecommunications Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	124	-101.6575058	57.72360191	CAN	Canada	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps										7031583	7854023	7727927	6890242	4929532	4006000	3541000	3092066	4491768	2016	3092066	Canadian Radio-television and Telecommunications Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	NUMBER	ANYS	Number	any speed					283	937	1814	3833	7380	10972	16071	21332	19853	21202	19076	16568	15541	18448	2016	15541	Agência Nacional das Comunicações - ANAC	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	NUMBER	10MBPS	Number	10 mbps and over													8658				11342	10000	2016	11342	Agência Nacional das Comunicações - ANAC	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps													7088		6939	6136		6721	2015	6136	Agencia Nacional das Comunicaçoes	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps													3357		12137	10432	4199	7531.25	2016	4199	Agência Nacional das Comunicações - ANAC	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	NUMBER	ANYS	Number	any speed									17530	18295	18852	18816	19325	20335	23469	27383	24535	23009.4	2016	24535	Utility Regulation and Competition Office 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	NUMBER	10MBPS	Number	10 mbps and over																	6509	6509	2016	6509	NA	
