series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	2	PER_100000_POP	MP	Per 100,000 population	P	17	11	11	15	8.5	7.4	14	13	13	9.5	16	18	32	3.2	5.3	7.4	6.3	10.84	2016	6.3	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	15	9.1	9.1	13	7.3	6.3	12	11	11	8.1	14	15	27	2.7	4.5	6.3	5.4	9.18	2016	5.4	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	674	12.46329038	43.93841766	SMR	San Marino	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	4.8	0	4.7	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	674	12.46329038	43.93841766	SMR	San Marino	2	PER_100000_POP	MP	Per 100,000 population	P	4.2	0	4.1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	674	12.46329038	43.93841766	SMR	San Marino	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	3.6	0	3.5	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	163	160	157	146	134	121	108	144	142	139	122	111	122	102	109	100	101	106.8	2016	101	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	2	PER_100000_POP	MP	Per 100,000 population	P	114	112	110	109	107	105	103	101	99	98	96	94	93	91	97	97	99	95.4	2016	99	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	74	73	71	76	83	90	98	65	64	63	73	79	67	81	85	94	96	84.6	2016	96	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	22	21	20	20	19	20	20	21	21	20	22	19	17	15	14	14	12	14.4	2016	12	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	682	44.54763347	24.12594211	SAU	Saudi Arabia	2	PER_100000_POP	MP	Per 100,000 population	P	19	18	18	17	16	17	18	18	18	17	19	16	15	13	12	12	10	12.4	2016	10	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	682	44.54763347	24.12594211	SAU	Saudi Arabia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	16	15	15	14	14	15	15	15	15	15	16	14	12	11	10	10	8.9	10.38	2016	8.9	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	686	-14.46636926	14.35920905	SEN	Senegal	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	222	218	214	210	206	202	199	197	196	195	195	195	195	183	196	198	193	193	2016	193	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	686	-14.46636926	14.35920905	SEN	Senegal	2	PER_100000_POP	MP	Per 100,000 population	P	155	153	150	147	144	141	139	138	137	136	136	136	136	136	138	139	140	137.8	2016	140	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	686	-14.46636926	14.35920905	SEN	Senegal	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	100	99	97	95	93	92	90	89	89	88	88	88	88	97	89	90	95	91.8	2016	95	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	688	20.805876	44.03145697	SRB	Serbia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound						46	46	42	40	37	34	32	28	31	27	25	22	26.6	2016	22	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	688	20.805876	44.03145697	SRB	Serbia	2	PER_100000_POP	MP	Per 100,000 population	P						40	39	36	34	32	30	28	24	27	24	21	19	23	2016	19	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	688	20.805876	44.03145697	SRB	Serbia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound						34	34	31	29	27	25	24	21	23	20	18	16	19.6	2016	16	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	690	55.46561591	-4.678053059	SYC	Seychelles	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	33	31	46	15	27	21	26	26	8.8	22	25	30	29	34	19	11	17	22	2016	17	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	690	55.46561591	-4.678053059	SYC	Seychelles	2	PER_100000_POP	MP	Per 100,000 population	P	28	26	40	13	24	18	23	22	7.6	19	21	26	25	30	16	9.8	15	19.16	2016	15	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	690	55.46561591	-4.678053059	SYC	Seychelles	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	24	23	34	11	20	16	20	19	6.5	16	18	23	21	25	14	8.4	13	16.28	2016	13	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	436	441	444	447	449	451	453	454	455	454	416	422	418	446	442	438	435	435.8	2016	435	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	694	-11.78306584	8.568604164	SLE	Sierra Leone	2	PER_100000_POP	MP	Per 100,000 population	P	305	309	311	313	314	316	317	318	318	318	317	316	314	313	310	307	304	309.6	2016	304	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	694	-11.78306584	8.568604164	SLE	Sierra Leone	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	197	200	201	202	203	204	205	206	206	206	231	225	226	202	200	198	195	204.2	2016	195	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	702	103.8107883	1.361009155	SGP	Singapore	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	59	51	49	49	43	41	38	38	43	41	41	42	58	54	53	52	58	55	2016	58	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	702	103.8107883	1.361009155	SGP	Singapore	2	PER_100000_POP	MP	Per 100,000 population	P	51	44	42	43	38	35	33	33	37	35	35	36	50	46	46	45	51	47.6	2016	51	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	702	103.8107883	1.361009155	SGP	Singapore	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	43	38	36	37	32	30	28	28	32	30	30	31	43	40	39	39	43	40.8	2016	43	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	703	19.48495604	48.70741446	SVK	Slovakia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	25	24	24	24	16	17	17	15	14	11	10	9.3	7.9	9.7	7.8	7.5	6.9	7.96	2016	6.9	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	703	19.48495604	48.70741446	SVK	Slovakia	2	PER_100000_POP	MP	Per 100,000 population	P	22	21	21	21	14	15	14	13	12	9.6	8.7	8	6.8	8.4	6.8	6.5	5.9	6.88	2016	5.9	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	703	19.48495604	48.70741446	SVK	Slovakia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	18	18	18	18	12	13	12	11	11	8.3	7.4	6.9	5.8	7.2	5.8	5.6	5.1	5.9	2016	5.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	704	105.802499	10.09643079	VNM	Viet Nam	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	281	275	269	264	258	252	246	225	217	210	202	193	183	179	173	166	159	172	2016	159	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	704	105.802499	10.09643079	VNM	Viet Nam	2	PER_100000_POP	MP	Per 100,000 population	P	197	192	189	185	181	176	172	168	164	159	155	151	147	144	140	137	133	140.2	2016	133	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	704	105.802499	10.09643079	VNM	Viet Nam	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	127	125	122	119	117	114	111	119	118	115	114	114	116	113	111	110	109	111.8	2016	109	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	705	14.82209486	46.11958061	SVN	Slovenia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	25	24	23	19	17	18	14	14	14	12	11	12	8.6	8.9	9.1	8.3	7.5	8.48	2016	7.5	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	705	14.82209486	46.11958061	SVN	Slovenia	2	PER_100000_POP	MP	Per 100,000 population	P	21	21	20	16	14	15	12	12	12	11	9.5	10	7.5	7.7	7.9	7.2	6.5	7.36	2016	6.5	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	705	14.82209486	46.11958061	SVN	Slovenia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	18	18	17	14	12	13	10	10	10	9	8.1	8.7	6.4	6.6	6.7	6.1	5.6	6.28	2016	5.6	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	706	46.20367477	4.406485729	SOM	Somalia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	407	407	408	408	408	407	407	407	408	408	408	409	408	407	391	391	385	396.4	2016	385	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	706	46.20367477	4.406485729	SOM	Somalia	2	PER_100000_POP	MP	Per 100,000 population	P	285	285	285	285	285	285	285	285	286	286	286	286	286	285	274	274	270	277.8	2016	270	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	706	46.20367477	4.406485729	SOM	Somalia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	184	185	185	185	185	185	185	185	185	185	185	185	185	184	177	177	175	179.6	2016	175	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	710	24.67184355	-29.99957544	ZAF	South Africa	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	836	951	1060	1170	1260	1330	1370	1390	1280	1240	1220	1160	1190	1150	1110	1090	1060	1120	2016	1060	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	710	24.67184355	-29.99957544	ZAF	South Africa	2	PER_100000_POP	MP	Per 100,000 population	P	585	666	746	820	883	932	963	977	977	967	948	922	892	860	834	807	781	834.8	2016	781	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	710	24.67184355	-29.99957544	ZAF	South Africa	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	379	431	482	530	571	603	623	632	717	728	710	712	639	612	593	568	543	591	2016	543	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	813	795	773	794	786	840	801	752	695	593	518	504	470	391	366	314	273	362.8	2016	273	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	2	PER_100000_POP	MP	Per 100,000 population	P	605	617	617	617	607	588	561	527	487	450	416	384	355	304	278	242	208	277.4	2016	208	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	426	461	478	462	451	381	363	341	315	326	324	280	256	228	202	179	152	203.4	2016	152	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	724	-3.554078296	40.39211472	ESP	Spain	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	26	22	23	31	18	22	23	22	22	21	20	18	16	15	14	12	12	13.8	2016	12	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	724	-3.554078296	40.39211472	ESP	Spain	2	PER_100000_POP	MP	Per 100,000 population	P	22	19	20	27	16	19	20	19	19	18	17	16	14	13	12	10	10	11.8	2016	10	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	724	-3.554078296	40.39211472	ESP	Spain	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	19	16	17	23	14	16	17	16	17	15	14	13	12	11	10	8.5	8.7	10.04	2016	8.7	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	728	30.32618773	7.290839152	SSD	South Sudan	1	PER_100000_POP	UB	Per 100,000 population	Upper bound												209	209	209	209	209	209	209	2016	209	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	728	30.32618773	7.290839152	SSD	South Sudan	2	PER_100000_POP	MP	Per 100,000 population	P												146	146	146	146	146	146	146	2016	146	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	728	30.32618773	7.290839152	SSD	South Sudan	3	PER_100000_POP	LB	Per 100,000 population	Lower bound												95	95	95	95	95	95	95	2016	95	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	732	-13.13515523	24.66265342	ESH	Western Sahara	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	732	-13.13515523	24.66265342	ESH	Western Sahara	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	736	29.95650159	16.02643066	SDN	Sudan	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	736	29.95650159	16.02643066	SDN	Sudan	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	736	29.95650159	16.02643066	SDN	Sudan	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	740	-55.90626394	4.132603197	SUR	Suriname	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	30	25	32	34	31	37	40	40	33	54	58	37	38	41	42	41	32	38.8	2016	32	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	740	-55.90626394	4.132603197	SUR	Suriname	2	PER_100000_POP	MP	Per 100,000 population	P	24	20	25	27	25	29	32	31	26	43	46	29	30	32	33	33	26	30.8	2016	26	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	740	-55.90626394	4.132603197	SUR	Suriname	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	18	15	19	21	19	22	24	24	20	33	35	23	23	25	26	25	20	23.8	2016	20	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	1150	1220	1350	1510	1580	1680	1720	1690	1650	1780	1640	1470	1270	1130	929	704	578	922.2	2016	578	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	748	31.50149288	-26.56471011	SWZ	Swaziland	2	PER_100000_POP	MP	Per 100,000 population	P	831	855	936	1070	1110	1180	1210	1170	1120	1280	1260	1020	861	783	647	485	398	634.8	2016	398	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	748	31.50149288	-26.56471011	SWZ	Swaziland	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	563	552	600	702	714	769	783	742	700	856	932	654	533	499	414	307	252	401	2016	252	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	752	14.3775338	60.60103109	SWE	Sweden	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	6.2	5.9	5.6	5.9	6.3	7.9	7.2	6.7	7.4	8.2	8.7	7.6	8.3	8.4	8.7	11	9.5	9.18	2016	9.5	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	752	14.3775338	60.60103109	SWE	Sweden	2	PER_100000_POP	MP	Per 100,000 population	P	5.4	5.1	4.8	5.1	5.5	6.9	6.2	5.8	6.4	7.1	7.5	6.5	7.1	7.3	7.5	9.2	8.2	7.86	2016	8.2	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	752	14.3775338	60.60103109	SWE	Sweden	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	4.6	4.4	4.1	4.4	4.7	5.9	5.3	4.9	5.5	6	6.4	5.6	6.1	6.2	6.4	7.9	7	6.72	2016	7	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	756	8.223158	46.96617097	CHE	Switzerland	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	11	10	11	10	10	9.2	8.4	7.4	8	8.6	8.6	8.8	6.9	7.6	6.8	8.5	9.1	7.78	2016	9.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	756	8.223158	46.96617097	CHE	Switzerland	2	PER_100000_POP	MP	Per 100,000 population	P	9.3	8.8	9.4	9	8.6	8	7.3	6.4	7	7.5	7.5	7.6	6	6.6	5.9	7.3	7.8	6.72	2016	7.8	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	756	8.223158	46.96617097	CHE	Switzerland	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	7.9	7.5	8.1	7.7	7.4	6.8	6.2	5.5	6	6.4	6.4	6.5	5.1	5.6	5.1	6.3	6.7	5.76	2016	6.7	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	49	47	44	44	41	37	33	34	29	31	28	27	23	22	29	25	26	25	2016	26	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	2	PER_100000_POP	MP	Per 100,000 population	P	39	37	35	35	32	29	26	27	23	24	22	22	18	17	23	19	21	19.6	2016	21	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	30	29	27	26	25	23	20	21	18	19	17	17	14	13	17	15	16	15	2016	16	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	762	69.294998	38.43069666	TJK	Tajikistan	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	236	238	236	229	221	209	195	178	164	153	142	131	121	112	103	109	108	110.6	2016	108	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	762	69.294998	38.43069666	TJK	Tajikistan	2	PER_100000_POP	MP	Per 100,000 population	P	219	222	220	215	207	196	183	169	155	141	128	117	108	100	91	86	85	94	2016	85	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	762	69.294998	38.43069666	TJK	Tajikistan	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	203	207	206	201	193	183	172	160	145	130	115	104	95	88	80	66	65	78.8	2016	65	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	764	101.0202951	15.13089239	THA	Thailand	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	391	397	395	387	376	362	347	332	318	289	268	260	262	252	247	259	261	256.2	2016	261	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	764	101.0202951	15.13089239	THA	Thailand	2	PER_100000_POP	MP	Per 100,000 population	P	241	245	244	240	232	224	215	205	196	188	181	176	172	170	171	172	172	171.4	2016	172	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	764	101.0202951	15.13089239	THA	Thailand	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	128	130	129	127	123	119	114	109	104	109	111	108	101	104	109	102	102	103.6	2016	102	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	768	0.97835765	8.532096072	TGO	Togo	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	74	76	79	86	95	101	106	109	111	110	108	104	99	92	83	69	56	79.8	2016	56	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	768	0.97835765	8.532096072	TGO	Togo	2	PER_100000_POP	MP	Per 100,000 population	P	52	53	56	60	66	71	74	77	78	77	76	73	69	64	58	52	46	57.8	2016	46	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
