series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	832	-2.136773508	49.22353354	JEY	Jersey	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	PERCENT	Percentage						0.02	0.3	0.02	0.12	0.07	0.08	0.15	0.11	0.08	0.11	0.11	0.08	0.12	0.13	0.14	1.1	1.21	1	0.86	0.81	0.85	0.87	0.878	2016	0.87	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	840	-99.13830311	39.5277871	USA	United States of America	1	PERCENT	Percentage	0.02	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	2016	0.04	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	PERCENT	Percentage	4.5	3.6	5.75	5.03	4.24	3.29	2.94	3.02	2.56	2.32	2.56	1.77	1.83	1.28	0.92	1.04	1.16	1.25	1.19	1.15	1.34	2.06	1.88	2.58	3.2	3.8	3.47	2.986	2016	3.47	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	858	-56.01387025	-32.8002838	URY	Uruguay	1	PERCENT	Percentage												0	0.26	0.51	0.51	0.44	0.45	0.41	0.36	0.32	0.31	0.27	0.18	0.16	0.16	0.16	0.16	0.164	2016	0.16	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	PERCENT	Percentage																	5.18	7.59	10.18	6.15	7.27	9.31	10.99	11.59	9.24	4.58	3.69	8.018	2016	3.69	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	PERCENT	Percentage	0	0	0	0	0	0	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.25	0.13	0.1	0.09	0.07	0.04	0.04	0.04	0.04	0.03	0.03	0.03			0.03	2014	0.03	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	882	-172.4430749	-13.61541469	WSM	Samoa	1	PERCENT	Percentage	34.19	27.87	30.23	24.04	16.73	18.02	17.72	16.32	15.59	17.26	16.73	16.48	15.62	13.28	0.21	17.64	17.13	17.54	16.92	21.3	21.54	21.57	22.18	20.45	17.48	16.31	4.87	16.258	2016	4.87	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	887	45.22389143	15.22242099	YEM	Yemen	1	PERCENT	Percentage	26.53	16.83	15.75	19.35	25.42	25.37	19.61	17.09	19.01	16.01	13.37	13.14	12.1	10.78	9.24	7.66	6.72	6.1	5.24	4.62	4.94	4.29	9.47	8.27	7.75	8.88	12.26	9.326	2016	12.26	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	894	27.850329	-14.59701056	ZMB	Zambia	1	PERCENT	Percentage														0.74	0.78	0.63	0.45	0.42	0.38	0.27	0.22	0.2	0.29	0.19	0.21	0.22	0.18	0.218	2016	0.18	World Development Indicators, World Bank	
