"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2015.0","Value_2016.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"747","Northern Africa and Western Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"747","Northern Africa and Western Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"747","Northern Africa and Western Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"753","Eastern and South-Eastern Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"753","Eastern and South-Eastern Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"753","Eastern and South-Eastern Asia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"827","United Kingdom (England and Wales)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"827","United Kingdom (England and Wales)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"827","United Kingdom (England and Wales)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"828","United Kingdom (Northern Ireland)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"828","United Kingdom (Northern Ireland)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"828","United Kingdom (Northern Ireland)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"829","United Kingdom (Scotland)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"829","United Kingdom (Scotland)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"829","United Kingdom (Scotland)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"830","Channel Islands","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"830","Channel Islands","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"830","Channel Islands","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"891","Serbia and Montenegro [former]","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"891","Serbia and Montenegro [former]","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"891","Serbia and Montenegro [former]","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"910","High income economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"910","High income economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"910","High income economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"911","Low income economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"911","Low income economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"911","Low income economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"912","Lower middle economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"912","Lower middle economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"912","Lower middle economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"913","Low and middle income economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"913","Low and middle income economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"913","Low and middle income economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"914","Upper middle economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"914","Upper middle economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"914","Upper middle economies (WB)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"917","International Centers (FAO)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"917","International Centers (FAO)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"917","International Centers (FAO)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"918","European Union (EU) Institutions","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"918","European Union (EU) Institutions","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"918","European Union (EU) Institutions","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"919","Regional Centres (FAO)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"919","Regional Centres (FAO)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"919","Regional Centres (FAO)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"920","Azores Islands","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"920","Azores Islands","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"920","Azores Islands","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
"921","ODA residual","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","",""
"921","ODA residual","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","BOTHSEX","Both sexes","","","","","","","",""
"921","ODA residual","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10","Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","1","VC_VAW_MTUHRA","Number of cases of killings of human rights defenders, journalists and trade unionists","2019.Q1.G.01","NUMBER","Number","G","Global","MALE","Male","","","","","","","",""
