series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	IHR Capacity	Units description	IHR Capacity description	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	4	PERCENT	IHR10	Percentage	 Zoonotic events	38	67	67	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	5	PERCENT	IHR12	Percentage	Chemical events	0	58	54	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	6	PERCENT	IHR04	Percentage	Response	32	71	71	100	100	100	100	94	98.8	2017	94	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	75	50	50	75	100	100	100	100	95	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	8	PERCENT	IHR06	Percentage	Risk communication	50	43	43	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	46	67	93	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	10	PERCENT	IHR05	Percentage	Preparedness	12	42	50	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	11	PERCENT	IHR09	Percentage	Points of entry	21	10	3	35	31	24	24	94	41.6	2017	94	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	66	63	63	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	13	PERCENT	IHR03	Percentage	Surveillance	41	70	70	90	80	80	80	90	84	2017	90	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	1	PERCENT	IHR11	Percentage	Food safety		92	73	80	80		53	73	71.5	2017	73	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	2	PERCENT	IHR07	Percentage	Human resources		25	80	40	40		20	40	35	2017	40	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	3	PERCENT	IHR08	Percentage	Laboratory		70	49	39	47		62	53	50.25	2017	53	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	4	PERCENT	IHR10	Percentage	 Zoonotic events		89	89	89	89		78	89	86.25	2017	89	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	5	PERCENT	IHR12	Percentage	Chemical events		67	31	77	77		62	54	67.5	2017	54	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	6	PERCENT	IHR04	Percentage	Response		43	48	47	94		50	63	63.5	2017	63	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	7	PERCENT	IHR01	Percentage	National legislation, policy and financing		75	75	75	75		75	75	75	2017	75	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	8	PERCENT	IHR06	Percentage	Risk communication		57	43	43	86		14	29	43	2017	29	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	9	PERCENT	IHR13	Percentage	Radionuclear emergencies		58	50	38	38		69	38	45.75	2017	38	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	10	PERCENT	IHR05	Percentage	Preparedness		32	40	8	16		27	60	27.75	2017	60	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	11	PERCENT	IHR09	Percentage	Points of entry		46	60	26	29		46	41	35.5	2017	41	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications		90	100	80	80		63	47	67.5	2017	47	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	788	9.572737411	34.11439971	TUN	Tunisia	13	PERCENT	IHR03	Percentage	Surveillance		75	85	90	95		100	85	92.5	2017	85	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	1	PERCENT	IHR11	Percentage	Food safety	93		80		80			93	86.5	2017	93	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	2	PERCENT	IHR07	Percentage	Human resources	100		100		100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	3	PERCENT	IHR08	Percentage	Laboratory	76		100		96			100	98	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	4	PERCENT	IHR10	Percentage	 Zoonotic events	53		89		89			89	89	2017	89	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	5	PERCENT	IHR12	Percentage	Chemical events	50		69		69			54	61.5	2017	54	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	6	PERCENT	IHR04	Percentage	Response	62		94		94			100	97	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	75		75		75			75	75	2017	75	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	8	PERCENT	IHR06	Percentage	Risk communication	30		57		57			86	71.5	2017	86	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	100		100		92			100	96	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	10	PERCENT	IHR05	Percentage	Preparedness	32		70		61			80	70.5	2017	80	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	11	PERCENT	IHR09	Percentage	Points of entry	78		62		62			97	79.5	2017	97	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	40		100		73			100	86.5	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	792	35.42890329	38.9899684	TUR	Turkey	13	PERCENT	IHR03	Percentage	Surveillance	15		65		60			65	62.5	2017	65	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	PERCENT	IHR11	Percentage	Food safety		92			93				93	2014	93	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	2	PERCENT	IHR07	Percentage	Human resources		75			100				100	2014	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	3	PERCENT	IHR08	Percentage	Laboratory		100			83				83	2014	83	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	4	PERCENT	IHR10	Percentage	 Zoonotic events		89			100				100	2014	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	5	PERCENT	IHR12	Percentage	Chemical events		92			92				92	2014	92	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	6	PERCENT	IHR04	Percentage	Response		93			88				88	2014	88	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	7	PERCENT	IHR01	Percentage	National legislation, policy and financing		50			50				50	2014	50	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	8	PERCENT	IHR06	Percentage	Risk communication		43			57				57	2014	57	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	9	PERCENT	IHR13	Percentage	Radionuclear emergencies		50			69				69	2014	69	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	10	PERCENT	IHR05	Percentage	Preparedness		87			91				91	2014	91	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	11	PERCENT	IHR09	Percentage	Points of entry		95			88				88	2014	88	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications		100			100				100	2014	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	13	PERCENT	IHR03	Percentage	Surveillance		85			85				85	2014	85	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	PERCENT	IHR11	Percentage	Food safety													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	2	PERCENT	IHR07	Percentage	Human resources													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	3	PERCENT	IHR08	Percentage	Laboratory													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	4	PERCENT	IHR10	Percentage	 Zoonotic events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	5	PERCENT	IHR12	Percentage	Chemical events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	6	PERCENT	IHR04	Percentage	Response													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	7	PERCENT	IHR01	Percentage	National legislation, policy and financing													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	8	PERCENT	IHR06	Percentage	Risk communication													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	9	PERCENT	IHR13	Percentage	Radionuclear emergencies													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	10	PERCENT	IHR05	Percentage	Preparedness													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	11	PERCENT	IHR09	Percentage	Points of entry													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	13	PERCENT	IHR03	Percentage	Surveillance													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	PERCENT	IHR11	Percentage	Food safety			100	93		87		67	82.3333333333333	2017	67	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	2	PERCENT	IHR07	Percentage	Human resources			60	60		100		20	60	2017	20	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	3	PERCENT	IHR08	Percentage	Laboratory			100	100		100		69	89.6666666666667	2017	69	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	4	PERCENT	IHR10	Percentage	 Zoonotic events			78	78		89		11	59.3333333333333	2017	11	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	5	PERCENT	IHR12	Percentage	Chemical events			85	82		77		38	65.6666666666667	2017	38	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	6	PERCENT	IHR04	Percentage	Response			100	94		94		82	90	2017	82	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	7	PERCENT	IHR01	Percentage	National legislation, policy and financing			100	100		100		50	83.3333333333333	2017	50	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	8	PERCENT	IHR06	Percentage	Risk communication			100	86		86		86	86	2017	86	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	9	PERCENT	IHR13	Percentage	Radionuclear emergencies			57	54		54		0	36	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	10	PERCENT	IHR05	Percentage	Preparedness			100	91		100		55	82	2017	55	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	11	PERCENT	IHR09	Percentage	Points of entry			100	97		97		58	84	2017	58	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications			100	83		100		83	88.6666666666667	2017	83	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	13	PERCENT	IHR03	Percentage	Surveillance			100	60		75		85	73.3333333333333	2017	85	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	1	PERCENT	IHR11	Percentage	Food safety	6	75	53	87				20	53.5	2017	20	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	2	PERCENT	IHR07	Percentage	Human resources	33	25	40	40				60	50	2017	60	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	3	PERCENT	IHR08	Percentage	Laboratory	81	60	86	100				100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	4	PERCENT	IHR10	Percentage	 Zoonotic events	69	89	67	100				56	78	2017	56	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	5	PERCENT	IHR12	Percentage	Chemical events	7	58	8	38				62	50	2017	62	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	6	PERCENT	IHR04	Percentage	Response	59	78	58	81				76	78.5	2017	76	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	0	50	25	100				50	75	2017	50	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	8	PERCENT	IHR06	Percentage	Risk communication	70	100	71	100				71	85.5	2017	71	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	0	8	0	31				69	50	2017	69	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	10	PERCENT	IHR05	Percentage	Preparedness	7	50	60	80				82	81	2017	82	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	11	PERCENT	IHR09	Percentage	Points of entry	12	0	0	9				0	4.5	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	55	100	70	100				53	76.5	2017	53	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	800	32.39100438	1.279557331	UGA	Uganda	13	PERCENT	IHR03	Percentage	Surveillance	68	65	75	80				60	70	2017	60	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	804	31.40270802	49.00735945	UKR	Ukraine	1	PERCENT	IHR11	Percentage	Food safety						100		53	76.5	2017	53	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	804	31.40270802	49.00735945	UKR	Ukraine	2	PERCENT	IHR07	Percentage	Human resources						100		40	70	2017	40	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	804	31.40270802	49.00735945	UKR	Ukraine	3	PERCENT	IHR08	Percentage	Laboratory						100		66	83	2017	66	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	804	31.40270802	49.00735945	UKR	Ukraine	4	PERCENT	IHR10	Percentage	 Zoonotic events						100		67	83.5	2017	67	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	804	31.40270802	49.00735945	UKR	Ukraine	5	PERCENT	IHR12	Percentage	Chemical events						100		54	77	2017	54	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	804	31.40270802	49.00735945	UKR	Ukraine	6	PERCENT	IHR04	Percentage	Response						100		35	67.5	2017	35	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	804	31.40270802	49.00735945	UKR	Ukraine	7	PERCENT	IHR01	Percentage	National legislation, policy and financing						100		75	87.5	2017	75	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	804	31.40270802	49.00735945	UKR	Ukraine	8	PERCENT	IHR06	Percentage	Risk communication						100		0	50	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	804	31.40270802	49.00735945	UKR	Ukraine	9	PERCENT	IHR13	Percentage	Radionuclear emergencies						92		69	80.5	2017	69	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	804	31.40270802	49.00735945	UKR	Ukraine	10	PERCENT	IHR05	Percentage	Preparedness						100		55	77.5	2017	55	Global Health Observatory (GHO), World Health Organisation (WHO)	
