series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of mobile technology	Units description	Type of mobile technology description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	PERCENT	AL3G	Percentage	at least 3g mobile network									95							95	97	96	2016	97	Sure South Atlantic Ltd.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	654	-5.705752501	-15.96503946	SHN	Saint Helena	2	PERCENT	AL2G	Percentage	at least 2g mobile network			0	0	0	0	0									98	98	98	2016	98	Sure South Atlantic Ltd.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	654	-5.705752501	-15.96503946	SHN	Saint Helena	3	PERCENT	AL4G	Percentage	at least 4g mobile network																90	97	93.5	2016	97	Sure South Atlantic Ltd.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	PERCENT	AL3G	Percentage	at least 3g mobile network								100	100						100	100	100	100	2016	100	NA	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	2	PERCENT	AL2G	Percentage	at least 2g mobile network															100			100	2014	100	National Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0		0	2015	0	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	660	-63.05651612	18.21525315	AIA	Anguilla	1	PERCENT	AL3G	Percentage	at least 3g mobile network									99							99	99	99	2016	99	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	660	-63.05651612	18.21525315	AIA	Anguilla	2	PERCENT	AL2G	Percentage	at least 2g mobile network																99		99	2015	99	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	660	-63.05651612	18.21525315	AIA	Anguilla	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	PERCENT	AL3G	Percentage	at least 3g mobile network			0	0	0			0	65	0	0	0			0	65	37.1	34.0333333333333	2016	37.1	National Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	662	-60.96529553	13.89405601	LCA	Saint Lucia	2	PERCENT	AL2G	Percentage	at least 2g mobile network					80	80				100							90	90	2016	90	National Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	662	-60.96529553	13.89405601	LCA	Saint Lucia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0		0	2015	0	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	PERCENT	AL3G	Percentage	at least 3g mobile network					0	0	0	100	100			0	0	0	100	100	100	60	2016	100	National Telecommunications Regulatory Comission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	2	PERCENT	AL2G	Percentage	at least 2g mobile network		55	75	95	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	National Telecommunications Regulatory Comission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	0	0	2016	0	National Telecommunications Regulatory Comission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	674	12.46329038	43.93841766	SMR	San Marino	1	PERCENT	AL3G	Percentage	at least 3g mobile network									86							86		86	2015	86	TELECOMMUNICATION SECTOR- Department of Economy	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	674	12.46329038	43.93841766	SMR	San Marino	2	PERCENT	AL2G	Percentage	at least 2g mobile network									98	98	98					98		98	2015	98	TELECOMMUNICATION SECTOR- Department of Economy	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	674	12.46329038	43.93841766	SMR	San Marino	3	PERCENT	AL4G	Percentage	at least 4g mobile network																10		10	2015	10	TELECOMMUNICATION SECTOR- Department of Economy	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	PERCENT	AL3G	Percentage	at least 3g mobile network						2		2	2				2		2	2	26	8	2016	26	Autoridade Geral de Regulação	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	2	PERCENT	AL2G	Percentage	at least 2g mobile network						8.3	12.5	19.5	70	80	57	64	70			79	92	80.3333333333333	2016	92	Autoridade Geral de Regulação	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	0	0	2016	0	Autoridade Geral de Regulação	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	PERCENT	AL3G	Percentage	at least 3g mobile network			85	90	93.8	95.08	97	97	97	85	90	93.8	95.08	97	97	97	97.15	96.646	2016	97.15	Communication and Information Technology Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	682	44.54763347	24.12594211	SAU	Saudi Arabia	2	PERCENT	AL2G	Percentage	at least 2g mobile network		92			92	96	96	98	98	98.65	99.1	99.33	99.42	99.72	99.42	99.42	99.42	99.48	2016	99.42	Communication and Information Technology Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	682	44.54763347	24.12594211	SAU	Saudi Arabia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															82	85	88	85	2016	88	Communication and Information Technology Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	686	-14.46636926	14.35920905	SEN	Senegal	1	PERCENT	AL3G	Percentage	at least 3g mobile network								25	40						25	40	50	38.3333333333333	2016	50	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	686	-14.46636926	14.35920905	SEN	Senegal	2	PERCENT	AL2G	Percentage	at least 2g mobile network				85	85	85	83	85	86	87	90	90	91.1	91.6	91.6	92		91.575	2015	92	Autorité de Régulation des Télécommunications et des Postes (ARTP)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	686	-14.46636926	14.35920905	SEN	Senegal	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	21.6	21.6	2016	21.6	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	688	20.805876	44.03145697	SRB	Serbia	1	PERCENT	AL3G	Percentage	at least 3g mobile network		55.85	63.15	68.93	76.36	90.4	99.71	97.16	97.29	63.15	68.93	76.36	90.4	99.71	97.16	97.29	98.51	96.614	2016	98.51	Regulatory  Agency for Electronic Communications and Postal Services (RATEL)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	688	20.805876	44.03145697	SRB	Serbia	2	PERCENT	AL2G	Percentage	at least 2g mobile network					95.1	95.5	97				96.95	97.38	99.7	99.71	99.75	99.75	99.76	99.734	2016	99.76	Regulatory  Agency for Electronic Communications and Postal Services (RATEL)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	688	20.805876	44.03145697	SRB	Serbia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	56.74	78.2	44.98	2016	78.2	Regulatory  Agency for Electronic Communications and Postal Services (RATEL)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	690	55.46561591	-4.678053059	SYC	Seychelles	1	PERCENT	AL3G	Percentage	at least 3g mobile network					90	90	90	90	90			90	90	90	90	90	90	90	2016	90	Office of the President, Department of Information Communications Technology 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	690	55.46561591	-4.678053059	SYC	Seychelles	2	PERCENT	AL2G	Percentage	at least 2g mobile network	97			90	95	98	98	98	98	98		98	98	98	98	98	98	98	2016	98	Office of the President, Department of Information Communications Technology 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	690	55.46561591	-4.678053059	SYC	Seychelles	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	41.14	41.14	2016	41.14	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	PERCENT	AL3G	Percentage	at least 3g mobile network								20	20						20	20	40.02	26.6733333333333	2016	40.02	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	694	-11.78306584	8.568604164	SLE	Sierra Leone	2	PERCENT	AL2G	Percentage	at least 2g mobile network							70												2006	70	NA	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	694	-11.78306584	8.568604164	SLE	Sierra Leone	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	0	0	2016	0	ITU estimate. 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	702	103.8107883	1.361009155	SGP	Singapore	1	PERCENT	AL3G	Percentage	at least 3g mobile network	99.83	99.42	100	100	99	99	99	100	100	100	100	99	99	99	100	100	100	99.6	2016	100	Infocomm Development Authority of Singapore	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	702	103.8107883	1.361009155	SGP	Singapore	2	PERCENT	AL2G	Percentage	at least 2g mobile network	100	100	100	100	100	100	100	99.83	99.42	100	100	99	99	99	100	100	100	99.6	2016	100	Infocomm Development Authority of Singapore	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	702	103.8107883	1.361009155	SGP	Singapore	3	PERCENT	AL4G	Percentage	at least 4g mobile network															99	100	100	99.6666666666667	2016	100	Infocomm Development Authority of Singapore	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	703	19.48495604	48.70741446	SVK	Slovakia	1	PERCENT	AL3G	Percentage	at least 3g mobile network	56	61.1	67.8	69.2	71.1	77	85	91	93	67.8	69.2	71.1	77	85	91	93	94	88	2016	94	Ministry of Transport and Construction of the Slovak Republic  	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	703	19.48495604	48.70741446	SVK	Slovakia	2	PERCENT	AL2G	Percentage	at least 2g mobile network	98	98	98	99	99	99.5	99.7	99.8	99.82	99.84	99.85	100	100	100	100	100	100	100	2016	100	Ministry of Transport and Construction of the Slovak Republic  	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	703	19.48495604	48.70741446	SVK	Slovakia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															52	75	87	71.3333333333333	2016	87	Ministry of Transport and Construction of the Slovak Republic  	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	704	105.802499	10.09643079	VNM	Viet Nam	1	PERCENT	AL3G	Percentage	at least 3g mobile network								55	70						55	70	77.32	67.44	2016	77.32	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	704	105.802499	10.09643079	VNM	Viet Nam	2	PERCENT	AL2G	Percentage	at least 2g mobile network							70									94		94	2015	94	Ministry of Information and Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	704	105.802499	10.09643079	VNM	Viet Nam	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	5	1.66666666666667	2016	5	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	705	14.82209486	46.11958061	SVN	Slovenia	1	PERCENT	AL3G	Percentage	at least 3g mobile network	72.3	72.9	73.6	84.6	90.6	91.4	92.3	99.4	99.5	73.6	84.6	90.6	91.4	92.3	99.4	99.5	98.1	96.14	2016	98.1	Agency for Communication Networks and Services of the Republic of Slovenia	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	705	14.82209486	46.11958061	SVN	Slovenia	2	PERCENT	AL2G	Percentage	at least 2g mobile network	97.8	98.4	99	99	99	99.4	99.6	99.6	99.6	99.7	99.7	99.7	99.7	99.7	99.7	99.7	99.7	99.7	2016	99.7	Agency for Communication Networks and Services of the Republic of Slovenia	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	705	14.82209486	46.11958061	SVN	Slovenia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															89.7	97.7	97.4	94.9333333333333	2016	97.4	Agency for Communication Networks and Services of the Republic of Slovenia	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	706	46.20367477	4.406485729	SOM	Somalia	1	PERCENT	AL3G	Percentage	at least 3g mobile network				0	10	30		30	30		0	10	30		30	30	38.7	32.175	2016	38.7	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	706	46.20367477	4.406485729	SOM	Somalia	2	PERCENT	AL2G	Percentage	at least 2g mobile network											60	70	80		85			82.5	2014	85	Ministry of Posts and Telecommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	706	46.20367477	4.406485729	SOM	Somalia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															50			50	2014	50	Ministry of Posts and Telecommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	710	24.67184355	-29.99957544	ZAF	South Africa	1	PERCENT	AL3G	Percentage	at least 3g mobile network								95	98						95	98	98	97	2016	98	Independent Communications Authority of South Africa	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	710	24.67184355	-29.99957544	ZAF	South Africa	2	PERCENT	AL2G	Percentage	at least 2g mobile network	92	93	95.1	96	96	96	97.1	99.79	99.79	99.79	99.79	99.79	99.79	99.79	99.9	99.9	99.6	99.796	2016	99.6	Independent Communications Authority of South Africa	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	710	24.67184355	-29.99957544	ZAF	South Africa	3	PERCENT	AL4G	Percentage	at least 4g mobile network															34	54	73	53.6666666666667	2016	73	Independent Communications Authority of South Africa	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	PERCENT	AL3G	Percentage	at least 3g mobile network				5	15	35	52	53	55.1		5	15	35	52	53	55.1	55.25	50.07	2016	55.25	Postal and Telecommunications Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	2	PERCENT	AL2G	Percentage	at least 2g mobile network						70	72	75	75	41	61	72.4	81	84	88	88.7	88.9	86.12	2016	88.9	Postal and Telecommunications Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	3	PERCENT	AL4G	Percentage	at least 4g mobile network															2	11	22.64	11.88	2016	22.64	Postal and Telecommunications Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	724	-3.554078296	40.39211472	ESP	Spain	1	PERCENT	AL3G	Percentage	at least 3g mobile network		83	91.4	95.1	94.8	97.9	97.9	98.9	99.4	91.4	95.1	94.8	97.9	97.9	98.9	99.4	99.6	98.74	2016	99.6	Comisión Nacional de los Mercados y la Competencia	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	724	-3.554078296	40.39211472	ESP	Spain	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99	99	99	99	99	99	99	99	99	99.8	99.8	99.8	99.8	99.8	99.8	99.8	99.8	99.8	2016	99.8	Comisión Nacional de los Mercados y la Competencia	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	724	-3.554078296	40.39211472	ESP	Spain	3	PERCENT	AL4G	Percentage	at least 4g mobile network															75	91.3	96.2	87.5	2016	96.2	Comisión Nacional de los Mercados y la Competencia	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	728	30.32618773	7.290839152	SSD	South Sudan	1	PERCENT	AL3G	Percentage	at least 3g mobile network							17		20					17		20	20	19	2016	20	Ministry of Telecommunications & Postal Services	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	728	30.32618773	7.290839152	SSD	South Sudan	2	PERCENT	AL2G	Percentage	at least 2g mobile network														41.6		50	31	40.8666666666667	2016	31	Ministry of Telecommunications & Postal Services	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	728	30.32618773	7.290839152	SSD	South Sudan	3	PERCENT	AL4G	Percentage	at least 4g mobile network																0	10	5	2016	10	Ministry of Telecommunications & Postal Services	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	732	-13.13515523	24.66265342	ESH	Western Sahara	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	732	-13.13515523	24.66265342	ESH	Western Sahara	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	736	29.95650159	16.02643066	SDN	Sudan	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	736	29.95650159	16.02643066	SDN	Sudan	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	736	29.95650159	16.02643066	SDN	Sudan	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	740	-55.90626394	4.132603197	SUR	Suriname	1	PERCENT	AL3G	Percentage	at least 3g mobile network						12		12	100				12		12	100	100	56	2016	100	Telecommunications Authority Suriname (TAS)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	740	-55.90626394	4.132603197	SUR	Suriname	2	PERCENT	AL2G	Percentage	at least 2g mobile network											98	99	100	100		100	100	100	2016	100	Telecommunications Authority Suriname (TAS)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	740	-55.90626394	4.132603197	SUR	Suriname	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	35	11.6666666666667	2016	35	Telecommunications Authority Suriname (TAS)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	PERCENT	AL3G	Percentage	at least 3g mobile network			0	0	61	71		21	21	0	0	61	71		21	21	21.21	33.5525	2016	21.21	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	748	31.50149288	-26.56471011	SWZ	Swaziland	2	PERCENT	AL2G	Percentage	at least 2g mobile network	70	65	80				90		91	90	92	94.9	96.8					96.8	2012	96.8	Swaziland Posts and Telecommunications Corporation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	748	31.50149288	-26.56471011	SWZ	Swaziland	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	29.59	9.86333333333333	2016	29.59	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	752	14.3775338	60.60103109	SWE	Sweden	1	PERCENT	AL3G	Percentage	at least 3g mobile network	99	99	99	99.98	99.98	99.99		99.99	99.99	99	99.98	99.98	99.99		99.99	99.99	99.99	99.99	2016	99.99	Swedish Post and Telecom Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	752	14.3775338	60.60103109	SWE	Sweden	2	PERCENT	AL2G	Percentage	at least 2g mobile network		99	99	99	99	99	98	99	99	99	99.99	99.99	99.99		99.99	99.99	99.99	99.99	2016	99.99	Swedish Post and Telecom Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	752	14.3775338	60.60103109	SWE	Sweden	3	PERCENT	AL4G	Percentage	at least 4g mobile network															99.45	99.99	99.99	99.81	2016	99.99	Swedish Post and Telecom Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	756	8.223158	46.96617097	CHE	Switzerland	1	PERCENT	AL3G	Percentage	at least 3g mobile network	91	93	94	96	97	97	99	100	100	94	96	97	97	99	100	100	100	99.2	2016	100	Office Fédéral de la Communication	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	756	8.223158	46.96617097	CHE	Switzerland	2	PERCENT	AL2G	Percentage	at least 2g mobile network	98	99	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Office Fédéral de la Communication	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	756	8.223158	46.96617097	CHE	Switzerland	3	PERCENT	AL4G	Percentage	at least 4g mobile network															98	98	99	98.3333333333333	2016	99	Office Fédéral de la Communication	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	PERCENT	AL3G	Percentage	at least 3g mobile network			0.2	0.5	13	13	26	26	70	0.2	0.5	13	13	26	26	70	78	42.6	2016	78	Syrian Telecommunication Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	2	PERCENT	AL2G	Percentage	at least 2g mobile network	50		40	75	90	92	95	96	96	97	97.5	91	91			78	80	83	2016	80	Syrian Telecommunication Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	0	0	2016	0	Syrian Telecommunication Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	762	69.294998	38.43069666	TJK	Tajikistan	1	PERCENT	AL3G	Percentage	at least 3g mobile network								60	60						60	60	90	70	2016	90	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	762	69.294998	38.43069666	TJK	Tajikistan	2	PERCENT	AL2G	Percentage	at least 2g mobile network		0																	2001	0	NA	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	762	69.294998	38.43069666	TJK	Tajikistan	3	PERCENT	AL4G	Percentage	at least 4g mobile network															35	60	73.59	56.1966666666667	2016	73.59	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	764	101.0202951	15.13089239	THA	Thailand	1	PERCENT	AL3G	Percentage	at least 3g mobile network							80	97	97					80	97	97	98	93	2016	98	Ministry of Digital Economy and Society	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	764	101.0202951	15.13089239	THA	Thailand	2	PERCENT	AL2G	Percentage	at least 2g mobile network						25.89	30.92	37.77				100			97	97	98	97.3333333333333	2016	98	Ministry of Digital Economy and Society	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	764	101.0202951	15.13089239	THA	Thailand	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	21	98	39.6666666666667	2016	98	Ministry of Digital Economy and Society	
