series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	840	-99.13830311	39.5277871	USA	United States of America	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	47.7	45	42.6	41.1	40.5	39.7	41.1	41.5	40.2	37.9	34.2	31.3	29.4	26.5	24.2	22.3	20.3			22.2666666666667	2016	20.3	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	58.6	58.9	55.4	52.4	56.3	54.9	54.9	56.6	56.6	57.4	50.5	59.3	42.8			39.1	25.4			32.25	2016	25.4	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		131	119				127.5		136	130				132	129					129	2014	129	Burkina Faso 2015 PMA2020 Round 2	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	858	-56.01387025	-32.8002838	URY	Uruguay	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	63.3257	64.8821	63.9165		58.1725	59.7571	60.6613	58.8407		60.13	60	57.896	61.25811	62.42775	59.48915	56.59645	51.2921			55.7925666666667	2016	51.2921	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	21.05923	17.26527	15.05138	12.40138	9.47637	9.09287	25.5				29.53688										2010	29.53688	Registration National Statistics (TransMonee)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	93.31	92.91	92.5	92.1	91.7	91.3	90.9	90.5	89.9	89.4	88.9	95.24	94.5								2012	94.5	Estimate National statistics	E
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population											12.8										2010	12.8	Wallis and Futuna 2013 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	882	-172.4430749	-13.61541469	WSM	Samoa	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		33.6					28.6	44				39.2									2011	39.2	Samoa 2011 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	887	45.22389143	15.22242099	YEM	Yemen	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population			83		52	80							67								2012	67	Yemen 2013 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	894	27.850329	-14.59701056	ZMB	Zambia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	160					151	146				140.7		141								2012	141	Zambia 2013-2014 Demographic and Health Survey	C
