"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_2015.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"913","Low and middle income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"914","Upper middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"914","Upper middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"914","Upper middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"917","International Centers (FAO)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"917","International Centers (FAO)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"917","International Centers (FAO)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"918","European Union (EU) Institutions","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"918","European Union (EU) Institutions","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"918","European Union (EU) Institutions","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"919","Regional Centres (FAO)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"919","Regional Centres (FAO)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"919","Regional Centres (FAO)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"920","Azores Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"920","Azores Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"920","Azores Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"921","ODA residual","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"921","ODA residual","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"921","ODA residual","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
