series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	703	19.48495604	48.70741446	SVK	Slovakia	1	FEMALE	PERCENT	Female	Percentage	12.6667	14	14	19.3333	19.3333	16.6667	16.6667	20	19.3333	19.3333	18	15.3333	16	18.6667	18.6667	18.6667	18.6667	20	20	19.20002	2018	20	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	704	105.802499	10.09643079	VNM	Viet Nam	1	FEMALE	PERCENT	Female	Percentage	26	26	26	27.3092	27.3092	27.3092	27.3092	27.3092	25.7606	25.7606	25.7606	25.7606	24.4	24.4	24.2972	24.2972	24.2972	26.7206	26.7206	25.26656	2018	26.7206	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	705	14.82209486	46.11958061	SVN	Slovenia	1	FEMALE	PERCENT	Female	Percentage	7.7778	12.2222	12.2222	12.2222	12.2222	12.2222	12.2222	12.2222	12.2222	13.3333	14.4444	14.4444	32.2222	32.2222	33.3333	36.6667	36.6667	36.6667	36.6667	36.00002	2018	36.6667	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	706	46.20367477	4.406485729	SOM	Somalia	1	FEMALE	PERCENT	Female	Percentage							8	7.8067	8.2031		6.8646	6.7766	6.7766	13.8182	13.8182	13.8182	13.8182	24.2424	24.3636	18.01212	2018	24.3636	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	710	24.67184355	-29.99957544	ZAF	South Africa	1	FEMALE	PERCENT	Female	Percentage	30	29.8246	29.8246	29.8246	29.8246	32.75	32.75	32.75	33	33	44.5	44.5	42.25	42.25	44.75	41.5	42	42.1717	42.3858	42.5615	2018	42.3858	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	FEMALE	PERCENT	Female	Percentage	14	9.3333	10	10	10	10	16	16.6667	16	15.2381	14.9533	14.9533	14.9533	14.9533	31.4815	31.4815	31.4815	32.5926	33.2	32.04742	2018	33.2	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	724	-3.554078296	40.39211472	ESP	Spain	1	FEMALE	PERCENT	Female	Percentage	21.5517	28.2857	28.2857	28.2857	28.2857	36	36	36	36.5714	36.2857	36.5714	36.5714	36	36	39.7143	41.1429	40	39.1429	39.1429	39.8286	2018	39.1429	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	728	30.32618773	7.290839152	SSD	South Sudan	1	FEMALE	PERCENT	Female	Percentage													26.506	26.506	26.506	26.506	26.506	28.4595	28.4595	27.2874	2018	28.4595	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	736	29.95650159	16.02643066	SDN	Sudan	1	FEMALE	PERCENT	Female	Percentage	8.75	8.75	9.7222	9.7222	9.7222	9.7222	14.6667	17.7778	18.0587	18.0587	18.9189	25.5605									2011	25.5605	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	740	-55.90626394	4.132603197	SUR	Suriname	1	FEMALE	PERCENT	Female	Percentage	15.6863	0	17.6471	17.6471	17.6471	19.6078	25.4902	25.4902	25.4902	25.4902	25.4902	9.8039	11.7647	11.7647	11.7647	11.7647	25.4902	25.4902	25.4902	20	2018	25.4902	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	FEMALE	PERCENT	Female	Percentage	3.0769	3.0769	3.0769	3.0769	10.7692	10.7692	10.7692	10.7692	10.7692	13.8462	13.6364	13.6364	13.6364	13.6364	6.1538	6.1538	6.1538	6.1538	6.1538	6.1538	2018	6.1538	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	752	14.3775338	60.60103109	SWE	Sweden	1	FEMALE	PERCENT	Female	Percentage	42.6934	42.6934	42.6934	45.2722	45.2722	45.2722	45.2722	47.2779	46.9914	46.9914	46.4183	44.9857	44.6991	44.6991	44.9857	43.553	43.553	43.553	43.553	43.83954	2018	43.553	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	756	8.223158	46.96617097	CHE	Switzerland	1	FEMALE	PERCENT	Female	Percentage	22.5	23	23	23	25	25	25	25	28.5	28.5	29	29	28.5	29	31	30.5	32	32.5	32.5	31.7	2018	32.5	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	FEMALE	PERCENT	Female	Percentage	10.4	10.4	10.4	10.4	12	12	12	12	12	12.4	12.4	12.4	12.4	12	12	12.4	12.4	13.2	13.2	12.64	2018	13.2	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	762	69.294998	38.43069666	TJK	Tajikistan	1	FEMALE	PERCENT	Female	Percentage	2.7624	15	12.6984	12.6984	12.6984	12.6984	17.4603	17.4603	17.4603	17.4603	17.4603	19.0476	19.0476	19.0476	15.873	16.9492	19.0476	19.0476	19.0476	17.993	2018	19.0476	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	764	101.0202951	15.13089239	THA	Thailand	1	FEMALE	PERCENT	Female	Percentage	5.598	9.2	9.2	9.2	9.2	8.83	10.8	8.6777	11.74	11.6667	13.3192	13.3192	15.8	15.8	15.8	6.0914	6.0914	4.8583	4.8	7.52822	2018	4.8	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	768	0.97835765	8.532096072	TGO	Togo	1	FEMALE	PERCENT	Female	Percentage	4.9383	4.9383	4.9383	7.4074	7.4074	6.1728	7.4074	8.642	11.1111	11.1111	11.1111	11.1111	11.1111	11.1111	16.4835	17.5824	17.5824	17.5824	17.5824	17.36262	2018	17.5824	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	776	-175.1959991	-21.19511329	TON	Tonga	1	FEMALE	PERCENT	Female	Percentage	0	0	0	0	0	0	3.4483	3.3333	3.3333	3.125	3.125	0	3.5714	3.5714	3.5714	0	0	3.8462	7.4074	2.965	2018	7.4074	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	FEMALE	PERCENT	Female	Percentage	11.1111	16.6667	16.6667	19.4444	19.4444	19.4444	19.4444	19.4444	26.8293	26.8293	26.8293	28.5714	28.5714	28.5714	28.5714	28.5714	30.9524	30.9524	30.9524	30	2018	30.9524	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	FEMALE	PERCENT	Female	Percentage	0	0	0	0	0	0	0	22.5	22.5	22.5	22.5	22.5	17.5	17.5	17.5	17.5	22.5	20	22.5	20	2018	22.5	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	788	9.572737411	34.11439971	TUN	Tunisia	1	FEMALE	PERCENT	Female	Percentage	11.5385	11.5385	11.5385	11.5385	11.5385	22.7513	22.7513	22.7513	22.7513	22.7513	27.5701	27.5701	26.7281	26.7281	28.1106	31.3364	31.3364	31.3364	31.3364	30.69124	2018	31.3364	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	792	35.42890329	38.9899684	TUR	Turkey	1	FEMALE	PERCENT	Female	Percentage	4.1818	4.1818	4.1818	4.3636	4.3636	4.3636	4.3636	4.3636	9.1075	9.1075	9.1075	9.1075	14.1818	14.1818	14.4161	14.4161	14.9091	14.9091	14.5719	14.64446	2018	14.5719	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	FEMALE	PERCENT	Female	Percentage	26	26	26	26	26		16	16	16	16.8	16.8	16.8	16.8	16.8	26.4	25.8065	25.8065	25.8065	25.8065	25.9252	2018	25.8065	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	FEMALE	PERCENT	Female	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	6.6667	6.6667	6.6667	6.6667	6.6667	6.6667	6.6667	6.6667	2018	6.6667	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	800	32.39100438	1.279557331	UGA	Uganda	1	FEMALE	PERCENT	Female	Percentage	17.9211	17.7936	24.6711	24.6711	24.6711	23.9344	23.9344	29.8193	30.7229	30.7229	31.4815	31.2883	34.9741	34.9741	34.9741	34.9741	34.9741	34.2984	34.2984	34.70382	2018	34.2984	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	804	31.40270802	49.00735945	UKR	Ukraine	1	FEMALE	PERCENT	Female	Percentage	7.7778	7.7778	7.7778	5.3333	5.3333	5.3333	5.3333	8.6667	8.2222	8.2222	8	8	8	9.4382	9.7285	11.8483	12.0853	12.2931	12.2931	11.64966	2018	12.2931	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	FEMALE	PERCENT	Female	Percentage	7.5	6.6667	6.6667	18.3333	18.3333	19.1667	19.1667	28.3333	29.1667	31.6667	32.5	32.5	30.8943	32.5203	34.1463	33.3333	33.3333	31.6667	37.5	33.99592	2018	37.5	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	818	29.77468534	26.57438204	EGY	Egypt	1	FEMALE	PERCENT	Female	Percentage																	14.9329	14.9329	14.9329	14.9329	2018	14.9329	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	FEMALE	PERCENT	Female	Percentage	18.3612	18.3612	17.9059	17.9059	17.9059	18.0577	19.6594	19.6594	19.5046	19.5046	19.5046	22	22.3077	22.4615	22.6154	22.7692	29.3846	30	32	27.35384	2018	32	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	831	-2.200712402	49.71561166	GGY	Guernsey	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	832	-2.136773508	49.22353354	JEY	Jersey	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	FEMALE	PERCENT	Female	Percentage	22.1818	22.1818	22.2628	22.2628	21.3559	21.3559	30.4075	30.4075	30.4075	30.4075	30.6502	36	36	36	36	36	36.5591	36.3868	37.1795	36.42508	2018	37.1795	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	840	-99.13830311	39.5277871	USA	United States of America	1	FEMALE	PERCENT	Female	Percentage	13.3333	14.023	14.023	14.2529	14.2529	14.9425	15.1724	16.3218	16.7816	17.0115	16.7816	16.7816	16.8203	17.7829	18.287	19.3548	19.3548	19.0805	19.4896	19.11334	2018	19.4896	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	FEMALE	PERCENT	Female	Percentage	8.1081	8.1081	8.1081	11.7117	11.7117	11.7117	11.7117	11.7117	15.3153	15.3153	15.3153	15.3153	15.3153	15.748	18.8976	13.3333	9.4488	11.0236	11.0236	12.74538	2018	11.0236	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	858	-56.01387025	-32.8002838	URY	Uruguay	1	FEMALE	PERCENT	Female	Percentage	12.1212	12.1212	12.1212	12.1212	12.1212	12.1212	11.1111	11.1111	12.1212	12.1212	14.1414	15.1515	12.1212	12.1212	13.1313	13.1313	16.1616	20.202	20.202	16.56564	2018	20.202	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	FEMALE	PERCENT	Female	Percentage	6.8	7.2	7.2	7.2	7.2	17.5	17.5	17.5	17.5	17.5	22	22	22	22	22	16	16	16	16	17.2	2018	16	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	FEMALE	PERCENT	Female	Percentage	12.1359	9.697	9.697	9.697	9.697	9.697	17.3653	17.9641	18.5629	18.5629	17.4699	16.9697	16.9697	16.9697	16.9697	16.9697	14.3713	22.1557	22.1557	18.52442	2018	22.1557	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	882	-172.4430749	-13.61541469	WSM	Samoa	1	FEMALE	PERCENT	Female	Percentage	8.1633	8.1633	6.1224	6.1224	6.1224	6.1224	6.1224	6.1224	8.1633	8.1633	8.1633	8.1633	4.0816	4.0816	4.0816	6.1224	6.1224	10	10	7.26528	2018	10	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	887	45.22389143	15.22242099	YEM	Yemen	1	FEMALE	PERCENT	Female	Percentage	0.6645	0.6645	0.6689	0.6689	0.3322	0.3322	0.3322	0.3322	0.3322	0.3322	0.3322	0.3322	0.3322	0.3322	0.3322	0.3322	0	0	0	0.13288	2018	0	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	894	27.850329	-14.59701056	ZMB	Zambia	1	FEMALE	PERCENT	Female	Percentage	10.1266	10.1266	12.0253	12.0253	12.0253	12.0253	12.6582	14.6497	15.1899	15.1899	14.0127	14.0127	11.465	11.465	10.7595	12.6582	12.6582	17.9641	17.9641	14.40082	2018	17.9641	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
