"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Location_Code","Location_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"SWE","14.3775338","60.60103109","752","Sweden","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"SWE","14.3775338","60.60103109","752","Sweden","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"","","","753","Eastern and South-Eastern Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","","","","","E","","","","","E","","","","","E","E","Source: Global Tracking Framework 2018","","","","","Source: Global Tracking Framework 2018","","","","","Source: Global Tracking Framework 2018","","","","","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","90.94","","","","","92.94","","","","","95.72","","","","","97.11","97.16",2016.0,"97.16"
"","","","753","Eastern and South-Eastern Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","","","","","E","","","","","E","","","","","E","E","Source: Global Tracking Framework 2018","","","","","Source: Global Tracking Framework 2018","","","","","Source: Global Tracking Framework 2018","","","","","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","86.68","","","","","88.84","","","","","92.78","","","","","94.79","94.70",2016.0,"94.70"
"","","","753","Eastern and South-Eastern Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","","","","","E","","","","","E","","","","","E","E","Source: Global Tracking Framework 2018","","","","","Source: Global Tracking Framework 2018","","","","","Source: Global Tracking Framework 2018","","","","","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","97.13","","","","","97.71","","","","","98.49","","","","","98.91","98.99",2016.0,"98.99"
"CHE","8.223158","46.96617097","756","Switzerland","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"CHE","8.223158","46.96617097","756","Switzerland","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"CHE","8.223158","46.96617097","756","Switzerland","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"BRA","-53.08432878","-10.77668561","76","Brazil","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","G","G","G","G","G","G","G","G","G","E","G","G","G","G","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","94.47","96.02","96.65","96.98","96.77","97.09","97.59","98.13","98.53","98.86","98.88","99.33","99.52","99.58","99.65","99.71","100.00",2016.0,"100.00"
"BRA","-53.08432878","-10.77668561","76","Brazil","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","G","G","G","G","G","G","G","G","G","E","G","G","G","G","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","74.90","77.63","80.18","81.92","81.51","83.47","86.07","89.07","91.40","93.33","93.76","95.78","97.02","97.29","97.84","98.24","100.00",2016.0,"100.00"
"BRA","-53.08432878","-10.77668561","76","Brazil","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","G","G","G","G","G","G","G","G","G","E","G","G","G","G","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","99.00","99.22","99.43","99.50","99.59","99.63","99.71","99.78","99.82","99.85","99.83","99.90","99.93","99.94","99.95","99.96","100.00",2016.0,"100.00"
"SYR","38.50466565","35.01676176","760","Syrian Arab Republic","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","G","E","E","E","G","E","E","E","G","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","88.62","89.33","86.60","90.73","91.43","92.13","99.51","93.58","94.34","95.12","92.70","96.72","97.54","98.36","99.09","99.64","100.00",2016.0,"100.00"
"SYR","38.50466565","35.01676176","760","Syrian Arab Republic","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","G","E","E","E","G","E","E","E","G","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","77.42","78.58","73.60","80.91","82.08","83.29","99.18","85.95","87.46","89.08","83.53","92.54","94.36","96.20","97.87","99.14","100.00",2016.0,"100.00"
"SYR","38.50466565","35.01676176","760","Syrian Arab Republic","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","G","E","E","E","G","E","E","E","G","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","98.98","99.13","99.50","99.43","99.59","99.73","99.76","99.95","99.99","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"TJK","69.294998","38.43069666","762","Tajikistan","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","G","G","E","G","E","E","E","G","E","E","G","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","98.47","98.50","99.00","100.00","98.73","99.30","98.91","99.02","99.15","99.00","99.46","99.64","99.10","99.92","99.98","100.00","100.00",2016.0,"100.00"
"TJK","69.294998","38.43069666","762","Tajikistan","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","G","G","E","G","E","E","E","G","E","E","G","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","98.03","98.09","98.77","99.00","98.39","99.10","98.61","98.75","98.90","98.68","99.29","99.51","98.80","99.89","99.97","100.00","100.00",2016.0,"100.00"
"TJK","69.294998","38.43069666","762","Tajikistan","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","G","G","E","G","E","E","E","G","E","E","G","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","99.70","99.63","99.65","99.90","99.68","99.70","99.73","99.77","99.82","99.88","99.94","99.98","99.80","100.00","100.00","100.00","100.00",2016.0,"100.00"
"THA","101.0202951","15.13089239","764","Thailand","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","E","G","E","E","G","G","E","G","E","E","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","82.10","88.23","89.26","90.28","91.30","92.33","99.15","94.42","95.50","98.96","99.70","98.72","99.11","99.86","99.98","99.60","100.00",2016.0,"100.00"
"THA","101.0202951","15.13089239","764","Thailand","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","E","G","E","E","G","G","E","G","E","E","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","87.00","82.73","83.99","85.29","86.62","88.02","98.93","91.03","92.67","98.92","97.00","97.98","98.84","100.00","100.00","99.50","100.00",2016.0,"100.00"
"THA","101.0202951","15.13089239","764","Thailand","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","E","G","E","E","G","G","E","G","E","E","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","99.90","99.62","99.59","99.56","99.53","99.51","99.63","99.49","99.50","99.01","100.00","99.60","99.45","99.70","99.76","99.70","99.88",2016.0,"99.88"
"TGO","0.97835765","8.532096072","768","Togo","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","E","G","E","E","E","G","G","E","E","G","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","16.96","19.48","21.24","23.00","24.76","26.52","27.90","30.09","31.90","33.74","30.79","39.70","39.34","41.23","45.70","45.03","46.93",2016.0,"46.93"
"TGO","0.97835765","8.532096072","768","Togo","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","E","G","E","E","E","G","G","E","E","G","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","3.04","5.59","6.62","7.63","8.60","9.56","6.10","11.44","12.37","13.31","5.95","10.20","16.05","16.93","16.30","18.61","19.39",2016.0,"19.39"
"TGO","0.97835765","8.532096072","768","Togo","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","E","G","E","E","E","G","G","E","E","G","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","38.51","47.23","49.86","52.49","55.13","57.77","64.90","63.08","65.75","68.44","66.50","77.90","76.55","79.27","83.20","84.72","87.44",2016.0,"87.44"
