"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"DZA","2.678164227","28.15940032","12","Algeria","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASM","-170.7187269","-14.30587306","16","American Samoa","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AND","1.576257417","42.54548611","20","Andorra","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGO","17.57817062","-12.33724746","24","Angola","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATG","-61.7999755","17.07761471","28","Antigua and Barbuda","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZE","50.01064725","40.39229544","31","Azerbaijan","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARG","-65.14563274","-35.19446255","32","Argentina","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHS","-78.05111663","24.69546597","44","Bahamas","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHR","50.5490754","26.04407747","48","Bahrain","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGD","89.17660788","22.86961622","50","Bangladesh","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARM","44.93839317","40.29499741","51","Armenia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BRB","-59.5346489","13.13648273","52","Barbados","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMU","-64.78155012","32.27881922","60","Bermuda","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCMDL","Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
